treasury_shares_number,ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
,781500000.0,781500000.0,990400000.0,-465600000.0,708800000.0,732000000.0,-465600000.0,-281600000.0,708800000.0,-281600000.0,0.0,-281600000.0,-20200000.0,-20200000.0,-1546400000.0,1284200000.0,800000.0,800000.0,6509600000.0,3431200000.0,82000000.0,67800000.0,2291000000.0,2291000000.0,990400000.0,990400000.0,3078400000.0,2349300000.0,2349300000.0,729100000.0,485700000.0,243400000.0,,,243400000.0,6228000000.0,2417600000.0,202000000.0,1087600000.0,569400000.0,45500000.0,45500000.0,45500000.0,184000000.0,56000000.0,128000000.0,898500000.0,-280200000.0,1178700000.0,53500000.0,51700000.0,19200000.0,254000000.0,490300000.0,310000000.0,0.0,3810400000.0,73100000.0,264600000.0,206300000.0,12000000.0,46300000.0,1261700000.0,1261700000.0,-3600000.0,1265300000.0,2211000000.0,528100000.0,1682900000.0,2022-12-31
,784400000.0,784400000.0,990900000.0,-167500000.0,1002300000.0,1096900000.0,-167500000.0,11400000.0,1002300000.0,11400000.0,,11400000.0,-18100000.0,-18100000.0,-1298700000.0,1327400000.0,800000.0,800000.0,6820900000.0,3559100000.0,80100000.0,70500000.0,2417600000.0,2417600000.0,990900000.0,990900000.0,3261800000.0,2463300000.0,2463300000.0,798500000.0,560100000.0,238400000.0,,,238400000.0,6832300000.0,2473600000.0,175200000.0,1186500000.0,649600000.0,15600000.0,15600000.0,15600000.0,178900000.0,51100000.0,127800000.0,917400000.0,-300600000.0,1218000000.0,55400000.0,46900000.0,23600000.0,262200000.0,506300000.0,323600000.0,0.0,4358700000.0,89700000.0,302700000.0,237200000.0,10900000.0,54600000.0,1087200000.0,1087200000.0,-6700000.0,1093900000.0,2879100000.0,574900000.0,2304200000.0,2023-03-31
,785600000.0,785600000.0,991300000.0,150600000.0,1312500000.0,1377500000.0,150600000.0,321200000.0,1312500000.0,321200000.0,,321200000.0,-23100000.0,-23100000.0,-1032400000.0,1375900000.0,800000.0,800000.0,7164900000.0,3664300000.0,73000000.0,59100000.0,2540900000.0,2540900000.0,991300000.0,991300000.0,3500600000.0,2587700000.0,2587700000.0,912900000.0,491600000.0,421300000.0,183000000.0,183000000.0,238300000.0,7486100000.0,2608000000.0,163300000.0,1288000000.0,729200000.0,4200000.0,4200000.0,4200000.0,170600000.0,44600000.0,126000000.0,981900000.0,-318400000.0,1300300000.0,55600000.0,64700000.0,25700000.0,270300000.0,553900000.0,330100000.0,0.0,4878100000.0,109500000.0,376300000.0,291800000.0,10200000.0,74300000.0,1078800000.0,1078800000.0,-5300000.0,1084100000.0,3313500000.0,937200000.0,2376300000.0,2023-06-30
0.0,776300000.0,776300000.0,991800000.0,-90900000.0,1065900000.0,1103700000.0,-90900000.0,74100000.0,1065900000.0,74100000.0,,74100000.0,-24300000.0,-24300000.0,-1299400000.0,1397000000.0,800000.0,800000.0,7405200000.0,3756200000.0,64600000.0,61800000.0,2638000000.0,2638000000.0,991800000.0,991800000.0,3649000000.0,2647300000.0,2647300000.0,1001700000.0,527700000.0,474000000.0,220100000.0,220100000.0,253900000.0,7479300000.0,2726600000.0,163700000.0,1358400000.0,788500000.0,1500000.0,1500000.0,1500000.0,165000000.0,39600000.0,125400000.0,1038000000.0,-332100000.0,1370100000.0,60600000.0,55800000.0,27500000.0,282800000.0,591700000.0,351700000.0,0.0,4752700000.0,102600000.0,467500000.0,382000000.0,8000000.0,77500000.0,1013800000.0,1013800000.0,-5300000.0,1019100000.0,3168800000.0,982000000.0,2186800000.0,2023-09-30
,761000000.0,761000000.0,992300000.0,-625200000.0,528900000.0,709300000.0,-625200000.0,-463400000.0,528900000.0,-463400000.0,,-463400000.0,-18900000.0,-18900000.0,-1861700000.0,1416400000.0,800000.0,800000.0,7722300000.0,4003300000.0,124700000.0,,2886300000.0,2886300000.0,992300000.0,992300000.0,3719000000.0,2848700000.0,2848700000.0,870300000.0,666000000.0,204300000.0,,,204300000.0,7258900000.0,2830600000.0,150000000.0,1474400000.0,868800000.0,0.0,0.0,,161800000.0,35300000.0,126500000.0,1044400000.0,-353000000.0,1397400000.0,61400000.0,63300000.0,30800000.0,294700000.0,595500000.0,351700000.0,0.0,4428300000.0,101100000.0,484800000.0,385000000.0,7700000.0,92100000.0,1402000000.0,1402000000.0,-8200000.0,1410200000.0,2440400000.0,1042500000.0,1397900000.0,2023-12-31
