tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.192347,92813000.0,65134000.0,9730000.0,23265000.0,92813000.0,83083000.0,3505000.0,3505000.0,65134000.0,65134000.0,85949000.0,83083000.0,47492560.0,47402007.0,1.36,1.37,64768000.0,64768000.0,366000.0,65134000.0,65134000.0,65134000.0,15512000.0,80646000.0,-5942000.0,-5942000.0,3505000.0,3505000.0,83083000.0,55851000.0,2535000.0,2897000.0,2897000.0,2897000.0,2897000.0,31906000.0,18513000.0,138934000.0,30098000.0,169032000.0,169032000.0,2022-12-31
0.0,0.228,54755000.0,39839000.0,9387000.0,26474000.0,54755000.0,45368000.0,6967000.0,6967000.0,39839000.0,39839000.0,85099000.0,45368000.0,47567007.0,47523593.0,0.83,0.83,39626000.0,39626000.0,213000.0,39839000.0,39839000.0,39839000.0,11793000.0,51632000.0,-703000.0,-703000.0,6967000.0,6967000.0,45368000.0,52129000.0,2419000.0,2891000.0,2891000.0,2891000.0,2891000.0,31423000.0,15396000.0,97497000.0,32970000.0,130467000.0,130467000.0,2023-03-31
0.0,0.224,69344000.0,49678000.0,10705000.0,25428000.0,69344000.0,58639000.0,6198000.0,6198000.0,49678000.0,49678000.0,87926000.0,58639000.0,47618115.0,47572971.0,1.04,1.04,49428000.0,49428000.0,250000.0,49678000.0,49678000.0,49678000.0,14375000.0,64053000.0,-784000.0,-784000.0,6198000.0,6198000.0,58639000.0,55787000.0,2398000.0,3994000.0,3994000.0,3994000.0,3994000.0,32318000.0,17077000.0,114426000.0,32139000.0,146565000.0,146565000.0,2023-06-30
0.0,0.044,59914000.0,51516000.0,11478000.0,27327000.0,59914000.0,48436000.0,7136000.0,7136000.0,51516000.0,51516000.0,92641000.0,48436000.0,47632431.0,47570099.0,1.08,1.08,51273000.0,51273000.0,243000.0,51516000.0,51516000.0,51516000.0,2363000.0,53879000.0,-1693000.0,-1693000.0,7136000.0,7136000.0,48436000.0,58393000.0,2653000.0,4557000.0,4557000.0,4557000.0,4557000.0,33099000.0,18084000.0,106829000.0,34248000.0,141077000.0,141077000.0,2023-09-30
0.0,0.180261,76578000.0,61978000.0,11832000.0,28738000.0,76578000.0,64746000.0,7865000.0,7865000.0,61978000.0,61978000.0,93574000.0,64746000.0,,,,,61694000.0,61694000.0,284000.0,61978000.0,61978000.0,61978000.0,13629000.0,75607000.0,2996000.0,2996000.0,7865000.0,7865000.0,64746000.0,57555000.0,2533000.0,4551000.0,4551000.0,4551000.0,4551000.0,33641000.0,16830000.0,122301000.0,36019000.0,158320000.0,158320000.0,2023-12-31
