free_cash_flow,issuance_of_capital_stock,capital_expenditure,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,changes_in_account_receivables,stock_based_compensation,amortization_of_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,pension_and_employee_benefit_expense,net_income_from_continuing_operations,date
-8685000.0,323000.0,-11326000.0,,93430000.0,187750000.0,-94320000.0,-13992000.0,-13992000.0,-59000.0,-14256000.0,,323000.0,323000.0,-82969000.0,-82969000.0,-71643000.0,165584000.0,-237227000.0,52000.0,52000.0,-11378000.0,-11378000.0,2641000.0,2641000.0,-263859000.0,-226164000.0,-21088000.0,2401000.0,-3879000.0,-658000.0,-14471000.0,-14471000.0,6297000.0,-2992000.0,-19070000.0,-19070000.0,9730000.0,9730000.0,2897000.0,2897000.0,6833000.0,1278000.0,1278000.0,65134000.0,2022-12-31
38472000.0,518000.0,-9149000.0,,158294000.0,93430000.0,64864000.0,-23432000.0,-23432000.0,-7181000.0,-16769000.0,,518000.0,518000.0,40675000.0,40675000.0,49824000.0,115031000.0,-65207000.0,-51000.0,-51000.0,-9098000.0,-9098000.0,47621000.0,47621000.0,2731000.0,-8616000.0,12388000.0,14113000.0,-24116000.0,8975000.0,-13000.0,-13000.0,4415000.0,-3597000.0,-5936000.0,-5936000.0,9387000.0,9387000.0,2891000.0,2891000.0,6496000.0,782000.0,782000.0,39839000.0,2023-03-31
-74411000.0,453000.0,-84188000.0,,93470000.0,158294000.0,-64824000.0,-16448000.0,-16448000.0,-248000.0,-16653000.0,,453000.0,453000.0,-58153000.0,-58153000.0,26035000.0,75876000.0,-49841000.0,-66012000.0,-66012000.0,-18176000.0,-18176000.0,9777000.0,9777000.0,-48032000.0,-7120000.0,-34644000.0,5590000.0,6465000.0,-1610000.0,-16713000.0,-16713000.0,6905000.0,-3248000.0,-6846000.0,-6846000.0,10705000.0,10705000.0,3994000.0,3994000.0,6711000.0,615000.0,615000.0,49678000.0,2023-06-30
34875000.0,561000.0,-25434000.0,21283000.0,79323000.0,93470000.0,-14147000.0,-16566000.0,-16566000.0,-466000.0,-16661000.0,-16661000.0,561000.0,561000.0,-57890000.0,-57890000.0,-32456000.0,155500000.0,-187956000.0,-500000.0,-500000.0,-24934000.0,-24934000.0,60309000.0,60309000.0,-28685000.0,27545000.0,-6432000.0,-49064000.0,17619000.0,-5551000.0,-12802000.0,-12802000.0,7303000.0,-2591000.0,20338000.0,20338000.0,11478000.0,11478000.0,4557000.0,4557000.0,6921000.0,950000.0,950000.0,51516000.0,2023-09-30
29486000.0,480000.0,-7584000.0,15044000.0,91985000.0,79323000.0,12662000.0,-16483000.0,-16483000.0,-311000.0,-16652000.0,-16652000.0,480000.0,480000.0,-7925000.0,-7925000.0,-341000.0,227758000.0,-228099000.0,0.0,0.0,-7584000.0,-7584000.0,37070000.0,37070000.0,-29519000.0,-15968000.0,2180000.0,-7763000.0,4079000.0,5611000.0,-17658000.0,-17658000.0,5486000.0,-2167000.0,-11322000.0,-11322000.0,11832000.0,11832000.0,4551000.0,4551000.0,7281000.0,782000.0,782000.0,61978000.0,2023-12-31
