free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_preferred_stock_issuance,preferred_stock_payments,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,other_non_cash_items,stock_based_compensation,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
520600000.0,-754300000.0,,2500000000.0,765700000.0,-130500000.0,404900000.0,414600000.0,63900000.0,-73600000.0,-600100000.0,-600100000.0,-19600000.0,-125800000.0,-5800000.0,-120000000.0,0.0,-750000000.0,11400000.0,-4300000.0,15700000.0,-466100000.0,-466100000.0,,,0.0,,2500000000.0,-124600000.0,-124600000.0,-6500000.0,12200000.0,,,200000.0,0.0,200000.0,-130500000.0,651100000.0,651100000.0,525000000.0,2711800000.0,175000000.0,,0.0,147100000.0,147100000.0,49700000.0,49700000.0,97400000.0,0.0,0.0,0.0,-45000000.0,2022-12-31
-354500000.0,-4800000.0,-285900000.0,747200000.0,3100000.0,-68200000.0,390700000.0,404900000.0,9100000.0,-23300000.0,324200000.0,324200000.0,-15600000.0,-119800000.0,,-119800000.0,,,-1700000.0,-4800000.0,3100000.0,461300000.0,-285900000.0,-285900000.0,0.0,747200000.0,,747200000.0,-61200000.0,-61200000.0,7000000.0,0.0,0.0,,0.0,,0.0,-68200000.0,-286300000.0,-286300000.0,-302000000.0,-302000000.0,,34700000.0,,161200000.0,161200000.0,48300000.0,48300000.0,112900000.0,7600000.0,,7600000.0,-187800000.0,2023-03-31
196100000.0,-800000.0,-1300000.0,,4000000.0,-68300000.0,395900000.0,390700000.0,-14200000.0,19400000.0,-175800000.0,-175800000.0,-16000000.0,-119700000.0,,-119700000.0,,,3200000.0,-800000.0,4000000.0,-43300000.0,-42000000.0,,,-1300000.0,-1300000.0,,-69200000.0,-69200000.0,6600000.0,-1200000.0,0.0,-1200000.0,-6300000.0,,-6300000.0,-68300000.0,264400000.0,264400000.0,-89900000.0,-89900000.0,800000.0,12100000.0,0.0,164400000.0,164400000.0,48300000.0,48300000.0,116100000.0,,,0.0,177000000.0,2023-06-30
364000000.0,-1200000.0,-600000.0,0.0,4400000.0,-79900000.0,352100000.0,395900000.0,-23600000.0,-20200000.0,-387700000.0,-387700000.0,-2600000.0,-121300000.0,,-121300000.0,,,3200000.0,-1200000.0,4400000.0,-267000000.0,-266400000.0,,,-600000.0,-600000.0,0.0,-76400000.0,-76400000.0,3600000.0,-100000.0,0.0,-100000.0,0.0,0.0,0.0,-79900000.0,443900000.0,443900000.0,145400000.0,145400000.0,,18700000.0,124000000.0,151100000.0,151100000.0,48100000.0,48100000.0,103000000.0,,,0.0,4700000.0,2023-09-30
647000000.0,-9300000.0,0.0,0.0,7500000.0,-122300000.0,454600000.0,352100000.0,30800000.0,71700000.0,-576700000.0,-576700000.0,-2700000.0,-121800000.0,,-121800000.0,,,-1800000.0,-9300000.0,7500000.0,-450400000.0,-450400000.0,,,0.0,0.0,0.0,-120900000.0,-120900000.0,-300000.0,1700000.0,,,0.0,,0.0,-122300000.0,769300000.0,769300000.0,1000600000.0,206700000.0,168000000.0,18300000.0,150800000.0,148400000.0,148400000.0,48000000.0,48000000.0,100400000.0,3200000.0,,3200000.0,-304400000.0,2023-12-31
