tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,write_off,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,provision_for_doubtful_accounts,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.339028,108800000.0,0.0,0.0,-100600000.0,147100000.0,3233300000.0,108800000.0,-38300000.0,-83900000.0,113900000.0,30000000.0,-100600000.0,-45000000.0,3990500000.0,146967000.0,146967000.0,-0.35,-0.35,-50600000.0,-5600000.0,-45000000.0,-45000000.0,0.0,-45000000.0,55600000.0,-100600000.0,0.0,-51600000.0,-152200000.0,-64600000.0,-64600000.0,0.0,0.0,0.0,0.0,-83900000.0,113900000.0,30000000.0,-3700000.0,757200000.0,64600000.0,-900000.0,758100000.0,753500000.0,3233300000.0,3986800000.0,3986800000.0,2022-12-31
-4137000.0,0.21,147700000.0,-19700000.0,-19700000.0,-187800000.0,161200000.0,3096300000.0,128000000.0,-33200000.0,-91100000.0,130900000.0,39800000.0,-172237000.0,-187800000.0,3921400000.0,149574000.0,149574000.0,-1.26,-1.26,-187800000.0,0.0,-187800000.0,-187800000.0,0.0,-187800000.0,0.0,-187800000.0,,23700000.0,-164100000.0,-83400000.0,-63700000.0,-19700000.0,-7600000.0,,12100000.0,-91100000.0,130900000.0,39800000.0,10400000.0,825100000.0,63700000.0,2100000.0,823000000.0,835500000.0,3096300000.0,3931800000.0,3931800000.0,2023-03-31
-966000.0,0.21,237800000.0,-4600000.0,-4600000.0,177500000.0,164400000.0,3226800000.0,233200000.0,68800000.0,-99400000.0,144600000.0,45200000.0,181134000.0,177000000.0,4064100000.0,150227000.0,149687000.0,1.18,1.18,177000000.0,0.0,177000000.0,177000000.0,0.0,177000000.0,-500000.0,177500000.0,,-253300000.0,-75800000.0,-71200000.0,-66600000.0,-4600000.0,0.0,0.0,4600000.0,-99400000.0,144600000.0,45200000.0,94800000.0,837300000.0,,2900000.0,834400000.0,932100000.0,3226800000.0,4158900000.0,4158900000.0,2023-06-30
-28329000.0,0.21,373600000.0,-134900000.0,-134900000.0,4700000.0,151100000.0,2893300000.0,238700000.0,87600000.0,-94400000.0,144600000.0,50200000.0,111271000.0,4700000.0,3687600000.0,150545000.0,149799000.0,0.03,0.03,4700000.0,0.0,4700000.0,4700000.0,0.0,4700000.0,0.0,4700000.0,,-61700000.0,-57000000.0,-228900000.0,-94000000.0,-134900000.0,0.0,124000000.0,10900000.0,-94400000.0,144600000.0,50200000.0,266300000.0,794300000.0,,2500000.0,791800000.0,1060600000.0,2893300000.0,3953900000.0,3953900000.0,2023-09-30
-34818000.0,0.21,374700000.0,-165800000.0,-165800000.0,-276100000.0,148400000.0,2632100000.0,208900000.0,60500000.0,-87600000.0,139300000.0,51700000.0,-145118000.0,-304400000.0,3466100000.0,149933000.0,149933000.0,-2.03,-2.03,-304400000.0,0.0,-304400000.0,-304400000.0,0.0,-304400000.0,-28300000.0,-276100000.0,,197300000.0,-78800000.0,-261600000.0,-95800000.0,-165800000.0,-3200000.0,150800000.0,11800000.0,-87600000.0,139300000.0,51700000.0,270400000.0,834000000.0,,1200000.0,832800000.0,1104400000.0,2632100000.0,3736500000.0,3736500000.0,2023-12-31
