free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_interest_payable,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,other_non_cash_items,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,net_income_from_continuing_operations,date
-533950000.0,-997261000.0,703142000.0,852795000.0,-1309999000.0,270673000.0,224164000.0,1003491000.0,-779327000.0,-214446000.0,-214446000.0,16209000.0,-230320000.0,-4580000.0,-225740000.0,852795000.0,852795000.0,-853130000.0,-559011000.0,-294119000.0,-997261000.0,703142000.0,-1340930000.0,-1340930000.0,-34130000.0,3199000.0,259382000.0,-256183000.0,-97994000.0,-97994000.0,-1212005000.0,776049000.0,776049000.0,432332000.0,395082000.0,-161765000.0,-34248000.0,-34248000.0,-127517000.0,-42226000.0,-85291000.0,-85291000.0,-12490000.0,211505000.0,58815000.0,76237000.0,0.0,29518000.0,29518000.0,522615000.0,522615000.0,-441120000.0,-441120000.0,97652000.0,2022-12-31
-306923000.0,-834530000.0,1614522000.0,4017000.0,-1266466000.0,215082000.0,1970512000.0,224164000.0,1746348000.0,2070396000.0,2070396000.0,1479166000.0,-230774000.0,-4580000.0,-226194000.0,4017000.0,4017000.0,817987000.0,37995000.0,779992000.0,-834530000.0,1614522000.0,-1283591000.0,-1283591000.0,15046000.0,-32171000.0,204128000.0,-236299000.0,-90809000.0,-90809000.0,-1175657000.0,959543000.0,959543000.0,241623000.0,374627000.0,-376053000.0,30627000.0,30627000.0,-406680000.0,-339963000.0,-66717000.0,-66717000.0,-29484000.0,272533000.0,14704000.0,25000.0,0.0,-98244000.0,-98244000.0,553224000.0,553224000.0,-64088000.0,-64088000.0,312299000.0,2023-03-31
-313268000.0,-1439243000.0,875364000.0,61000.0,-1179697000.0,275119000.0,1194342000.0,1970512000.0,-776170000.0,-480759000.0,-480759000.0,71116000.0,-230827000.0,-4579000.0,-226248000.0,61000.0,61000.0,-321109000.0,242770000.0,-563879000.0,-1439243000.0,875364000.0,-1161840000.0,-1161840000.0,36374000.0,-18517000.0,232037000.0,-250554000.0,-43889000.0,-43889000.0,-1135808000.0,866429000.0,866429000.0,-219457000.0,-88134000.0,89960000.0,-23820000.0,-23820000.0,113780000.0,72143000.0,41637000.0,41637000.0,-14009000.0,-207274000.0,-58991000.0,-16589000.0,0.0,141746000.0,141746000.0,563619000.0,563619000.0,,,392013000.0,2023-06-30
276354000.0,-1110234000.0,1638835000.0,1106000.0,-1128667000.0,,1519774000.0,1194342000.0,325432000.0,54042000.0,54042000.0,35937000.0,-230837000.0,-4580000.0,-226257000.0,1106000.0,1106000.0,247836000.0,,528601000.0,-1110234000.0,1638835000.0,-1133631000.0,-1133631000.0,25374000.0,-30338000.0,370493000.0,-400831000.0,-66515000.0,-66515000.0,-1062152000.0,1405021000.0,1405021000.0,344196000.0,189715000.0,156299000.0,59764000.0,59764000.0,96535000.0,-36444000.0,132979000.0,132979000.0,8892000.0,-282742000.0,-428936000.0,,38078000.0,213708000.0,213708000.0,551697000.0,551697000.0,,,669714000.0,2023-09-30
-73460000.0,-1751746000.0,144576000.0,135288000.0,-1136795000.0,,132548000.0,1519774000.0,-1387226000.0,-1400646000.0,-1400646000.0,4760000.0,-244074000.0,-4580000.0,-239494000.0,135288000.0,135288000.0,-1296620000.0,,-1607170000.0,-1751746000.0,144576000.0,-1049915000.0,-1049915000.0,124995000.0,-38115000.0,276064000.0,-314179000.0,-69760000.0,-69760000.0,-1067035000.0,1063335000.0,1063335000.0,133603000.0,73115000.0,23801000.0,-47638000.0,-47638000.0,71439000.0,169216000.0,-97777000.0,-97777000.0,-10565000.0,319284000.0,1005050000.0,,4601000.0,-965032000.0,-965032000.0,575939000.0,575939000.0,,,988284000.0,2023-12-31
