tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,write_off,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,other_taxes,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
4860870.0,0.21,861144000.0,23147000.0,23147000.0,97652000.0,522615000.0,2079964000.0,884291000.0,361676000.0,-193968000.0,193968000.0,,79365870.0,97652000.0,2823622000.0,448878000.0,209104938.0,207984460.0,0.51,0.51,106474000.0,106474000.0,-8822000.0,97652000.0,97652000.0,97652000.0,70056000.0,167708000.0,-87202000.0,-110349000.0,23147000.0,-23147000.0,0.0,-193968000.0,193968000.0,,448878000.0,645047000.0,29953000.0,191090000.0,424004000.0,424004000.0,1093925000.0,2178575000.0,3272500000.0,3272500000.0,2022-12-31
4860660.0,0.21,1009140000.0,23146000.0,23146000.0,312299000.0,553224000.0,1706123000.0,1032286000.0,479062000.0,-197479000.0,245738000.0,48259000.0,294013660.0,312299000.0,2518950000.0,462109000.0,212146507.0,211350705.0,1.47,1.47,310935000.0,310935000.0,1364000.0,312299000.0,312299000.0,312299000.0,-78975000.0,233324000.0,-31306000.0,-54452000.0,23146000.0,-23146000.0,0.0,-197479000.0,245738000.0,48259000.0,462109000.0,713519000.0,74166000.0,185437000.0,453916000.0,453916000.0,1175628000.0,1805431000.0,2981059000.0,2947992000.0,2023-03-31
6362772.407509,0.255872,1316430000.0,24867000.0,24867000.0,392014000.0,563619000.0,1390251000.0,1341297000.0,777678000.0,-205440000.0,250868000.0,45428000.0,373509772.407509,392014000.0,2090099000.0,755927000.0,212201529.0,211449211.0,1.84,1.85,391244000.0,391244000.0,770000.0,392014000.0,392014000.0,392014000.0,134796000.0,526810000.0,-23677000.0,-48544000.0,24867000.0,-24867000.0,0.0,-205440000.0,250868000.0,45428000.0,755927000.0,605167000.0,-47349000.0,183578000.0,468938000.0,468938000.0,1361094000.0,1484932000.0,2846026000.0,2818747000.0,2023-06-30
-3506803.68703,0.253144,1717702000.0,-13853000.0,-13853000.0,669714000.0,551697000.0,1695863000.0,1703849000.0,1152152000.0,-252879000.0,255441000.0,2562000.0,680060196.31297,669714000.0,2414061000.0,1143383000.0,212238117.0,211459244.0,3.14,3.15,666755000.0,666755000.0,2959000.0,669714000.0,669714000.0,669714000.0,226997000.0,896711000.0,-31871000.0,-18018000.0,-13853000.0,-24225000.0,38078000.0,-252879000.0,255441000.0,2562000.0,1181461000.0,606374000.0,-31153000.0,197654000.0,439873000.0,439873000.0,1787835000.0,1807687000.0,3595522000.0,3595522000.0,2023-09-30
4547340.0,0.21,823574000.0,21654000.0,21654000.0,988284000.0,575939000.0,1626262000.0,845228000.0,269289000.0,-187882000.0,254358000.0,66476000.0,971177340.0,988284000.0,2463647000.0,256557000.0,,,,,987602000.0,987602000.0,682000.0,988284000.0,988284000.0,988284000.0,-973353000.0,14931000.0,-58345000.0,-79999000.0,21654000.0,-26255000.0,4601000.0,-187882000.0,254358000.0,66476000.0,261158000.0,743721000.0,72541000.0,188905000.0,482275000.0,482275000.0,1004879000.0,1719926000.0,2724805000.0,2600337000.0,2023-12-31
