treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,preferred_securities_outside_stock_equity,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_deferred_taxes_liabilities,current_debt_and_capital_lease_obligation,current_debt,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,other_investments,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,current_assets,other_current_assets,current_deferred_assets,prepaid_assets,inventory,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,preferred_stock_equity
68477429.0,211176500.0,279653929.0,26536006000.0,26760170000.0,12589813000.0,39727155000.0,-2274421000.0,12589813000.0,12966985000.0,36590497000.0,13029892000.0,62907000.0,12966985000.0,-191754000.0,-191754000.0,4978994000.0,10502041000.0,7632895000.0,2797000.0,2797000.0,0.0,45565299000.0,39195852000.0,688720000.0,254410000.0,1213555000.0,1213555000.0,5030057000.0,5030057000.0,23623512000.0,23623512000.0,4802732000.0,6369447000.0,306276000.0,424723000.0,424723000.0,0.0,3136658000.0,3136658000.0,104845000.0,2396945000.0,195264000.0,195264000.0,2201681000.0,424091000.0,1777590000.0,58595191000.0,54500165000.0,693759000.0,325185000.0,84100000.0,4121864000.0,4121864000.0,377172000.0,377172000.0,42945788000.0,-25288047000.0,68233835000.0,1844171000.0,1050783000.0,4095026000.0,190611000.0,854054000.0,,1330940000.0,1495257000.0,241702000.0,757696000.0,-30856000.0,788552000.0,224164000.0,224164000.0,108874000.0,115290000.0,2022-12-31,
68207883.0,211446046.0,279653929.0,25618413000.0,27588925000.0,12681062000.0,40647159000.0,-559087000.0,12681062000.0,13058234000.0,37522497000.0,13166928000.0,108694000.0,13058234000.0,-189727000.0,-189727000.0,4959395000.0,10586782000.0,7617777000.0,2797000.0,2797000.0,0.0,46036348000.0,40211019000.0,733737000.0,219410000.0,1166724000.0,1166724000.0,4947505000.0,4947505000.0,24464263000.0,24464263000.0,4856332000.0,5825329000.0,200028000.0,443837000.0,429211000.0,,3124662000.0,3124662000.0,87588000.0,1969214000.0,225891000.0,225891000.0,1743323000.0,357374000.0,1385949000.0,59203276000.0,53937034000.0,768490000.0,323614000.0,82529000.0,4349892000.0,4349892000.0,377172000.0,377172000.0,42624163000.0,-25570360000.0,68194523000.0,2157341000.0,1090033000.0,5266242000.0,206353000.0,438117000.0,206353000.0,1410603000.0,1240657000.0,197554000.0,606362000.0,-23338000.0,629700000.0,1970512000.0,1970512000.0,1907788000.0,62724000.0,2023-03-31,
68199625.0,211454304.0,279653929.0,26084771000.0,27279113000.0,12859894000.0,40516179000.0,-1188668000.0,12859894000.0,13237066000.0,37558747000.0,13367545000.0,130479000.0,13237066000.0,-193019000.0,-193019000.0,4958795000.0,10751778000.0,7634305000.0,2797000.0,2797000.0,0.0,46349691000.0,40468409000.0,855748000.0,219410000.0,1100947000.0,1100947000.0,5078083000.0,5078083000.0,24321681000.0,24321681000.0,4898119000.0,5881282000.0,239889000.0,470058000.0,434462000.0,,2957432000.0,2957432000.0,89074000.0,2124829000.0,202071000.0,202071000.0,1922758000.0,399011000.0,1523747000.0,59717236000.0,55024622000.0,756223000.0,310997000.0,69912000.0,4560006000.0,4560006000.0,377172000.0,377172000.0,43375015000.0,-25902180000.0,69277195000.0,2190958000.0,1112327000.0,4692614000.0,223838000.0,345574000.0,,1498862000.0,1429998000.0,213773000.0,624927000.0,-21840000.0,646767000.0,1194342000.0,1194342000.0,1126621000.0,67721000.0,2023-06-30,
68182125.0,211471804.0,279653929.0,26014731000.0,27534505000.0,13314296000.0,41225973000.0,-519033000.0,13314296000.0,13691468000.0,38350811000.0,13819008000.0,127540000.0,13691468000.0,-195453000.0,-195453000.0,4957522000.0,11192276000.0,7649370000.0,2797000.0,2797000.0,0.0,46733139000.0,40884447000.0,955309000.0,219410000.0,916981000.0,916981000.0,5268362000.0,5268362000.0,24659343000.0,24659343000.0,4973862000.0,5848692000.0,250123000.0,539942000.0,441018000.0,,2875162000.0,2875162000.0,53533000.0,2129932000.0,261835000.0,261835000.0,1868097000.0,531990000.0,1336107000.0,60552147000.0,55222488000.0,733710000.0,223097000.0,50895000.0,4483317000.0,4483317000.0,377172000.0,377172000.0,43715013000.0,-26274303000.0,69989316000.0,2296265000.0,1026531000.0,5329659000.0,238828000.0,313986000.0,,1544331000.0,1712740000.0,203151000.0,958197000.0,-27813000.0,986010000.0,1519774000.0,1519774000.0,1414486000.0,105288000.0,2023-09-30,
68126778.0,212848570.0,280975348.0,26113519000.0,26246067000.0,14248548000.0,40868714000.0,-2735623000.0,14283548000.0,14622647000.0,37666486000.0,14743106000.0,85459000.0,14657647000.0,-162460000.0,-162460000.0,4953498000.0,11940384000.0,7795411000.0,37810000.0,2810000.0,35000000.0,44960290000.0,38563798000.0,1116661000.0,219410000.0,648413000.0,648413000.0,4451955000.0,4451955000.0,23008839000.0,23008839000.0,4968352000.0,6396492000.0,219528000.0,665073000.0,446146000.0,,3237228000.0,3237228000.0,59508000.0,2215155000.0,214197000.0,214197000.0,2000958000.0,434213000.0,1566745000.0,59703396000.0,56042527000.0,624377000.0,188568000.0,16367000.0,4863710000.0,4863710000.0,374099000.0,374099000.0,44322369000.0,-26551203000.0,70873572000.0,2109703000.0,1195892000.0,3660869000.0,213016000.0,310082000.0,,1611768000.0,1393455000.0,225334000.0,673506000.0,-25905000.0,699411000.0,132548000.0,132548000.0,60939000.0,71609000.0,2023-12-31,35000000.0
