free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_ppe,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,issuance_of_debt,long_term_debt_issuance,purchase_of_business
-262400000.0,0.0,0.0,-87400000.0,3419300000.0,3675600000.0,67200000.0,-323500000.0,-7400000.0,-7400000.0,-11300000.0,3900000.0,0.0,0.0,0.0,0.0,0.0,-141100000.0,-141100000.0,22600000.0,-76300000.0,566300000.0,-642600000.0,0.0,0.0,-1000000.0,-1000000.0,-86400000.0,0.0,-86400000.0,-175000000.0,-175000000.0,-987500000.0,-150000000.0,-745700000.0,-745700000.0,18100000.0,-109900000.0,-93900000.0,-120400000.0,67200000.0,119600000.0,-28800000.0,-28800000.0,119800000.0,119800000.0,55400000.0,55400000.0,64700000.0,105600000.0,0.0,105600000.0,0.0,0.0,549500000.0,2022-12-31,,,
383700000.0,,,-71600000.0,2898200000.0,3419300000.0,20000000.0,-541100000.0,-43400000.0,-43400000.0,16700000.0,-60100000.0,,,,,,-953000000.0,-953000000.0,-700000.0,-880700000.0,440500000.0,-1321200000.0,,,-5000000.0,-5000000.0,-66600000.0,,-66600000.0,455300000.0,455300000.0,-184100000.0,-31800000.0,-295000000.0,-295000000.0,27900000.0,114800000.0,77200000.0,48800000.0,75600000.0,,-64500000.0,-64500000.0,112300000.0,112300000.0,,,,79600000.0,0.0,79600000.0,,,387600000.0,2023-03-31,,,
400000000.0,,,-87000000.0,2617800000.0,2898200000.0,-4100000.0,-276300000.0,-9800000.0,-9800000.0,-15300000.0,5500000.0,,,,,,-753500000.0,-753500000.0,-400000.0,-1454200000.0,1344900000.0,-2799100000.0,,,-16000000.0,-16000000.0,-71000000.0,,-71000000.0,487000000.0,487000000.0,-130900000.0,-106100000.0,167900000.0,167900000.0,-93000000.0,-99700000.0,-55400000.0,48500000.0,71500000.0,,-106400000.0,-106400000.0,117400000.0,117400000.0,,,,-106400000.0,0.0,-106400000.0,,,593300000.0,2023-06-30,,,
504800000.0,0.0,,-87600000.0,2287900000.0,2617800000.0,-28700000.0,-301200000.0,848600000.0,848600000.0,4700000.0,6600000.0,0.0,0.0,,,,-1742200000.0,-1742200000.0,-200000.0,4681200000.0,5701600000.0,-1020400000.0,-6335600000.0,0.0,-13400000.0,-13400000.0,-74200000.0,,-74200000.0,592400000.0,592400000.0,314400000.0,-48300000.0,421000000.0,421000000.0,30200000.0,-88500000.0,-98300000.0,63400000.0,62200000.0,,-206800000.0,-206800000.0,125000000.0,125000000.0,60900000.0,60900000.0,64100000.0,302500000.0,0.0,302500000.0,,0.0,-68300000.0,2023-09-30,,,
-52700000.0,0.0,-650000000.0,-65200000.0,1049900000.0,2287900000.0,47900000.0,-1285900000.0,-646100000.0,-646100000.0,200000.0,3700000.0,0.0,0.0,-650000000.0,-650000000.0,-650000000.0,-652300000.0,-652300000.0,-10000000.0,13400000.0,13400000.0,0.0,-590500000.0,0.0,0.0,0.0,-65200000.0,0.0,-65200000.0,12500000.0,12500000.0,-648100000.0,-186700000.0,-495500000.0,-495500000.0,-96000000.0,130100000.0,137800000.0,143400000.0,54900000.0,,71900000.0,71900000.0,140100000.0,140100000.0,76600000.0,76600000.0,63500000.0,1400000.0,0.0,1400000.0,0.0,0.0,248900000.0,2023-12-31,0.0,0.0,-590500000.0
432300000.0,,-400000000.0,-120900000.0,1074400000.0,1049900000.0,-23100000.0,47600000.0,-439600000.0,-439600000.0,7300000.0,-46900000.0,,,-400000000.0,-400000000.0,-400000000.0,-66000000.0,-66000000.0,-700000.0,55600000.0,55600000.0,0.0,,,-75000000.0,-75000000.0,-45900000.0,,-45900000.0,553200000.0,553200000.0,-228700000.0,-58300000.0,-177100000.0,-177100000.0,-77700000.0,84400000.0,43700000.0,97000000.0,72800000.0,,39900000.0,39900000.0,147500000.0,147500000.0,,,,31300000.0,,31300000.0,,,393400000.0,2024-03-31,,,
