tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,gain_on_sale_of_business,other_special_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
5854471.679364,0.08993,768500000.0,65100000.0,65100000.0,550400000.0,119800000.0,626100000.0,833600000.0,658600000.0,-4900000.0,54800000.0,49900000.0,491154471.679364,550400000.0,2015500000.0,145200000.0,144100000.0,3.79,3.82,550400000.0,550400000.0,550400000.0,900000.0,549500000.0,549500000.0,0.0,54300000.0,603800000.0,80200000.0,15100000.0,171400000.0,0.0,0.0,17000000.0,-188400000.0,-106300000.0,-4900000.0,54800000.0,49900000.0,528500000.0,1444600000.0,35200000.0,175000000.0,175000000.0,175000000.0,175000000.0,601600000.0,632800000.0,,,,1973100000.0,570900000.0,2544000000.0,2352400000.0,2022-12-31
-11368000.0,0.116,711100000.0,-98000000.0,-98000000.0,387900000.0,112300000.0,600700000.0,613100000.0,500800000.0,18400000.0,62500000.0,80900000.0,474532000.0,387900000.0,1945700000.0,145200000.0,144400000.0,2.67,2.69,387900000.0,387900000.0,387900000.0,300000.0,387600000.0,387600000.0,0.0,50700000.0,438300000.0,-97400000.0,600000.0,-9600000.0,,,,9600000.0,-88400000.0,18400000.0,62500000.0,80900000.0,517300000.0,1282900000.0,57100000.0,50200000.0,50200000.0,50200000.0,50200000.0,570600000.0,605000000.0,,,,1800200000.0,662800000.0,2463000000.0,2063500000.0,2023-03-31
10092600.0,0.162,812300000.0,62300000.0,62300000.0,591600000.0,117400000.0,528200000.0,874600000.0,757200000.0,26800000.0,49100000.0,75900000.0,539392600.0,591600000.0,1834700000.0,145500000.0,144700000.0,4.07,4.09,591600000.0,591600000.0,591600000.0,-1700000.0,593300000.0,593300000.0,0.0,114800000.0,708100000.0,60000000.0,-2300000.0,-34400000.0,,0.0,,34400000.0,96700000.0,26800000.0,49100000.0,75900000.0,621300000.0,1242000000.0,56900000.0,52900000.0,52900000.0,52900000.0,52900000.0,584200000.0,548000000.0,548000000.0,499600000.0,48400000.0,1863300000.0,592700000.0,2456000000.0,2258500000.0,2023-06-30
-84987000.0,0.21,452300000.0,-404700000.0,-404700000.0,-68100000.0,125000000.0,595500000.0,47600000.0,-77400000.0,32100000.0,63800000.0,95900000.0,251613000.0,-68100000.0,2295500000.0,144800000.0,144800000.0,-0.47,-0.47,-68100000.0,-68100000.0,-68100000.0,200000.0,-68300000.0,-68300000.0,0.0,-72900000.0,-141200000.0,-408100000.0,-3400000.0,-76000000.0,0.0,0.0,,76000000.0,-328700000.0,32100000.0,63800000.0,95900000.0,234800000.0,1635900000.0,50500000.0,60900000.0,60900000.0,60900000.0,60900000.0,736300000.0,788200000.0,,,,1870700000.0,659600000.0,2530300000.0,2226100000.0,2023-09-30
-17572016.460905,0.146433,623200000.0,-120000000.0,-120000000.0,249700000.0,140100000.0,554800000.0,503200000.0,363100000.0,-47700000.0,71500000.0,23800000.0,352127983.539095,249700000.0,1928600000.0,145700000.0,144900000.0,1.71,1.72,249700000.0,249700000.0,249700000.0,800000.0,248900000.0,248900000.0,0.0,42700000.0,291600000.0,-118400000.0,1600000.0,-98800000.0,0.0,0.0,,98800000.0,-21200000.0,-47700000.0,71500000.0,23800000.0,457700000.0,1310300000.0,54300000.0,76600000.0,76600000.0,76600000.0,76600000.0,570900000.0,608500000.0,,,,1768000000.0,618300000.0,2386300000.0,2268200000.0,2023-12-31
-7931000.0,0.154,733000000.0,-51500000.0,-51500000.0,393400000.0,147500000.0,473000000.0,681500000.0,534000000.0,-51800000.0,69200000.0,17400000.0,436969000.0,393400000.0,1720500000.0,145900000.0,145200000.0,2.7,2.71,393400000.0,393400000.0,393400000.0,0.0,393400000.0,393400000.0,,71400000.0,464800000.0,-53400000.0,-1900000.0,-11500000.0,,,,11500000.0,-40000000.0,-51800000.0,69200000.0,17400000.0,570000000.0,1178300000.0,65600000.0,78300000.0,78300000.0,78300000.0,78300000.0,452900000.0,581500000.0,,,,1748300000.0,542200000.0,2290500000.0,1896500000.0,2024-03-31
