tax_effect_of_unusual_items,tax_rate_for_calcs,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,special_income_charges,write_off,securities_amortization,gain_on_sale_of_security,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,insurance_and_claims,salaries_and_wages,total_revenue,operating_revenue,date
-43821.18929,0.219106,-200000.0,-200000.0,162879000.0,10839000.0,332488000.0,66434000.0,398922000.0,163035178.81071,162879000.0,158832000.0,158832000.0,4047000.0,162879000.0,54000.0,162825000.0,162825000.0,45686000.0,208511000.0,-710000.0,710000.0,5408000.0,1257000.0,1189000.0,1189000.0,1189000.0,1189000.0,65643000.0,2987000.0,62656000.0,2710000.0,59946000.0,357892000.0,357892000.0,2022-12-31
-115414.0,0.193,-598000.0,-598000.0,169900000.0,10839000.0,344852000.0,103867000.0,448719000.0,170382586.0,169900000.0,165853000.0,165853000.0,4047000.0,169900000.0,-12000.0,169912000.0,169912000.0,40703000.0,210615000.0,-941000.0,941000.0,6414000.0,1716000.0,1189000.0,1189000.0,1189000.0,1189000.0,71433000.0,4036000.0,67397000.0,4148000.0,63249000.0,370136000.0,370136000.0,2023-03-31
1051890.0,0.21,5009000.0,5009000.0,171964000.0,11570000.0,356824000.0,151622000.0,508446000.0,168006890.0,171964000.0,167917000.0,167917000.0,4047000.0,171964000.0,-1000.0,171965000.0,171965000.0,45717000.0,217682000.0,-24000.0,24000.0,5566000.0,620000.0,1189000.0,1189000.0,1189000.0,1189000.0,73303000.0,3184000.0,70119000.0,4900000.0,65219000.0,386635000.0,386635000.0,2023-06-30
46830.0,0.21,223000.0,223000.0,173793000.0,9487000.0,367261000.0,198252000.0,565513000.0,173616830.0,173793000.0,169746000.0,169746000.0,4047000.0,173793000.0,-37000.0,173830000.0,173830000.0,46144000.0,219974000.0,-141000.0,141000.0,8171000.0,-270000.0,376000.0,376000.0,376000.0,376000.0,73386000.0,3779000.0,69607000.0,5500000.0,64107000.0,389851000.0,389851000.0,2023-09-30
876062.377989,0.199332,4395000.0,4395000.0,175125000.0,9129000.0,370548000.0,234947000.0,605495000.0,171606062.377989,175125000.0,171079000.0,171079000.0,4046000.0,175125000.0,-6000.0,175131000.0,175131000.0,43600000.0,218731000.0,,,7617000.0,1177000.0,,,,,87225000.0,5152000.0,82073000.0,15803000.0,66270000.0,415413000.0,415413000.0,2023-12-31
