preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,long_term_debt_and_capital_lease_obligation,long_term_debt,long_term_provisions,payables_and_accrued_expenses,payables,accounts_payable,total_assets,investments_and_advances,available_for_sale_securities,trading_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,receivables,accounts_receivable,other_short_term_investments,cash_and_cash_equivalents,date
14000000.0,117176928.0,117176928.0,41750000.0,1075204000.0,3687056000.0,5425803000.0,4026036000.0,4350599000.0,338980000.0,5764783000.0,4690938000.0,1359000.0,4689579000.0,-177649000.0,2773135000.0,1753941000.0,340152000.0,1172000.0,338980000.0,22965630000.0,1075204000.0,1075204000.0,156419000.0,233864000.0,233864000.0,233864000.0,27656568000.0,3500430000.0,8817000.0,,663543000.0,2754000.0,660789000.0,678405000.0,-208963000.0,887368000.0,21627000.0,0.0,83015000.0,162549000.0,474658000.0,145519000.0,125130000.0,125130000.0,3491613000.0,1033454000.0,2022-12-31
14000000.0,115080108.0,115080108.0,423478000.0,1462878000.0,3760593000.0,5885825000.0,4099573000.0,4422947000.0,338980000.0,6224805000.0,4763298000.0,1371000.0,4761927000.0,-141677000.0,2898904000.0,1664569000.0,340131000.0,1151000.0,338980000.0,24207872000.0,1462878000.0,1462878000.0,171742000.0,290269000.0,290269000.0,290269000.0,28971170000.0,3426508000.0,,4477000.0,662354000.0,,,677061000.0,,,,,,,,,135314000.0,135314000.0,3422031000.0,1039400000.0,2023-03-31
14000000.0,113145449.0,113145449.0,118691000.0,1573480000.0,3809745000.0,6044391000.0,4148725000.0,4470911000.0,338980000.0,6383371000.0,4811263000.0,1372000.0,4809891000.0,-159431000.0,3026247000.0,1602964000.0,340111000.0,1131000.0,338980000.0,25950607000.0,1573480000.0,1573480000.0,163632000.0,230098000.0,230098000.0,230098000.0,30761870000.0,3271357000.0,,8991000.0,661166000.0,,,670262000.0,,,,,,,,,144842000.0,144842000.0,3262366000.0,1454789000.0,2023-06-30
14000000.0,113136232.0,113136232.0,35100000.0,1899400000.0,3903735000.0,6463924000.0,4242715000.0,4564524000.0,338980000.0,6802904000.0,4904913000.0,1409000.0,4903504000.0,-198986000.0,3154869000.0,1607510000.0,340111000.0,1131000.0,338980000.0,27862415000.0,1899400000.0,1899400000.0,158128000.0,252031000.0,252031000.0,252031000.0,32767328000.0,3153817000.0,,0.0,660789000.0,,,665806000.0,,,,,,,,,154244000.0,154244000.0,3153817000.0,1864300000.0,2023-09-30
14000000.0,113148672.0,113148672.0,,1274731000.0,4139232000.0,6074752000.0,4478212000.0,4800021000.0,338980000.0,6413732000.0,5139976000.0,975000.0,5139001000.0,-97374000.0,3283818000.0,1612446000.0,340111000.0,1131000.0,338980000.0,29097481000.0,1274731000.0,1274731000.0,161834000.0,,,,34237457000.0,3244371000.0,,0.0,660789000.0,,660789000.0,676821000.0,-235411000.0,912232000.0,19123000.0,,270652000.0,,474465000.0,147992000.0,170110000.0,170110000.0,3244371000.0,2149529000.0,2023-12-31
