tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,other_special_charges,write_off,impairment_of_capital_assets,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-39000191.168037,0.043969,7950000000.0,-887000000.0,-887000000.0,4992000000.0,1519000000.0,9260000000.0,7063000000.0,5544000000.0,-176000000.0,313000000.0,137000000.0,5839999808.831963,4994000000.0,19039000000.0,5743000000.0,5615000000.0,0.87,0.89,4994000000.0,4994000000.0,4994000000.0,-8000000.0,5003000000.0,2000000.0,5001000000.0,230000000.0,5231000000.0,156000000.0,890000000.0,-967000000.0,6000000.0,-43000000.0,,221000000.0,839000000.0,153000000.0,80000000.0,-176000000.0,313000000.0,137000000.0,5251000000.0,9391000000.0,1131000000.0,1131000000.0,1131000000.0,1131000000.0,3615000000.0,4645000000.0,14642000000.0,9648000000.0,24290000000.0,24290000000.0,2022-12-31
-80370000.0,0.114,8780000000.0,-705000000.0,-705000000.0,5542000000.0,1487000000.0,4502000000.0,8075000000.0,6588000000.0,-141000000.0,318000000.0,177000000.0,6166630000.0,5543000000.0,11912000000.0,5727000000.0,5634000000.0,0.97,0.98,5543000000.0,5543000000.0,5543000000.0,-13000000.0,5556000000.0,1000000.0,5555000000.0,715000000.0,6270000000.0,43000000.0,680000000.0,-254000000.0,7000000.0,-11000000.0,,264000000.0,8000000.0,68000000.0,-451000000.0,-141000000.0,318000000.0,177000000.0,6370000000.0,7026000000.0,1103000000.0,1103000000.0,1103000000.0,1103000000.0,2505000000.0,3418000000.0,13396000000.0,4886000000.0,18282000000.0,18282000000.0,2023-03-31
-52290000.0,0.21,4599000000.0,-249000000.0,-249000000.0,2329000000.0,1573000000.0,2848000000.0,4350000000.0,2777000000.0,-192000000.0,508000000.0,316000000.0,2525710000.0,2327000000.0,10566000000.0,5713000000.0,5646000000.0,0.41,0.41,2327000000.0,2327000000.0,2327000000.0,-11000000.0,2338000000.0,-2000000.0,2340000000.0,-71000000.0,2269000000.0,292000000.0,385000000.0,-384000000.0,-5000000.0,165000000.0,15000000.0,0.0,199000000.0,156000000.0,135000000.0,-192000000.0,508000000.0,316000000.0,2168000000.0,7329000000.0,1184000000.0,1184000000.0,1184000000.0,1184000000.0,2648000000.0,3497000000.0,9497000000.0,3237000000.0,12734000000.0,12734000000.0,2023-06-30
-194400000.0,0.288,-422000000.0,-675000000.0,-675000000.0,-2394000000.0,1560000000.0,8888000000.0,-1097000000.0,-2657000000.0,-172000000.0,695000000.0,523000000.0,-1913400000.0,-2382000000.0,16440000000.0,5646000000.0,5646000000.0,-0.42,-0.42,-2382000000.0,-2382000000.0,-2382000000.0,-6000000.0,-2376000000.0,12000000.0,-2388000000.0,-964000000.0,-3352000000.0,30000000.0,574000000.0,-282000000.0,0.0,128000000.0,40000000.0,0.0,114000000.0,131000000.0,-393000000.0,-172000000.0,695000000.0,523000000.0,-3208000000.0,7171000000.0,1179000000.0,1179000000.0,1179000000.0,1179000000.0,2711000000.0,3281000000.0,3963000000.0,9269000000.0,13232000000.0,13232000000.0,2023-09-30
-627297166.384112,0.192541,1487000000.0,-3258000000.0,-3258000000.0,-3343000000.0,1670000000.0,7160000000.0,-1771000000.0,-3441000000.0,-79000000.0,688000000.0,609000000.0,-712297166.384112,-3369000000.0,16220000000.0,5647000000.0,5647000000.0,-0.6,-0.6,-3369000000.0,-3369000000.0,-3369000000.0,-9000000.0,-3360000000.0,-26000000.0,-3335000000.0,-795000000.0,-4129000000.0,-2077000000.0,1030000000.0,-5557000000.0,,230000000.0,,2760000000.0,2610000000.0,151000000.0,2299000000.0,-79000000.0,688000000.0,609000000.0,-1971000000.0,8657000000.0,1267000000.0,1267000000.0,1267000000.0,1267000000.0,2815000000.0,4575000000.0,6686000000.0,7563000000.0,14249000000.0,14249000000.0,2023-12-31
