free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_from_discontinued_investing_activities,cash_flow_from_continuing_investing_activities,net_other_investing_changes,dividends_received_cfi,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
7581000000.0,0.0,-1911000000.0,-866000000.0,-1001000000.0,321000000.0,2948000000.0,468000000.0,1338000000.0,-26000000.0,-844000000.0,-5015000000.0,-5015000000.0,7000000.0,-2245000000.0,,0.0,0.0,-2777000000.0,-1088000000.0,-222000000.0,-866000000.0,-1689000000.0,-1689000000.0,0.0,-4410000000.0,0.0,-4411000000.0,9000000.0,0.0,13354000000.0,9929000000.0,3425000000.0,-16772000000.0,-16772000000.0,-1001000000.0,-1001000000.0,8582000000.0,0.0,8582000000.0,3149000000.0,-1349000000.0,364000000.0,263000000.0,-365000000.0,-365000000.0,1519000000.0,1519000000.0,5001000000.0,2022-12-31
73000000.0,0.0,-269000000.0,237000000.0,-1139000000.0,419000000.0,329000000.0,2222000000.0,468000000.0,-2000000.0,1756000000.0,-2771000000.0,-2771000000.0,-436000000.0,-2303000000.0,,0.0,0.0,-32000000.0,237000000.0,,237000000.0,-269000000.0,-269000000.0,,3315000000.0,,3316000000.0,-19000000.0,,4473000000.0,11189000000.0,-6716000000.0,0.0,0.0,-1139000000.0,-1139000000.0,1212000000.0,,1211000000.0,-5507000000.0,-100000000.0,105000000.0,270000000.0,-598000000.0,-598000000.0,1487000000.0,1487000000.0,5555000000.0,2023-03-31
-2122000000.0,0.0,-1000000000.0,30630000000.0,-914000000.0,402000000.0,1696000000.0,2698000000.0,2222000000.0,-5000000.0,481000000.0,27174000000.0,27175000000.0,-141000000.0,-2315000000.0,,0.0,0.0,29630000000.0,-201000000.0,,-201000000.0,29831000000.0,-1000000000.0,,-25485000000.0,,-25486000000.0,-524000000.0,,-24022000000.0,1577000000.0,-25599000000.0,-25000000.0,-25000000.0,-914000000.0,-914000000.0,-1208000000.0,,-1209000000.0,-3916000000.0,-537000000.0,148000000.0,57000000.0,-873000000.0,-873000000.0,1573000000.0,1573000000.0,2340000000.0,2023-06-30
2646000000.0,0.0,-1406000000.0,-22000000.0,-810000000.0,332000000.0,882000000.0,3233000000.0,2698000000.0,-32000000.0,567000000.0,-3779000000.0,-3779000000.0,-37000000.0,-2314000000.0,-2314000000.0,0.0,0.0,-1428000000.0,-128000000.0,,-22000000.0,-1300000000.0,-1300000000.0,0.0,888000000.0,,890000000.0,348000000.0,,1350000000.0,5441000000.0,-4091000000.0,0.0,0.0,-810000000.0,-810000000.0,3456000000.0,,3458000000.0,-1199000000.0,-574000000.0,151000000.0,6019000000.0,-113000000.0,-113000000.0,1560000000.0,1560000000.0,-2388000000.0,2023-09-30
4196000000.0,0.0,103000000.0,7672000000.0,-1044000000.0,1062000000.0,240000000.0,2917000000.0,3233000000.0,-1000000.0,-315000000.0,5442000000.0,5442000000.0,-18000000.0,-2315000000.0,,0.0,0.0,7775000000.0,7775000000.0,103000000.0,7672000000.0,0.0,0.0,0.0,-10996000000.0,,-10997000000.0,15000000.0,0.0,33438000000.0,28210000000.0,5228000000.0,-43405000000.0,-43405000000.0,-1044000000.0,-1044000000.0,5240000000.0,,5241000000.0,8450000000.0,-3069000000.0,121000000.0,3261000000.0,-1858000000.0,-1858000000.0,1670000000.0,1670000000.0,-3335000000.0,2023-12-31
