free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,interest_received_cfi,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
831000000.0,-708000000.0,0.0,-142000000.0,2834000000.0,2258000000.0,146000000.0,430000000.0,-711000000.0,-711000000.0,-3000000.0,-708000000.0,0.0,0.0,0.0,-708000000.0,-708000000.0,,168000000.0,168000000.0,,286000000.0,1000000.0,0.0,1000000.0,23000000.0,23000000.0,0.0,-142000000.0,,-142000000.0,973000000.0,973000000.0,250000000.0,26000000.0,36000000.0,1445000000.0,155000000.0,155000000.0,306000000.0,306000000.0,9000000.0,,-1254000000.0,2022-12-31
-284000000.0,-3152000000.0,2451000000.0,-139000000.0,2176000000.0,2834000000.0,12000000.0,-670000000.0,-706000000.0,-706000000.0,-5000000.0,-701000000.0,,,,-701000000.0,-3152000000.0,2451000000.0,181000000.0,181000000.0,-1000000.0,323000000.0,-4000000.0,,-4000000.0,0.0,,0.0,-137000000.0,2000000.0,-139000000.0,-145000000.0,-145000000.0,-364000000.0,34000000.0,32000000.0,189000000.0,-106000000.0,-106000000.0,304000000.0,304000000.0,4000000.0,,-238000000.0,2023-03-31
205000000.0,0.0,0.0,-119000000.0,2670000000.0,2176000000.0,-77000000.0,571000000.0,-55000000.0,-55000000.0,-55000000.0,0.0,,,,0.0,0.0,0.0,302000000.0,302000000.0,-4000000.0,371000000.0,-2000000.0,0.0,-2000000.0,56000000.0,56000000.0,0.0,-119000000.0,56000000.0,-119000000.0,324000000.0,324000000.0,204000000.0,-12000000.0,30000000.0,774000000.0,-44000000.0,-44000000.0,300000000.0,300000000.0,-30000000.0,,-898000000.0,2023-06-30
-144000000.0,-1200000000.0,700000000.0,-149000000.0,2250000000.0,2670000000.0,-33000000.0,-387000000.0,-576000000.0,-576000000.0,-76000000.0,-500000000.0,500000000.0,-200000000.0,700000000.0,-1000000000.0,-1000000000.0,0.0,184000000.0,184000000.0,-1000000.0,362000000.0,-38000000.0,,-38000000.0,10000000.0,10000000.0,0.0,-149000000.0,,-149000000.0,5000000.0,5000000.0,-238000000.0,-3000000.0,31000000.0,48000000.0,-199000000.0,-199000000.0,283000000.0,283000000.0,-5000000.0,-5000000.0,88000000.0,2023-09-30
1065000000.0,-500000000.0,0.0,-119000000.0,3227000000.0,2250000000.0,68000000.0,909000000.0,-576000000.0,-576000000.0,-76000000.0,-500000000.0,-500000000.0,-500000000.0,0.0,0.0,0.0,0.0,301000000.0,301000000.0,1000000.0,421000000.0,-2000000.0,,-2000000.0,0.0,0.0,0.0,-119000000.0,,-119000000.0,1184000000.0,1184000000.0,326000000.0,41000000.0,28000000.0,68000000.0,32000000.0,32000000.0,266000000.0,266000000.0,-10000000.0,-10000000.0,433000000.0,2023-12-31
