treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,prepaid_assets,inventory,other_inventories,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
106000000.0,1110899783.0,1216899783.0,18411000000.0,21561000000.0,-16006000000.0,29109000000.0,582000000.0,-16006000000.0,349000000.0,7897000000.0,27000000000.0,8691000000.0,794000000.0,7897000000.0,,-2838000000.0,,4128000000.0,-12882000000.0,27688000000.0,57000000.0,57000000.0,35315000000.0,23846000000.0,-1000000.0,3847000000.0,548000000.0,548000000.0,19452000000.0,349000000.0,19103000000.0,11469000000.0,1006000000.0,2109000000.0,2109000000.0,2109000000.0,,566000000.0,3750000000.0,4038000000.0,2151000000.0,1887000000.0,1887000000.0,44006000000.0,31955000000.0,441000000.0,1453000000.0,1453000000.0,23903000000.0,6270000000.0,17633000000.0,6158000000.0,-5518000000.0,11676000000.0,1199000000.0,419000000.0,7349000000.0,2463000000.0,246000000.0,0.0,12051000000.0,549000000.0,10000000.0,1162000000.0,3833000000.0,,1987000000.0,555000000.0,1291000000.0,3696000000.0,3696000000.0,-91000000.0,3787000000.0,2801000000.0,2801000000.0,1222000000.0,1579000000.0,2022-12-31
106000000.0,1120405816.0,1226405816.0,18548000000.0,21036000000.0,-15903000000.0,28551000000.0,1090000000.0,-15903000000.0,345000000.0,7860000000.0,27528000000.0,8611000000.0,751000000.0,7860000000.0,-1000000.0,-2701000000.0,,4128000000.0,-13086000000.0,27719000000.0,57000000.0,57000000.0,34845000000.0,24434000000.0,2000000.0,3869000000.0,550000000.0,550000000.0,20013000000.0,345000000.0,19668000000.0,10411000000.0,999000000.0,1023000000.0,1023000000.0,1023000000.0,,432000000.0,3309000000.0,4648000000.0,2267000000.0,2381000000.0,2381000000.0,43456000000.0,31956000000.0,450000000.0,1572000000.0,1572000000.0,23763000000.0,5964000000.0,17799000000.0,6171000000.0,,6171000000.0,,6171000000.0,,,,,11501000000.0,542000000.0,10000000.0,1253000000.0,4118000000.0,,2110000000.0,620000000.0,1388000000.0,3435000000.0,3435000000.0,-88000000.0,3523000000.0,2143000000.0,2143000000.0,702000000.0,1441000000.0,2023-03-31
106000000.0,1120650146.0,1226650146.0,18009000000.0,21016000000.0,-15804000000.0,27730000000.0,245000000.0,-15804000000.0,338000000.0,7052000000.0,25750000000.0,7708000000.0,656000000.0,7052000000.0,2000000.0,-2677000000.0,-2677000000.0,4128000000.0,-13950000000.0,27748000000.0,57000000.0,57000000.0,35387000000.0,23544000000.0,1000000.0,3973000000.0,534000000.0,534000000.0,19036000000.0,338000000.0,18698000000.0,11843000000.0,973000000.0,1980000000.0,1980000000.0,1980000000.0,,451000000.0,3433000000.0,5006000000.0,2498000000.0,2508000000.0,2508000000.0,43095000000.0,31007000000.0,443000000.0,1578000000.0,1578000000.0,22856000000.0,5738000000.0,17118000000.0,6130000000.0,,6130000000.0,,6130000000.0,,,,,12088000000.0,487000000.0,56000000.0,1228000000.0,4109000000.0,1000000.0,2136000000.0,580000000.0,1392000000.0,3539000000.0,3539000000.0,-87000000.0,3626000000.0,2669000000.0,2669000000.0,1080000000.0,1589000000.0,2023-06-30
106000000.0,1120971202.0,1226971202.0,17725000000.0,20298000000.0,-15481000000.0,26903000000.0,31000000.0,-15481000000.0,324000000.0,6929000000.0,25424000000.0,7511000000.0,582000000.0,6929000000.0,,-2910000000.0,-2910000000.0,4128000000.0,-13870000000.0,27780000000.0,57000000.0,57000000.0,34577000000.0,23183000000.0,2000000.0,3818000000.0,544000000.0,544000000.0,18819000000.0,324000000.0,18495000000.0,11394000000.0,1013000000.0,1479000000.0,1479000000.0,979000000.0,500000000.0,530000000.0,3351000000.0,5021000000.0,2741000000.0,2280000000.0,2280000000.0,42088000000.0,30663000000.0,477000000.0,1748000000.0,1748000000.0,22410000000.0,5525000000.0,16885000000.0,6028000000.0,,6028000000.0,,6028000000.0,,,,,11425000000.0,521000000.0,51000000.0,1168000000.0,4051000000.0,,2171000000.0,590000000.0,1290000000.0,3385000000.0,3385000000.0,-86000000.0,3471000000.0,2249000000.0,2249000000.0,824000000.0,1425000000.0,2023-09-30
106000000.0,1121094011.0,1227094011.0,16607000000.0,20153000000.0,-15058000000.0,27339000000.0,238000000.0,-15058000000.0,320000000.0,7506000000.0,25667000000.0,8126000000.0,620000000.0,7506000000.0,1000000.0,-2697000000.0,-2697000000.0,4128000000.0,-13534000000.0,27807000000.0,57000000.0,57000000.0,35353000000.0,23106000000.0,4019000000.0,,606000000.0,606000000.0,18481000000.0,320000000.0,18161000000.0,12247000000.0,1056000000.0,1672000000.0,1672000000.0,1672000000.0,,611000000.0,3535000000.0,5373000000.0,2771000000.0,2602000000.0,2602000000.0,43479000000.0,30993000000.0,470000000.0,1812000000.0,1812000000.0,22564000000.0,5387000000.0,17177000000.0,6147000000.0,-5637000000.0,11784000000.0,1427000000.0,397000000.0,7226000000.0,2488000000.0,246000000.0,0.0,12485000000.0,505000000.0,70000000.0,1255000000.0,4021000000.0,-1000000.0,2346000000.0,500000000.0,1176000000.0,3408000000.0,3408000000.0,-95000000.0,3503000000.0,3226000000.0,3226000000.0,1704000000.0,1522000000.0,2023-12-31
