tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,impairment_of_capital_assets,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-337640000.0,0.23,882000000.0,-1468000000.0,-1468000000.0,-1221000000.0,306000000.0,2113000000.0,-586000000.0,-892000000.0,-270000000.0,209000000.0,-90640000.0,-1221000000.0,3160000000.0,-855000000.0,1111000000.0,1111000000.0,-1.1,-1.1,-1221000000.0,-1221000000.0,-1221000000.0,32000000.0,-1254000000.0,-1254000000.0,1000000.0,154000000.0,-1101000000.0,-1551000000.0,-83000000.0,-1494000000.0,21000000.0,1445000000.0,92000000.0,-270000000.0,209000000.0,723000000.0,1047000000.0,210000000.0,837000000.0,549000000.0,288000000.0,288000000.0,1770000000.0,2113000000.0,3883000000.0,3828000000.0,2022-12-31
-36600775.193798,0.073643,803000000.0,-497000000.0,-497000000.0,-205000000.0,304000000.0,2079000000.0,306000000.0,2000000.0,-260000000.0,260000000.0,255399224.806202,-205000000.0,3155000000.0,2000000.0,1115000000.0,1115000000.0,-0.18,-0.18,-205000000.0,-205000000.0,-205000000.0,33000000.0,-238000000.0,-239000000.0,,-19000000.0,-258000000.0,-504000000.0,-7000000.0,-497000000.0,233000000.0,188000000.0,76000000.0,-260000000.0,260000000.0,506000000.0,1076000000.0,234000000.0,842000000.0,546000000.0,296000000.0,296000000.0,1582000000.0,2079000000.0,3662000000.0,3567000000.0,2023-03-31
-200032000.0,0.152,970000000.0,-1316000000.0,-1316000000.0,-863000000.0,300000000.0,2082000000.0,-346000000.0,-646000000.0,-268000000.0,268000000.0,252968000.0,-863000000.0,3232000000.0,-646000000.0,1120000000.0,1120000000.0,-0.77,-0.77,-863000000.0,-863000000.0,-863000000.0,35000000.0,-898000000.0,-897000000.0,1000000.0,-16000000.0,-914000000.0,-1292000000.0,24000000.0,-1316000000.0,462000000.0,774000000.0,80000000.0,-268000000.0,268000000.0,646000000.0,1150000000.0,240000000.0,910000000.0,603000000.0,307000000.0,307000000.0,1796000000.0,2082000000.0,3877000000.0,3771000000.0,2023-06-30
-93150000.0,0.23,1043000000.0,-405000000.0,-405000000.0,80000000.0,283000000.0,1999000000.0,638000000.0,355000000.0,-280000000.0,280000000.0,391850000.0,80000000.0,3096000000.0,355000000.0,1135000000.0,1121000000.0,0.07,0.07,80000000.0,80000000.0,80000000.0,-8000000.0,88000000.0,87000000.0,,-12000000.0,75000000.0,-398000000.0,7000000.0,-405000000.0,314000000.0,48000000.0,43000000.0,-280000000.0,280000000.0,754000000.0,1097000000.0,253000000.0,844000000.0,576000000.0,268000000.0,268000000.0,1851000000.0,1999000000.0,3850000000.0,3733000000.0,2023-09-30
-42560253.699789,0.086681,1451000000.0,-491000000.0,-491000000.0,429000000.0,266000000.0,2041000000.0,960000000.0,694000000.0,-287000000.0,221000000.0,877439746.300211,429000000.0,3170000000.0,722000000.0,,,,,429000000.0,429000000.0,429000000.0,-4000000.0,433000000.0,433000000.0,1000000.0,41000000.0,473000000.0,-527000000.0,-36000000.0,-529000000.0,29000000.0,68000000.0,460000000.0,-287000000.0,221000000.0,1286000000.0,1129000000.0,227000000.0,902000000.0,610000000.0,292000000.0,292000000.0,2415000000.0,2041000000.0,4457000000.0,4205000000.0,2023-12-31
