treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_accrued_expenses,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,line_of_credit,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,inventories_adjustments_allowances,finished_goods,raw_materials,receivables,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
32098410.0,108743423.0,140841833.0,209675000.0,253462000.0,499767000.0,740349000.0,-3757000.0,499767000.0,31462000.0,518349000.0,518349000.0,518349000.0,518349000.0,745272000.0,1130674000.0,131539000.0,1408000.0,1408000.0,0.0,415356000.0,124757000.0,11560000.0,20999000.0,68224000.0,68224000.0,23974000.0,23974000.0,290599000.0,5311000.0,0.0,0.0,229488000.0,7488000.0,222000000.0,222000000.0,8646000.0,47154000.0,27219000.0,19935000.0,,,19935000.0,933705000.0,646863000.0,7398000.0,18582000.0,620883000.0,-292998000.0,913881000.0,161035000.0,30991000.0,576853000.0,120116000.0,24886000.0,0.0,286842000.0,339000.0,10787000.0,141355000.0,-35051000.0,107114000.0,69292000.0,122036000.0,23979000.0,98057000.0,12325000.0,12325000.0,2022-12-31
32098410.0,108803516.0,140901926.0,365584000.0,400549000.0,541700000.0,929677000.0,11718000.0,541700000.0,31049000.0,560177000.0,560177000.0,560177000.0,560177000.0,745272000.0,1171805000.0,132235000.0,1409000.0,1409000.0,0.0,572944000.0,125179000.0,11560000.0,22077000.0,68224000.0,68224000.0,23318000.0,23318000.0,447765000.0,7138000.0,,,377231000.0,7731000.0,369500000.0,369500000.0,10413000.0,52983000.0,25984000.0,26999000.0,3863000.0,3863000.0,23136000.0,1133121000.0,673638000.0,7004000.0,18477000.0,648157000.0,,648157000.0,,648157000.0,,,,,459483000.0,339000.0,10738000.0,127784000.0,-35051000.0,98573000.0,64262000.0,316706000.0,14635000.0,302071000.0,3916000.0,3916000.0,2023-03-31
32363306.0,108567816.0,140931122.0,201774000.0,235414000.0,605153000.0,829525000.0,46647000.0,605153000.0,29414000.0,623525000.0,623525000.0,623525000.0,623525000.0,761018000.0,1248841000.0,134293000.0,1409000.0,1409000.0,0.0,446290000.0,123493000.0,11560000.0,21793000.0,68224000.0,68224000.0,21916000.0,21916000.0,322797000.0,5849000.0,,,213498000.0,7498000.0,206000000.0,206000000.0,15576000.0,87874000.0,39798000.0,48076000.0,15848000.0,15848000.0,32228000.0,1069815000.0,700371000.0,7244000.0,18372000.0,674755000.0,,674755000.0,,674755000.0,,,,,369444000.0,279000.0,9314000.0,74007000.0,-35051000.0,52660000.0,56398000.0,281618000.0,14810000.0,266808000.0,4226000.0,4226000.0,2023-06-30
32363306.0,108595105.0,140958411.0,51856000.0,84106000.0,673384000.0,748151000.0,90761000.0,673384000.0,27606000.0,691651000.0,691651000.0,691651000.0,691651000.0,760954000.0,1314107000.0,137088000.0,1410000.0,1410000.0,0.0,305161000.0,122855000.0,16560000.0,17874000.0,68224000.0,68224000.0,20197000.0,20197000.0,182306000.0,5048000.0,,,63909000.0,7409000.0,56500000.0,56500000.0,24470000.0,88879000.0,53973000.0,34906000.0,3111000.0,3111000.0,31795000.0,996812000.0,723745000.0,7157000.0,18267000.0,698321000.0,,698321000.0,,698321000.0,,,,,273067000.0,271000.0,6859000.0,60384000.0,-35051000.0,43180000.0,52255000.0,200909000.0,0.0,200909000.0,4644000.0,4644000.0,2023-09-30
32363306.0,108611537.0,140974843.0,3541000.0,32003000.0,698508000.0,722171000.0,81192000.0,698508000.0,26503000.0,716671000.0,716671000.0,716671000.0,716671000.0,760954000.0,1336058000.0,140157000.0,1410000.0,1410000.0,0.0,216214000.0,125152000.0,16560000.0,17313000.0,72439000.0,72439000.0,18840000.0,18840000.0,91062000.0,4334000.0,,,13163000.0,7663000.0,5500000.0,5500000.0,25859000.0,47706000.0,23743000.0,23963000.0,,,23963000.0,932885000.0,760631000.0,6833000.0,18163000.0,735635000.0,-310890000.0,1046525000.0,247659000.0,26233000.0,597669000.0,145821000.0,29143000.0,0.0,172254000.0,629000.0,11830000.0,107089000.0,-33439000.0,88840000.0,51688000.0,50747000.0,9611000.0,41136000.0,1959000.0,1959000.0,2023-12-31
