free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
-96238000.0,-50425000.0,-123000000.0,269000000.0,-68065000.0,0.0,9349000.0,12325000.0,5885000.0,6440000.0,95379000.0,95379000.0,-557000.0,361000.0,-50425000.0,-50425000.0,146000000.0,146000000.0,-123000000.0,269000000.0,-60766000.0,-60766000.0,9000.0,9000.0,-68065000.0,-28173000.0,-28173000.0,-90826000.0,-30651000.0,-25053000.0,-23227000.0,-1826000.0,-1826000.0,800000.0,-16092000.0,-19830000.0,-19830000.0,54000.0,1798000.0,11029000.0,11029000.0,15439000.0,16000.0,10077000.0,2022-12-31
-154663000.0,-1592000.0,-53000000.0,200500000.0,-39192000.0,1817000.0,733000.0,3916000.0,12325000.0,-8409000.0,146254000.0,146254000.0,30000.0,316000.0,-1592000.0,-1592000.0,147500000.0,147500000.0,-53000000.0,200500000.0,-39192000.0,-39192000.0,,,-39192000.0,-115471000.0,-115471000.0,-170610000.0,13206000.0,6336000.0,3361000.0,2975000.0,2975000.0,291000.0,13571000.0,-204014000.0,-204014000.0,121000.0,1972000.0,11915000.0,11915000.0,,,41131000.0,2023-03-31
180087000.0,-16600000.0,-293000000.0,129500000.0,-43165000.0,785000.0,14615000.0,4226000.0,3916000.0,310000.0,-179777000.0,-179777000.0,0.0,323000.0,-16600000.0,-16600000.0,-163500000.0,-163500000.0,-293000000.0,129500000.0,-43165000.0,-43165000.0,,,-43165000.0,223252000.0,223252000.0,130771000.0,11810000.0,28166000.0,17325000.0,10841000.0,10841000.0,1755000.0,53777000.0,35263000.0,35263000.0,-509000.0,2590000.0,12283000.0,12283000.0,,,77036000.0,2023-06-30
149881000.0,-249000.0,-329000000.0,179500000.0,-30563000.0,1563000.0,19758000.0,4644000.0,4226000.0,418000.0,-149463000.0,-149463000.0,0.0,286000.0,-249000.0,-249000.0,-149500000.0,-149500000.0,-329000000.0,179500000.0,-30563000.0,-30563000.0,0.0,0.0,-30563000.0,180444000.0,180444000.0,99141000.0,2074000.0,15215000.0,18353000.0,-3138000.0,-3138000.0,2330000.0,13623000.0,65899000.0,65899000.0,219000.0,2822000.0,12996000.0,12996000.0,0.0,0.0,65266000.0,2023-09-30
48026000.0,-9000.0,-135000000.0,84000000.0,-53169000.0,-4114000.0,17234000.0,1959000.0,4644000.0,-2685000.0,-50711000.0,-50711000.0,0.0,298000.0,-9000.0,-9000.0,-51000000.0,-51000000.0,-135000000.0,84000000.0,-53169000.0,-53169000.0,0.0,0.0,-53169000.0,101195000.0,101195000.0,57074000.0,-12723000.0,-38145000.0,-30164000.0,-7981000.0,-7981000.0,-5126000.0,-46705000.0,159773000.0,159773000.0,121000.0,2780000.0,12995000.0,12995000.0,2059000.0,2059000.0,21951000.0,2023-12-31
