treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_accrued_expenses,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
15800000.0,180200000.0,196000000.0,936000000.0,1949000000.0,-155000000.0,5374000000.0,1422000000.0,-155000000.0,69000000.0,3494000000.0,5374000000.0,3503000000.0,9000000.0,3494000000.0,,-226000000.0,-226000000.0,708000000.0,2292000000.0,2134000000.0,2000000.0,2000000.0,4449000000.0,2859000000.0,286000000.0,286000000.0,471000000.0,222000000.0,222000000.0,1880000000.0,1880000000.0,1590000000.0,69000000.0,69000000.0,,,285000000.0,1236000000.0,327000000.0,909000000.0,186000000.0,723000000.0,7952000000.0,4940000000.0,661000000.0,3649000000.0,930000000.0,2719000000.0,630000000.0,-1157000000.0,1787000000.0,106000000.0,301000000.0,1020000000.0,360000000.0,3012000000.0,173000000.0,799000000.0,286000000.0,58000000.0,455000000.0,1096000000.0,1096000000.0,-50000000.0,1146000000.0,944000000.0,944000000.0,2022-12-31
15900000.0,180600000.0,196500000.0,1044000000.0,1948000000.0,-75000000.0,5459000000.0,1516000000.0,-75000000.0,67000000.0,3578000000.0,5459000000.0,3589000000.0,11000000.0,3578000000.0,,-191000000.0,-191000000.0,716000000.0,2331000000.0,2152000000.0,2000000.0,2000000.0,4351000000.0,2857000000.0,285000000.0,285000000.0,476000000.0,215000000.0,215000000.0,1881000000.0,1881000000.0,1494000000.0,67000000.0,67000000.0,,,216000000.0,1211000000.0,345000000.0,866000000.0,156000000.0,710000000.0,7940000000.0,4930000000.0,646000000.0,3653000000.0,915000000.0,2738000000.0,631000000.0,,,,,,,3010000000.0,193000000.0,857000000.0,314000000.0,71000000.0,472000000.0,1123000000.0,1123000000.0,-36000000.0,1159000000.0,837000000.0,837000000.0,2023-03-31
15900000.0,240700000.0,256600000.0,1799000000.0,2604000000.0,-397000000.0,12406000000.0,1453000000.0,-397000000.0,97000000.0,9899000000.0,12166000000.0,9910000000.0,11000000.0,9899000000.0,1000000.0,-226000000.0,-226000000.0,717000000.0,2344000000.0,8495000000.0,2000000.0,2000000.0,6187000000.0,3905000000.0,293000000.0,293000000.0,607000000.0,738000000.0,738000000.0,2267000000.0,2267000000.0,2282000000.0,337000000.0,97000000.0,240000000.0,240000000.0,320000000.0,1625000000.0,538000000.0,1087000000.0,119000000.0,968000000.0,16097000000.0,12362000000.0,922000000.0,10296000000.0,3188000000.0,7108000000.0,1144000000.0,,,,,,,3735000000.0,225000000.0,1143000000.0,408000000.0,121000000.0,614000000.0,1659000000.0,1659000000.0,-45000000.0,1704000000.0,708000000.0,708000000.0,2023-06-30
15900000.0,240800000.0,256700000.0,1565000000.0,2371000000.0,-258000000.0,12200000000.0,1531000000.0,-258000000.0,101000000.0,9930000000.0,12183000000.0,9941000000.0,11000000.0,9930000000.0,,-300000000.0,-300000000.0,718000000.0,2416000000.0,8529000000.0,3000000.0,3000000.0,5964000000.0,3844000000.0,281000000.0,281000000.0,586000000.0,724000000.0,724000000.0,2253000000.0,2253000000.0,2120000000.0,118000000.0,101000000.0,17000000.0,17000000.0,378000000.0,1624000000.0,552000000.0,1072000000.0,129000000.0,943000000.0,15905000000.0,12254000000.0,934000000.0,10188000000.0,3039000000.0,7149000000.0,1132000000.0,,,,,,,3651000000.0,213000000.0,1080000000.0,378000000.0,106000000.0,596000000.0,1653000000.0,1653000000.0,-55000000.0,1708000000.0,705000000.0,705000000.0,2023-09-30
16000000.0,241600000.0,257600000.0,1265000000.0,2390000000.0,50000000.0,12450000000.0,1679000000.0,50000000.0,106000000.0,10166000000.0,12434000000.0,10176000000.0,10000000.0,10166000000.0,,-269000000.0,-269000000.0,733000000.0,2601000000.0,8564000000.0,3000000.0,3000000.0,5936000000.0,3731000000.0,344000000.0,344000000.0,562000000.0,557000000.0,557000000.0,2268000000.0,2268000000.0,2205000000.0,122000000.0,106000000.0,16000000.0,16000000.0,403000000.0,1680000000.0,542000000.0,1138000000.0,170000000.0,968000000.0,16112000000.0,12228000000.0,943000000.0,10116000000.0,2529000000.0,7587000000.0,1169000000.0,-1298000000.0,2467000000.0,217000000.0,503000000.0,1267000000.0,480000000.0,3884000000.0,230000000.0,1018000000.0,355000000.0,102000000.0,561000000.0,1617000000.0,1617000000.0,-56000000.0,1673000000.0,1019000000.0,1019000000.0,2023-12-31
