free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,pension_and_employee_benefit_expense,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
302000000.0,0.0,-527000000.0,,-60000000.0,9000000.0,34000000.0,944000000.0,1186000000.0,44000000.0,-286000000.0,-580000000.0,-580000000.0,-1000000.0,2000000.0,-54000000.0,-54000000.0,0.0,0.0,-527000000.0,,,-527000000.0,-527000000.0,,-68000000.0,-68000000.0,0.0,-5000000.0,7000000.0,-12000000.0,0.0,0.0,,,,-60000000.0,362000000.0,362000000.0,219000000.0,3000000.0,196000000.0,,139000000.0,70000000.0,69000000.0,69000000.0,67000000.0,-47000000.0,-11000000.0,9000000.0,60000000.0,60000000.0,32000000.0,32000000.0,28000000.0,0.0,0.0,0.0,149000000.0,2022-12-31
-68000000.0,-8000000.0,,,-49000000.0,11000000.0,49000000.0,837000000.0,944000000.0,12000000.0,-119000000.0,-63000000.0,-63000000.0,-2000000.0,7000000.0,-60000000.0,-60000000.0,-8000000.0,-8000000.0,,,,,,,-37000000.0,-37000000.0,-1000000.0,13000000.0,13000000.0,0.0,0.0,0.0,,0.0,0.0,-49000000.0,-19000000.0,-19000000.0,-195000000.0,-98000000.0,-14000000.0,,-14000000.0,-14000000.0,,,-55000000.0,-28000000.0,5000000.0,12000000.0,60000000.0,60000000.0,32000000.0,32000000.0,28000000.0,,,0.0,99000000.0,2023-03-31
-26000000.0,-1000000.0,,,-54000000.0,19000000.0,86000000.0,708000000.0,837000000.0,-3000000.0,-126000000.0,298000000.0,298000000.0,-3000000.0,33000000.0,-79000000.0,-79000000.0,-1000000.0,-1000000.0,,,,,,,-452000000.0,-452000000.0,4000000.0,-17000000.0,39000000.0,-56000000.0,-385000000.0,91000000.0,,0.0,0.0,-54000000.0,28000000.0,28000000.0,-188000000.0,-56000000.0,-36000000.0,,50000000.0,50000000.0,,,-2000000.0,-94000000.0,17000000.0,15000000.0,92000000.0,92000000.0,51000000.0,51000000.0,41000000.0,,,0.0,92000000.0,2023-06-30
299000000.0,-1000000.0,-154000000.0,-73000000.0,-74000000.0,13000000.0,24000000.0,705000000.0,708000000.0,-20000000.0,17000000.0,-306000000.0,-306000000.0,-3000000.0,5000000.0,-80000000.0,-80000000.0,-1000000.0,-1000000.0,-227000000.0,-73000000.0,-73000000.0,-154000000.0,-154000000.0,0.0,-50000000.0,-50000000.0,1000000.0,9000000.0,12000000.0,-3000000.0,12000000.0,12000000.0,0.0,2000000.0,2000000.0,-74000000.0,373000000.0,373000000.0,53000000.0,69000000.0,-12000000.0,9000000.0,-21000000.0,-21000000.0,,,16000000.0,-20000000.0,3000000.0,18000000.0,147000000.0,147000000.0,84000000.0,84000000.0,63000000.0,,,0.0,152000000.0,2023-09-30
361000000.0,-15000000.0,-5000000.0,2000000.0,-94000000.0,26000000.0,52000000.0,1019000000.0,705000000.0,34000000.0,280000000.0,-86000000.0,-86000000.0,-5000000.0,17000000.0,-80000000.0,-80000000.0,-15000000.0,-15000000.0,-3000000.0,,,-2000000.0,-5000000.0,3000000.0,-89000000.0,-89000000.0,0.0,61000000.0,3000000.0,58000000.0,-55000000.0,2000000.0,-57000000.0,-1000000.0,-1000000.0,-94000000.0,455000000.0,455000000.0,119000000.0,11000000.0,-29000000.0,73000000.0,-102000000.0,7000000.0,,,82000000.0,55000000.0,-4000000.0,15000000.0,137000000.0,137000000.0,76000000.0,76000000.0,61000000.0,,0.0,1000000.0,266000000.0,2023-12-31
