tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.143,33035000.0,15600000.0,14827000.0,90076000.0,33035000.0,18208000.0,15600000.0,15600000.0,254800000.0,18208000.0,56474000.0,55721000.0,0.28,0.28,15600000.0,15600000.0,15600000.0,15600000.0,15600000.0,2603000.0,18203000.0,-5000.0,-5000.0,18208000.0,164724000.0,41029000.0,123695000.0,75694000.0,48001000.0,48001000.0,182932000.0,90076000.0,273008000.0,273008000.0,2022-12-31
0.0,0.293,95764000.0,57616000.0,15387000.0,95714000.0,95764000.0,80377000.0,57616000.0,57616000.0,259480000.0,80377000.0,56555000.0,55788000.0,1.02,1.03,57616000.0,57616000.0,57616000.0,57616000.0,57616000.0,23900000.0,81516000.0,1139000.0,1139000.0,80377000.0,163766000.0,42323000.0,121443000.0,74064000.0,47379000.0,47379000.0,244143000.0,95714000.0,339857000.0,339857000.0,2023-03-31
0.0,0.28315,65737000.0,37254000.0,16385000.0,96706000.0,65737000.0,49352000.0,37254000.0,37254000.0,259101000.0,49352000.0,56665000.0,55864000.0,0.66,0.67,37254000.0,37254000.0,37254000.0,37254000.0,37254000.0,14715000.0,51969000.0,2617000.0,2617000.0,49352000.0,162395000.0,40549000.0,121846000.0,75895000.0,45951000.0,45951000.0,211747000.0,96706000.0,308453000.0,308453000.0,2023-06-30
0.0,0.223,58310000.0,34517000.0,17121000.0,101467000.0,58310000.0,41189000.0,34517000.0,34517000.0,276397000.0,41189000.0,56881000.0,56037000.0,0.61,0.62,34517000.0,34517000.0,34517000.0,34517000.0,34517000.0,9897000.0,44414000.0,3225000.0,3225000.0,41189000.0,174930000.0,44605000.0,130325000.0,80403000.0,49922000.0,49922000.0,216119000.0,101467000.0,317586000.0,317586000.0,2023-09-30
0.0,0.288,68086000.0,38116000.0,18380000.0,107399000.0,68086000.0,49706000.0,38116000.0,38116000.0,276655000.0,49706000.0,56855000.0,56244000.0,0.67,0.68,38116000.0,38116000.0,38116000.0,38116000.0,38116000.0,15390000.0,53506000.0,3800000.0,3800000.0,49706000.0,169256000.0,46139000.0,123117000.0,79777000.0,43340000.0,43340000.0,218962000.0,107399000.0,326361000.0,326361000.0,2023-12-31
