tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,gain_on_sale_of_business,other_special_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-67830000.0,0.21,630000000.0,-323000000.0,-323000000.0,-177000000.0,123000000.0,5483000000.0,307000000.0,184000000.0,-195000000.0,230000000.0,35000000.0,78170000.0,21000000.0,7656000000.0,182000000.0,,,,,21000000.0,21000000.0,21000000.0,-88000000.0,109000000.0,198000000.0,-89000000.0,-80000000.0,-37000000.0,-46000000.0,-326000000.0,-3000000.0,-309000000.0,,0.0,0.0,309000000.0,-14000000.0,-195000000.0,230000000.0,35000000.0,475000000.0,2173000000.0,123000000.0,123000000.0,2050000000.0,2050000000.0,2034000000.0,16000000.0,2648000000.0,5483000000.0,8131000000.0,8131000000.0,2022-12-31
-2340000.0,0.26,-1128000000.0,-9000000.0,-9000000.0,-1163000000.0,100000000.0,6638000000.0,-1137000000.0,-1237000000.0,-191000000.0,226000000.0,35000000.0,-1156340000.0,-1118000000.0,8528000000.0,-1226000000.0,651000000.0,651000000.0,-1.74,-1.74,-1118000000.0,-1118000000.0,-1118000000.0,-6000000.0,-1112000000.0,45000000.0,-1157000000.0,-75000000.0,-381000000.0,-1463000000.0,-9000000.0,,0.0,0.0,,,0.0,-9000000.0,-191000000.0,226000000.0,35000000.0,-1263000000.0,1890000000.0,100000000.0,100000000.0,1790000000.0,1790000000.0,1753000000.0,37000000.0,627000000.0,6638000000.0,7265000000.0,7265000000.0,2023-03-31
24208000.0,0.272,-93000000.0,89000000.0,89000000.0,-372000000.0,105000000.0,5924000000.0,-4000000.0,-109000000.0,-207000000.0,240000000.0,33000000.0,-436792000.0,-299000000.0,7850000000.0,-250000000.0,651000000.0,651000000.0,-0.48,-0.48,-299000000.0,-299000000.0,-299000000.0,-9000000.0,-290000000.0,73000000.0,-363000000.0,-109000000.0,-95000000.0,-349000000.0,92000000.0,3000000.0,-54000000.0,0.0,,,54000000.0,143000000.0,-207000000.0,240000000.0,33000000.0,-234000000.0,1926000000.0,105000000.0,105000000.0,1821000000.0,1821000000.0,1783000000.0,38000000.0,1692000000.0,5924000000.0,7616000000.0,7616000000.0,2023-06-30
636000.0,0.106,707000000.0,6000000.0,6000000.0,247000000.0,105000000.0,4681000000.0,713000000.0,608000000.0,-203000000.0,232000000.0,29000000.0,241636000.0,295000000.0,6560000000.0,621000000.0,652000000.0,652000000.0,0.43,0.43,295000000.0,295000000.0,295000000.0,-14000000.0,309000000.0,48000000.0,261000000.0,-75000000.0,40000000.0,376000000.0,6000000.0,,10000000.0,0.0,,,-10000000.0,-4000000.0,-203000000.0,232000000.0,29000000.0,573000000.0,1879000000.0,105000000.0,105000000.0,1774000000.0,1774000000.0,1736000000.0,38000000.0,2452000000.0,4681000000.0,7133000000.0,7133000000.0,2023-09-30
-1470000.0,0.21,520000000.0,-7000000.0,-7000000.0,4000000.0,108000000.0,5145000000.0,513000000.0,405000000.0,-182000000.0,222000000.0,40000000.0,9530000.0,514000000.0,7266000000.0,404000000.0,,,,,514000000.0,514000000.0,514000000.0,-3000000.0,517000000.0,510000000.0,7000000.0,-101000000.0,75000000.0,183000000.0,-7000000.0,0.0,21000000.0,,,,-75000000.0,-28000000.0,-182000000.0,222000000.0,40000000.0,372000000.0,2121000000.0,108000000.0,108000000.0,2013000000.0,2013000000.0,1973000000.0,40000000.0,2493000000.0,5145000000.0,7638000000.0,7638000000.0,2023-12-31
