treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,payables_and_accrued_expenses,payables,total_tax_payable,income_tax_payable,total_assets,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,current_debt_and_capital_lease_obligation,current_debt,current_notes_payable
110551977.0,197754513.0,308306490.0,3310600000.0,3429800000.0,8787000000.0,12627300000.0,8787000000.0,9197500000.0,12627300000.0,9197500000.0,9197500000.0,-2756600000.0,-2756600000.0,3429800000.0,12912100000.0,2441000000.0,30800000.0,30800000.0,52237400000.0,9200000.0,9200000.0,3429800000.0,3429800000.0,190900000.0,190900000.0,190900000.0,190900000.0,61434900000.0,36235600000.0,410500000.0,62900000.0,347600000.0,451700000.0,11700700000.0,11700700000.0,1514000000.0,1394800000.0,119200000.0,2022-12-31,,,
111857500.0,197365258.0,309222758.0,3307400000.0,3430500000.0,8899000000.0,12677900000.0,8899000000.0,9247400000.0,12677900000.0,9247400000.0,9247400000.0,-3162300000.0,-3162300000.0,3483400000.0,13430400000.0,2431800000.0,30900000.0,30900000.0,53176400000.0,23800000.0,23800000.0,3430500000.0,3430500000.0,240600000.0,240600000.0,240600000.0,240600000.0,62423800000.0,37483000000.0,348400000.0,,348400000.0,456100000.0,11185800000.0,11185800000.0,1445900000.0,1322800000.0,123100000.0,2023-03-31,,,
112931800.0,196459015.0,309390815.0,3322800000.0,3431100000.0,8896200000.0,12677000000.0,8896200000.0,9245900000.0,12677000000.0,9245900000.0,9245900000.0,-3457600000.0,-3457600000.0,3530400000.0,13758100000.0,2444900000.0,30900000.0,30900000.0,52658500000.0,23900000.0,23900000.0,3431100000.0,3431100000.0,179100000.0,179100000.0,179100000.0,179100000.0,61904400000.0,37026900000.0,349700000.0,,349700000.0,460000000.0,10988600000.0,10988600000.0,1761100000.0,1652800000.0,108300000.0,2023-06-30,,,
114469894.0,195016956.0,309486850.0,3265900000.0,3431800000.0,9270200000.0,13049900000.0,9270200000.0,9618100000.0,13049900000.0,9618100000.0,9618100000.0,-3150600000.0,-3150600000.0,3605200000.0,13888700000.0,2454300000.0,30900000.0,30900000.0,50336400000.0,27100000.0,27100000.0,3431800000.0,3431800000.0,267200000.0,267200000.0,267200000.0,267200000.0,59954500000.0,35557900000.0,347900000.0,,347900000.0,463300000.0,10362900000.0,10362900000.0,1653100000.0,1487200000.0,165900000.0,2023-09-30,,,
1216528.0,193372097.0,194588625.0,3284400000.0,3430400000.0,9237600000.0,13081800000.0,9237600000.0,9651400000.0,13081800000.0,9651400000.0,9651400000.0,-3308000000.0,-3308000000.0,39300000.0,11431500000.0,1547800000.0,19400000.0,19400000.0,53603800000.0,27000000.0,27000000.0,3430400000.0,3430400000.0,190000000.0,190000000.0,190000000.0,190000000.0,63255200000.0,38444600000.0,413800000.0,63900000.0,349900000.0,485300000.0,10652100000.0,10652100000.0,38590600000.0,38444600000.0,146000000.0,2023-12-31,0.0,0.0,0.0
