free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,provisionand_write_offof_assets,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
-800000000.0,-1481000000.0,2386000000.0,0.0,-61000000.0,628000000.0,477000000.0,151000000.0,905000000.0,905000000.0,0.0,0.0,0.0,0.0,905000000.0,959000000.0,-1427000000.0,2386000000.0,-54000000.0,-54000000.0,0.0,-15000000.0,-15000000.0,9000000.0,-7000000.0,-7000000.0,-17000000.0,,-61000000.0,-739000000.0,-739000000.0,596000000.0,-169000000.0,70000000.0,-201000000.0,716000000.0,105000000.0,105000000.0,-854000000.0,12000000.0,-7000000.0,12000000.0,82000000.0,82000000.0,14000000.0,3000000.0,11000000.0,-1441000000.0,2022-12-31
-98000000.0,-1726000000.0,1877000000.0,,-32000000.0,694000000.0,628000000.0,66000000.0,151000000.0,151000000.0,,0.0,,,151000000.0,169000000.0,-1689000000.0,1858000000.0,-18000000.0,-37000000.0,19000000.0,-19000000.0,-19000000.0,8000000.0,-7000000.0,-7000000.0,-20000000.0,12000000.0,-32000000.0,-66000000.0,-66000000.0,397000000.0,-18000000.0,20000000.0,101000000.0,385000000.0,-91000000.0,-91000000.0,-296000000.0,15000000.0,,10000000.0,93000000.0,93000000.0,1000000.0,,1000000.0,-286000000.0,2023-03-31
491000000.0,-3268000000.0,2721000000.0,,-18000000.0,677000000.0,694000000.0,-17000000.0,-551000000.0,-551000000.0,,0.0,,,-547000000.0,-542000000.0,-3220000000.0,2678000000.0,-5000000.0,-48000000.0,43000000.0,25000000.0,25000000.0,22000000.0,0.0,0.0,3000000.0,21000000.0,-18000000.0,509000000.0,509000000.0,57000000.0,-33000000.0,31000000.0,-125000000.0,179000000.0,5000000.0,5000000.0,433000000.0,19000000.0,,15000000.0,90000000.0,90000000.0,5000000.0,,5000000.0,-105000000.0,2023-06-30
580000000.0,-2337000000.0,1268000000.0,453000000.0,-19000000.0,616000000.0,677000000.0,-61000000.0,-676000000.0,-676000000.0,-60000000.0,0.0,453000000.0,453000000.0,-1069000000.0,-732000000.0,-1952000000.0,1220000000.0,-337000000.0,-385000000.0,48000000.0,16000000.0,16000000.0,10000000.0,0.0,0.0,6000000.0,25000000.0,-19000000.0,599000000.0,599000000.0,203000000.0,-2000000.0,39000000.0,-60000000.0,213000000.0,13000000.0,13000000.0,427000000.0,18000000.0,-7000000.0,9000000.0,87000000.0,87000000.0,-879000000.0,,2000000.0,741000000.0,2023-09-30
-257000000.0,-747000000.0,975000000.0,0.0,-18000000.0,594000000.0,616000000.0,-22000000.0,208000000.0,208000000.0,-20000000.0,0.0,0.0,0.0,228000000.0,239000000.0,-714000000.0,953000000.0,-11000000.0,-33000000.0,22000000.0,9000000.0,9000000.0,13000000.0,0.0,0.0,-4000000.0,14000000.0,-18000000.0,-239000000.0,-239000000.0,-93000000.0,-26000000.0,30000000.0,-82000000.0,-66000000.0,51000000.0,51000000.0,-65000000.0,21000000.0,,4000000.0,82000000.0,82000000.0,0.0,0.0,0.0,-200000000.0,2023-12-31
