tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,rent_and_landing_fees,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.0,-1206000000.0,,,-806000000.0,82000000.0,2644000000.0,-1206000000.0,-1288000000.0,-153000000.0,153000000.0,-806000000.0,-806000000.0,3276000000.0,23000000.0,105909000.0,105909000.0,-7.61,-7.61,-806000000.0,-806000000.0,-806000000.0,635000000.0,-1441000000.0,-1441000000.0,0.0,-1441000000.0,-849000000.0,-2000000.0,,,-153000000.0,153000000.0,-439000000.0,632000000.0,632000000.0,87000000.0,545000000.0,310000000.0,23000000.0,212000000.0,193000000.0,2644000000.0,2837000000.0,2701000000.0,2022-12-31
0.0,0.007,-36000000.0,,,-160000000.0,93000000.0,2265000000.0,-36000000.0,-129000000.0,-159000000.0,159000000.0,-160000000.0,-160000000.0,2737000000.0,21000000.0,106011000.0,106011000.0,-1.51,-1.51,-160000000.0,-160000000.0,-160000000.0,126000000.0,-286000000.0,-286000000.0,-2000000.0,-288000000.0,2000000.0,2000000.0,,,-159000000.0,159000000.0,-131000000.0,472000000.0,472000000.0,56000000.0,416000000.0,219000000.0,21000000.0,176000000.0,341000000.0,2265000000.0,2606000000.0,2445000000.0,2023-03-31
0.0,0.0,140000000.0,,,-58000000.0,90000000.0,2469000000.0,140000000.0,50000000.0,-155000000.0,155000000.0,-58000000.0,-58000000.0,2921000000.0,18000000.0,106222000.0,106222000.0,-0.55,-0.55,-58000000.0,-58000000.0,-58000000.0,47000000.0,-105000000.0,-105000000.0,0.0,-105000000.0,3000000.0,3000000.0,,,-155000000.0,155000000.0,47000000.0,452000000.0,452000000.0,57000000.0,395000000.0,214000000.0,18000000.0,163000000.0,499000000.0,2469000000.0,2968000000.0,2738000000.0,2023-06-30
71996000.0,0.082,132000000.0,878000000.0,878000000.0,782000000.0,87000000.0,2291000000.0,1010000000.0,923000000.0,-153000000.0,153000000.0,-24004000.0,782000000.0,2724000000.0,16000000.0,205958000.0,110844000.0,3.6,7.05,782000000.0,782000000.0,782000000.0,41000000.0,741000000.0,741000000.0,29000000.0,770000000.0,874000000.0,-4000000.0,878000000.0,-878000000.0,-153000000.0,153000000.0,49000000.0,433000000.0,433000000.0,56000000.0,377000000.0,201000000.0,16000000.0,160000000.0,482000000.0,2291000000.0,2773000000.0,2559000000.0,2023-09-30
0.0,0.009901,45000000.0,0.0,0.0,-114000000.0,82000000.0,2022000000.0,45000000.0,-37000000.0,-165000000.0,165000000.0,-114000000.0,-114000000.0,2461000000.0,16000000.0,,,,,-114000000.0,-114000000.0,-114000000.0,86000000.0,-200000000.0,-200000000.0,-2000000.0,-202000000.0,0.0,0.0,0.0,0.0,-165000000.0,165000000.0,-37000000.0,439000000.0,439000000.0,59000000.0,380000000.0,202000000.0,16000000.0,162000000.0,402000000.0,2022000000.0,2424000000.0,2276000000.0,2023-12-31
