ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,dueto_related_parties_non_current,tradeand_other_payables_non_current,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dueto_related_parties_current,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,duefrom_related_parties_non_current,non_current_accounts_receivable,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,restricted_cash,inventory,finished_goods,receivables,duefrom_related_parties_current,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,other_short_term_investments
106037000.0,106037000.0,7875000000.0,8816000000.0,-588000000.0,7791000000.0,2002000000.0,-588000000.0,507000000.0,-518000000.0,6056000000.0,-1053000000.0,-535000000.0,-518000000.0,-2076000000.0,1558000000.0,0.0,0.0,0.0,9751000000.0,7159000000.0,78000000.0,,,7081000000.0,507000000.0,6574000000.0,2592000000.0,80000000.0,23000000.0,23000000.0,1735000000.0,,1735000000.0,201000000.0,1534000000.0,65000000.0,60000000.0,629000000.0,321000000.0,99000000.0,308000000.0,16000000.0,76000000.0,,216000000.0,8698000000.0,4104000000.0,254000000.0,,,70000000.0,70000000.0,0.0,3780000000.0,-564000000.0,4344000000.0,134000000.0,536000000.0,1076000000.0,1267000000.0,1331000000.0,0.0,4594000000.0,503000000.0,1334000000.0,194000000.0,1876000000.0,1876000000.0,253000000.0,,253000000.0,-12000000.0,265000000.0,434000000.0,434000000.0,2022-12-31,,
106047000.0,106047000.0,7969000000.0,8950000000.0,-725000000.0,7797000000.0,1766000000.0,-725000000.0,493000000.0,-660000000.0,5893000000.0,-1322000000.0,-662000000.0,-660000000.0,-2236000000.0,1576000000.0,0.0,0.0,0.0,9968000000.0,7118000000.0,72000000.0,,,7046000000.0,493000000.0,6553000000.0,2850000000.0,82000000.0,34000000.0,34000000.0,1904000000.0,,1904000000.0,201000000.0,1703000000.0,71000000.0,60000000.0,699000000.0,355000000.0,198000000.0,344000000.0,13000000.0,80000000.0,,251000000.0,8646000000.0,4030000000.0,251000000.0,,,65000000.0,65000000.0,,3714000000.0,-612000000.0,4326000000.0,103000000.0,519000000.0,1072000000.0,1299000000.0,1333000000.0,0.0,4616000000.0,489000000.0,1606000000.0,206000000.0,1485000000.0,1485000000.0,342000000.0,,342000000.0,,,488000000.0,488000000.0,2023-03-31,,
106469000.0,106469000.0,7361000000.0,8371000000.0,-758000000.0,7205000000.0,1733000000.0,-758000000.0,469000000.0,-697000000.0,5845000000.0,-1406000000.0,-709000000.0,-697000000.0,-2294000000.0,1597000000.0,0.0,0.0,0.0,9255000000.0,7076000000.0,68000000.0,,,7008000000.0,466000000.0,6542000000.0,2179000000.0,77000000.0,39000000.0,39000000.0,1363000000.0,3000000.0,1360000000.0,199000000.0,1161000000.0,3000000.0,58000000.0,639000000.0,301000000.0,96000000.0,338000000.0,6000000.0,83000000.0,,249000000.0,7849000000.0,3937000000.0,259000000.0,2000000.0,2000000.0,61000000.0,61000000.0,,3615000000.0,-652000000.0,4267000000.0,81000000.0,489000000.0,1049000000.0,1317000000.0,1331000000.0,0.0,3912000000.0,495000000.0,1098000000.0,136000000.0,1302000000.0,1302000000.0,340000000.0,5000000.0,335000000.0,,,541000000.0,541000000.0,2023-06-30,,
113975000.0,113975000.0,5390000000.0,6387000000.0,283000000.0,6273000000.0,1791000000.0,283000000.0,453000000.0,339000000.0,5644000000.0,-202000000.0,-541000000.0,339000000.0,-1512000000.0,1851000000.0,0.0,0.0,0.0,7227000000.0,5832000000.0,66000000.0,11000000.0,0.0,5755000000.0,450000000.0,5305000000.0,1395000000.0,82000000.0,31000000.0,31000000.0,632000000.0,3000000.0,629000000.0,200000000.0,429000000.0,64000000.0,60000000.0,526000000.0,157000000.0,10000000.0,369000000.0,1000000.0,118000000.0,27000000.0,250000000.0,7025000000.0,3839000000.0,259000000.0,0.0,,56000000.0,56000000.0,,3524000000.0,-707000000.0,4231000000.0,80000000.0,473000000.0,1008000000.0,1339000000.0,1331000000.0,0.0,3186000000.0,517000000.0,650000000.0,72000000.0,1085000000.0,1085000000.0,318000000.0,0.0,318000000.0,,,544000000.0,544000000.0,2023-09-30,,
114239000.0,114239000.0,5743000000.0,6706000000.0,191000000.0,6516000000.0,1785000000.0,191000000.0,433000000.0,243000000.0,5659000000.0,-384000000.0,-627000000.0,243000000.0,-1626000000.0,1869000000.0,0.0,0.0,0.0,7455000000.0,5919000000.0,70000000.0,,,5849000000.0,433000000.0,5416000000.0,1536000000.0,83000000.0,30000000.0,30000000.0,857000000.0,,857000000.0,189000000.0,668000000.0,41000000.0,57000000.0,468000000.0,157000000.0,7000000.0,311000000.0,7000000.0,80000000.0,3000000.0,224000000.0,7071000000.0,3750000000.0,261000000.0,,,52000000.0,52000000.0,,3437000000.0,-775000000.0,4212000000.0,72000000.0,455000000.0,1010000000.0,1344000000.0,1331000000.0,0.0,3321000000.0,138000000.0,807000000.0,64000000.0,1150000000.0,1150000000.0,266000000.0,,266000000.0,-9000000.0,275000000.0,896000000.0,530000000.0,2023-12-31,0.0,366000000.0
