free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
-377803000000.0,-1516000000.0,-312743000000.0,528661000000.0,-1000000.0,-88617000000.0,331638000000.0,42237000000.0,3395959000000.0,3675719000000.0,-126324000000.0,-153436000000.0,78951000000.0,78951000000.0,9071000000.0,-15008000000.0,-15008000000.0,-1517000000.0,-1516000000.0,-1000000.0,72386000000.0,-143532000000.0,215918000000.0,-312743000000.0,528661000000.0,56799000000.0,56799000000.0,-1611000000.0,137931000000.0,97440000000.0,-100000000.0,,,-49356000000.0,39261000000.0,-88617000000.0,-289186000000.0,-289186000000.0,-339442000000.0,-889861000000.0,294804000000.0,-335210000000.0,33918000000.0,-369128000000.0,-348315000000.0,-20813000000.0,-20813000000.0,-3795000000.0,-3795000000.0,16076000000.0,16076000000.0,-27962000000.0,-27432000000.0,-644000000.0,114000000.0,65937000000.0,2022-12-31
-52247000000.0,-3000000.0,-392574000000.0,817900000000.0,2000000.0,-26579000000.0,464329000000.0,-1501000000.0,3820852000000.0,3395959000000.0,3340000000.0,421553000000.0,457315000000.0,457315000000.0,12123000000.0,0.0,0.0,-1000000.0,-3000000.0,2000000.0,365723000000.0,-59603000000.0,425326000000.0,-392574000000.0,817900000000.0,-10094000000.0,-10094000000.0,2076000000.0,19770000000.0,39359000000.0,0.0,,,-27516000000.0,-937000000.0,-26579000000.0,-25668000000.0,-25668000000.0,-51662000000.0,-709030000000.0,268932000000.0,-147162000000.0,35263000000.0,-182425000000.0,-199132000000.0,16707000000.0,16707000000.0,-1118000000.0,-1118000000.0,14993000000.0,14993000000.0,-31700000000.0,3543000000.0,-1195000000.0,79000000.0,8603000000.0,2023-03-31
290569000000.0,-2000000.0,-355902000000.0,454120000000.0,1000000.0,-21623000000.0,503813000000.0,48860000000.0,4051837000000.0,3820852000000.0,139530000000.0,91454000000.0,-209224000000.0,-209224000000.0,4466000000.0,-36049000000.0,-36049000000.0,-1000000.0,-2000000.0,1000000.0,-118291000000.0,-216509000000.0,98218000000.0,-355902000000.0,454120000000.0,-11514000000.0,-11514000000.0,-3026000000.0,-4796000000.0,9870000000.0,-13304000000.0,-435000000.0,-435000000.0,2654000000.0,24277000000.0,-21623000000.0,312192000000.0,312192000000.0,274243000000.0,-1198473000000.0,91007000000.0,557128000000.0,-98731000000.0,655859000000.0,685898000000.0,-30039000000.0,-30039000000.0,1607000000.0,1607000000.0,14993000000.0,14993000000.0,-4533000000.0,-128000000.0,-4777000000.0,372000000.0,25882000000.0,2023-06-30
-491178000000.0,-20005000000.0,-637753000000.0,1039373000000.0,109000000.0,-31177000000.0,623732000000.0,,4105267000000.0,4051837000000.0,60142000000.0,-6711000000.0,502992000000.0,502992000000.0,3149000000.0,0.0,0.0,-19896000000.0,-20005000000.0,109000000.0,606246000000.0,204626000000.0,401620000000.0,-637753000000.0,1039373000000.0,-49702000000.0,-49702000000.0,5426000000.0,-9887000000.0,2407000000.0,13291000000.0,-11000000.0,,-13121000000.0,18056000000.0,-31177000000.0,-460001000000.0,-460001000000.0,-504786000000.0,430793000000.0,-257364000000.0,-54037000000.0,35659000000.0,-89696000000.0,-164272000000.0,74576000000.0,74576000000.0,-3556000000.0,-3556000000.0,15034000000.0,15034000000.0,-2278000000.0,-1000000.0,-2792000000.0,515000000.0,35585000000.0,2023-09-30
663708000000.0,-3000000.0,-277373000000.0,579261000000.0,106000000.0,-64750000000.0,630694000000.0,,4337268000000.0,4105267000000.0,-105964000000.0,337966000000.0,288350000000.0,288350000000.0,1841000000.0,-24115000000.0,-24115000000.0,103000000.0,-3000000.0,106000000.0,150088000000.0,-151800000000.0,301888000000.0,-277373000000.0,579261000000.0,-678842000000.0,-678842000000.0,-6716000000.0,10227000000.0,12194000000.0,-1800000000.0,-1000000.0,,-35750000000.0,29000000000.0,-64750000000.0,728458000000.0,728458000000.0,654956000000.0,-1269175000000.0,-131131000000.0,129028000000.0,40987000000.0,88041000000.0,90024000000.0,-1983000000.0,-1983000000.0,3312000000.0,3312000000.0,15383000000.0,15383000000.0,2940000000.0,-844000000.0,3350000000.0,434000000.0,52138000000.0,2023-12-31
