free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date,common_stock_dividend_paid
-720000000.0,0.0,-8142000000.0,7581000000.0,-202000000.0,1152000000.0,997000000.0,-46000000.0,201000000.0,-667000000.0,-667000000.0,-75000000.0,62000000.0,-93000000.0,0.0,0.0,-561000000.0,-810000000.0,-8142000000.0,7332000000.0,249000000.0,0.0,249000000.0,1386000000.0,1386000000.0,1545000000.0,31000000.0,109000000.0,-78000000.0,12000000.0,12000000.0,0.0,-202000000.0,-518000000.0,-518000000.0,-1459000000.0,-1350000000.0,-16000000.0,-192000000.0,,-40000000.0,153000000.0,153000000.0,-31000000.0,18000000.0,83000000.0,-27000000.0,-27000000.0,103000000.0,421000000.0,,426000000.0,-5000000.0,374000000.0,2022-12-31,
758000000.0,,-159000000.0,1161000000.0,-173000000.0,3057000000.0,1152000000.0,28000000.0,1877000000.0,901000000.0,901000000.0,-10000000.0,3000000.0,-94000000.0,,,1002000000.0,3000000.0,-158000000.0,161000000.0,999000000.0,-1000000.0,1000000000.0,45000000.0,45000000.0,156000000.0,-3000000.0,1000000.0,-4000000.0,65000000.0,159000000.0,-94000000.0,-173000000.0,931000000.0,931000000.0,625000000.0,224000000.0,13000000.0,802000000.0,15000000.0,-434000000.0,5000000.0,5000000.0,-5000000.0,17000000.0,-1000000.0,11000000.0,11000000.0,102000000.0,-477000000.0,,-427000000.0,-50000000.0,659000000.0,2023-03-31,
-827000000.0,,-1002000000.0,274000000.0,-368000000.0,1360000000.0,3057000000.0,0.0,-1697000000.0,-809000000.0,-809000000.0,38000000.0,1000000.0,-94000000.0,,,-754000000.0,-29000000.0,,,-725000000.0,-1160000000.0,435000000.0,-429000000.0,-429000000.0,23000000.0,-51000000.0,13000000.0,-64000000.0,-33000000.0,3000000.0,-36000000.0,-368000000.0,-459000000.0,-459000000.0,-1328000000.0,-442000000.0,23000000.0,-1407000000.0,-26000000.0,239000000.0,285000000.0,285000000.0,57000000.0,17000000.0,27000000.0,56000000.0,56000000.0,106000000.0,-23000000.0,,162000000.0,-124000000.0,629000000.0,2023-06-30,
1124000000.0,,-311000000.0,549000000.0,-264000000.0,2193000000.0,1360000000.0,12000000.0,821000000.0,-305000000.0,-305000000.0,-7000000.0,3000000.0,-99000000.0,,,264000000.0,442000000.0,,,-178000000.0,282000000.0,-460000000.0,-262000000.0,-262000000.0,13000000.0,-8000000.0,7000000.0,-15000000.0,-3000000.0,3000000.0,-6000000.0,-264000000.0,1388000000.0,1388000000.0,780000000.0,-9000000.0,-53000000.0,-85000000.0,-217000000.0,1128000000.0,16000000.0,16000000.0,5000000.0,17000000.0,38000000.0,48000000.0,48000000.0,109000000.0,2000000.0,-39000000.0,18000000.0,23000000.0,389000000.0,2023-09-30,
1131000000.0,-134000000.0,-691000000.0,379000000.0,-317000000.0,2623000000.0,2193000000.0,-12000000.0,442000000.0,-643000000.0,-643000000.0,-103000000.0,2000000.0,-96000000.0,-134000000.0,-134000000.0,-312000000.0,143000000.0,-394000000.0,537000000.0,-455000000.0,-297000000.0,-158000000.0,-363000000.0,-363000000.0,-29000000.0,-22000000.0,28000000.0,-50000000.0,5000000.0,5000000.0,0.0,-317000000.0,1448000000.0,1448000000.0,843000000.0,410000000.0,40000000.0,-249000000.0,107000000.0,585000000.0,-50000000.0,-50000000.0,60000000.0,18000000.0,40000000.0,-116000000.0,-116000000.0,134000000.0,-191000000.0,-57000000.0,,-130000000.0,660000000.0,2023-12-31,
758000000.0,-400000000.0,-234000000.0,472000000.0,-236000000.0,2953000000.0,2623000000.0,-9000000.0,339000000.0,-259000000.0,-259000000.0,-2000000.0,,-95000000.0,-400000000.0,-400000000.0,238000000.0,224000000.0,-233000000.0,457000000.0,14000000.0,-1000000.0,15000000.0,-396000000.0,-396000000.0,-23000000.0,-121000000.0,239000000.0,-360000000.0,-16000000.0,0.0,-16000000.0,-236000000.0,994000000.0,994000000.0,610000000.0,8000000.0,-6000000.0,774000000.0,34000000.0,-484000000.0,284000000.0,284000000.0,23000000.0,17000000.0,,-10000000.0,-10000000.0,112000000.0,-10000000.0,-8000000.0,,-2000000.0,252000000.0,2024-03-31,-95000000.0
