tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
36057425.742574,0.259406,566000000.0,139000000.0,139000000.0,336000000.0,103000000.0,15842000000.0,705000000.0,602000000.0,-76000000.0,97000000.0,21000000.0,233057425.742574,336000000.0,16232000000.0,152000000.0,149907932.0,2.21,2.241376,336000000.0,336000000.0,336000000.0,-38000000.0,374000000.0,374000000.0,131000000.0,505000000.0,153000000.0,4000000.0,10000000.0,139000000.0,-76000000.0,97000000.0,21000000.0,428000000.0,390000000.0,390000000.0,818000000.0,15842000000.0,16660000000.0,16660000000.0,2022-12-31
10649643.705463,0.21734,1007000000.0,49000000.0,49000000.0,632000000.0,102000000.0,14147000000.0,1056000000.0,954000000.0,-69000000.0,112000000.0,43000000.0,593649643.705463,632000000.0,14500000000.0,152263992.0,150079448.0,4.15,4.21,632000000.0,632000000.0,632000000.0,-27000000.0,659000000.0,659000000.0,183000000.0,842000000.0,83000000.0,15000000.0,19000000.0,49000000.0,-69000000.0,112000000.0,43000000.0,828000000.0,353000000.0,353000000.0,1181000000.0,14147000000.0,15328000000.0,15328000000.0,2023-03-31
-15801692.86578,0.23942,1128000000.0,-66000000.0,-66000000.0,622000000.0,106000000.0,13684000000.0,1062000000.0,956000000.0,-89000000.0,129000000.0,40000000.0,672198307.13422,622000000.0,14104000000.0,152179404.0,150609139.0,4.09,4.13,622000000.0,622000000.0,622000000.0,-7000000.0,629000000.0,629000000.0,198000000.0,827000000.0,-29000000.0,12000000.0,25000000.0,-66000000.0,-89000000.0,129000000.0,40000000.0,945000000.0,420000000.0,420000000.0,1365000000.0,13684000000.0,15049000000.0,15049000000.0,2023-06-30
-10652087.475149,0.22664,792000000.0,-47000000.0,-47000000.0,373000000.0,109000000.0,13182000000.0,745000000.0,636000000.0,-95000000.0,133000000.0,38000000.0,409347912.524851,373000000.0,13629000000.0,151216856.0,149195908.0,2.47,2.5,373000000.0,373000000.0,373000000.0,-16000000.0,389000000.0,389000000.0,114000000.0,503000000.0,,8000000.0,39000000.0,-47000000.0,-95000000.0,133000000.0,38000000.0,598000000.0,447000000.0,447000000.0,1045000000.0,13182000000.0,14227000000.0,14227000000.0,2023-09-30
20928327.645051,0.249147,1071000000.0,84000000.0,84000000.0,616000000.0,134000000.0,13682000000.0,1155000000.0,1021000000.0,-115000000.0,142000000.0,27000000.0,552928327.645051,616000000.0,14177000000.0,,,,,616000000.0,616000000.0,616000000.0,-44000000.0,660000000.0,660000000.0,219000000.0,879000000.0,235000000.0,94000000.0,57000000.0,84000000.0,-115000000.0,142000000.0,27000000.0,759000000.0,495000000.0,495000000.0,1254000000.0,13682000000.0,14936000000.0,14936000000.0,2023-12-31
-24731707.317073,0.317073,667000000.0,-78000000.0,-78000000.0,244000000.0,112000000.0,12541000000.0,589000000.0,477000000.0,-66000000.0,108000000.0,42000000.0,297268292.682927,244000000.0,12980000000.0,145414139.0,143501016.0,1.68,1.7,244000000.0,244000000.0,244000000.0,-8000000.0,252000000.0,252000000.0,117000000.0,369000000.0,-2000000.0,68000000.0,8000000.0,-78000000.0,-66000000.0,108000000.0,42000000.0,437000000.0,439000000.0,439000000.0,876000000.0,12541000000.0,13417000000.0,13417000000.0,2024-03-31
