ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,unrealized_gain_loss,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,duefrom_related_parties_current,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,interest_payable
534000000.0,534000000.0,31316000000.0,38945000000.0,-27948000000.0,42606000000.0,6499000000.0,-27948000000.0,3661000000.0,41015000000.0,3661000000.0,3661000000.0,-231000000.0,117000000.0,-348000000.0,0.0,-28622000000.0,32514000000.0,32514000000.0,61460000000.0,45773000000.0,2662000000.0,5757000000.0,37354000000.0,37354000000.0,15687000000.0,1591000000.0,1591000000.0,1099000000.0,548000000.0,12449000000.0,8545000000.0,3904000000.0,1137000000.0,1195000000.0,1195000000.0,1572000000.0,65121000000.0,42935000000.0,5899000000.0,31609000000.0,16080000000.0,15529000000.0,5427000000.0,-9283000000.0,14710000000.0,1213000000.0,4684000000.0,4320000000.0,4201000000.0,292000000.0,0.0,22186000000.0,355000000.0,1204000000.0,4930000000.0,1004000000.0,3098000000.0,828000000.0,6392000000.0,700000000.0,129000000.0,5563000000.0,9305000000.0,1676000000.0,7629000000.0,2022-12-31,,,,
534300000.0,534300000.0,30035000000.0,61595000000.0,-25576000000.0,66943000000.0,30488000000.0,-25576000000.0,5348000000.0,66109000000.0,5348000000.0,5348000000.0,-268000000.0,-268000000.0,,,-26919000000.0,32535000000.0,32535000000.0,83372000000.0,69157000000.0,2532000000.0,5864000000.0,60761000000.0,60761000000.0,14215000000.0,834000000.0,834000000.0,,,13381000000.0,12061000000.0,1320000000.0,,,,1320000000.0,88720000000.0,44017000000.0,7633000000.0,30924000000.0,15393000000.0,15531000000.0,5460000000.0,,,,,,,,,44703000000.0,2395000000.0,,5011000000.0,1130000000.0,2978000000.0,903000000.0,5736000000.0,,,5736000000.0,31561000000.0,1000000.0,31560000000.0,2023-03-31,,,,
534900000.0,534900000.0,27296000000.0,61544000000.0,-23383000000.0,68325000000.0,30283000000.0,-23383000000.0,6781000000.0,66158000000.0,6781000000.0,6781000000.0,-280000000.0,-280000000.0,,,-25540000000.0,32601000000.0,32601000000.0,83488000000.0,66391000000.0,2536000000.0,4478000000.0,59377000000.0,59377000000.0,17097000000.0,2167000000.0,2167000000.0,,,14930000000.0,13718000000.0,1212000000.0,,,,1212000000.0,90269000000.0,42889000000.0,7193000000.0,30164000000.0,14633000000.0,15531000000.0,5532000000.0,,,,,,,,,47380000000.0,2324000000.0,,4978000000.0,1075000000.0,3048000000.0,855000000.0,5830000000.0,,,5830000000.0,34248000000.0,0.0,34248000000.0,2023-06-30,,,,
535100000.0,535100000.0,25727000000.0,60468000000.0,-21003000000.0,68124000000.0,31523000000.0,-21003000000.0,7656000000.0,66696000000.0,7656000000.0,7656000000.0,-126000000.0,-126000000.0,,,-24971000000.0,32753000000.0,32753000000.0,82878000000.0,65924000000.0,2305000000.0,4579000000.0,59040000000.0,59040000000.0,16954000000.0,1428000000.0,1428000000.0,,,15526000000.0,14168000000.0,1358000000.0,,,,1358000000.0,90534000000.0,42057000000.0,7835000000.0,28659000000.0,13150000000.0,15509000000.0,5563000000.0,,,,,,,,,48477000000.0,2565000000.0,,5026000000.0,1185000000.0,2992000000.0,849000000.0,6145000000.0,,,6145000000.0,34741000000.0,0.0,34741000000.0,2023-09-30,,,,
535400000.0,535400000.0,53669000000.0,64613000000.0,-45038000000.0,70845000000.0,11940000000.0,-45038000000.0,6232000000.0,69402000000.0,6232000000.0,6232000000.0,-289000000.0,9000000.0,-298000000.0,0.0,-26549000000.0,33070000000.0,33070000000.0,90922000000.0,72530000000.0,2326000000.0,4680000000.0,63170000000.0,63170000000.0,18392000000.0,1443000000.0,1443000000.0,1381000000.0,,15568000000.0,11109000000.0,4459000000.0,1205000000.0,1664000000.0,1664000000.0,1590000000.0,97154000000.0,66822000000.0,9611000000.0,51270000000.0,32641000000.0,18629000000.0,5941000000.0,-9808000000.0,15749000000.0,1550000000.0,4813000000.0,4540000000.0,4507000000.0,339000000.0,0.0,30332000000.0,281000000.0,1647000000.0,9518000000.0,2778000000.0,5747000000.0,993000000.0,7942000000.0,502000000.0,172000000.0,7268000000.0,10944000000.0,0.0,10944000000.0,2023-12-31,0.0,2354000000.0,2354000000.0,936000000.0
