tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.075515,3074000000.0,0.0,0.0,1616000000.0,911000000.0,1747000000.0,3074000000.0,2163000000.0,-415000000.0,415000000.0,1616000000.0,1616000000.0,4609000000.0,2230000000.0,539000000.0,535000000.0,3.0,3.02,1616000000.0,1616000000.0,1616000000.0,1616000000.0,1616000000.0,132000000.0,1748000000.0,-67000000.0,-67000000.0,0.0,-415000000.0,415000000.0,2230000000.0,2862000000.0,-34000000.0,1324000000.0,1572000000.0,5092000000.0,1747000000.0,6839000000.0,6552000000.0,2022-12-31
0.0,0.175,4885000000.0,,,2841000000.0,900000000.0,1720000000.0,4885000000.0,3985000000.0,-543000000.0,543000000.0,2841000000.0,2841000000.0,4184000000.0,1921000000.0,538000000.0,534000000.0,5.28,5.32,2841000000.0,2841000000.0,2841000000.0,2841000000.0,2841000000.0,601000000.0,3442000000.0,2064000000.0,2064000000.0,,-543000000.0,543000000.0,1921000000.0,2464000000.0,148000000.0,1058000000.0,1258000000.0,4385000000.0,1720000000.0,6105000000.0,5846000000.0,2023-03-31
0.0,0.146,3262000000.0,,,1379000000.0,896000000.0,1813000000.0,3262000000.0,2366000000.0,-752000000.0,752000000.0,1379000000.0,1379000000.0,4302000000.0,2684000000.0,537000000.0,535000000.0,2.57,2.58,1379000000.0,1379000000.0,1379000000.0,1379000000.0,1379000000.0,235000000.0,1614000000.0,-318000000.0,-318000000.0,,-752000000.0,752000000.0,2684000000.0,2489000000.0,82000000.0,1113000000.0,1294000000.0,5173000000.0,1813000000.0,6986000000.0,6683000000.0,2023-06-30
0.0,0.111,3601000000.0,,,1730000000.0,895000000.0,1806000000.0,3601000000.0,2706000000.0,-759000000.0,759000000.0,1730000000.0,1730000000.0,4882000000.0,2021000000.0,538000000.0,535000000.0,3.22,3.23,1730000000.0,1730000000.0,1730000000.0,1730000000.0,1730000000.0,217000000.0,1947000000.0,685000000.0,685000000.0,,-759000000.0,759000000.0,2021000000.0,3076000000.0,644000000.0,1079000000.0,1353000000.0,5097000000.0,1806000000.0,6903000000.0,6548000000.0,2023-09-30
0.0,0.099765,3053000000.0,,,767000000.0,1380000000.0,3112000000.0,3053000000.0,1673000000.0,-821000000.0,821000000.0,767000000.0,767000000.0,6925000000.0,1271000000.0,,,,,767000000.0,767000000.0,767000000.0,767000000.0,767000000.0,85000000.0,852000000.0,402000000.0,402000000.0,,-821000000.0,821000000.0,1271000000.0,3813000000.0,5000000.0,1534000000.0,2274000000.0,5084000000.0,3112000000.0,8196000000.0,7833000000.0,2023-12-31
