free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
2309000000.0,0.0,297000000.0,-19000000.0,-340000000.0,7629000000.0,9502000000.0,-1873000000.0,-1049000000.0,-1049000000.0,-287000000.0,-1040000000.0,-1040000000.0,0.0,0.0,278000000.0,278000000.0,297000000.0,-19000000.0,-3473000000.0,-3473000000.0,47000000.0,547000000.0,771000000.0,-224000000.0,-3727000000.0,-3857000000.0,-340000000.0,-340000000.0,2649000000.0,2649000000.0,304000000.0,298000000.0,92000000.0,185000000.0,185000000.0,296000000.0,-111000000.0,-111000000.0,-91000000.0,-180000000.0,-180000000.0,-412000000.0,-351000000.0,-351000000.0,911000000.0,911000000.0,911000000.0,180000000.0,178000000.0,,2000000.0,1616000000.0,2022-12-31
720000000.0,0.0,-704000000.0,23798000000.0,-344000000.0,31560000000.0,7629000000.0,23931000000.0,21509000000.0,21509000000.0,-448000000.0,-1137000000.0,-1137000000.0,0.0,0.0,23094000000.0,23094000000.0,-704000000.0,23798000000.0,1358000000.0,1358000000.0,28000000.0,1674000000.0,1674000000.0,,,,-344000000.0,-344000000.0,1064000000.0,1064000000.0,-754000000.0,-710000000.0,-139000000.0,297000000.0,297000000.0,-253000000.0,550000000.0,550000000.0,-58000000.0,-144000000.0,-144000000.0,-13000000.0,-49000000.0,-49000000.0,900000000.0,900000000.0,900000000.0,-1861000000.0,-31000000.0,-1830000000.0,,2841000000.0,2023-03-31
3838000000.0,0.0,0.0,-18000000.0,-271000000.0,34248000000.0,31560000000.0,2688000000.0,-1210000000.0,-1210000000.0,-53000000.0,-1139000000.0,-1139000000.0,0.0,0.0,-18000000.0,-18000000.0,0.0,-18000000.0,-211000000.0,-211000000.0,59000000.0,1000000.0,1000000.0,,,,-271000000.0,-271000000.0,4109000000.0,4109000000.0,1115000000.0,1112000000.0,70000000.0,-1000000.0,-1000000.0,-118000000.0,117000000.0,117000000.0,30000000.0,-96000000.0,-96000000.0,184000000.0,-154000000.0,-154000000.0,896000000.0,896000000.0,896000000.0,689000000.0,28000000.0,661000000.0,,1379000000.0,2023-06-30
2512000000.0,0.0,-750000000.0,1000000.0,-248000000.0,34741000000.0,34248000000.0,493000000.0,-2005000000.0,-2005000000.0,-116000000.0,-1140000000.0,-1140000000.0,0.0,0.0,-749000000.0,-749000000.0,-750000000.0,1000000.0,-262000000.0,-262000000.0,-13000000.0,-1000000.0,0.0,-1000000.0,,,-248000000.0,-248000000.0,2760000000.0,2760000000.0,53000000.0,-68000000.0,-263000000.0,780000000.0,780000000.0,156000000.0,624000000.0,624000000.0,-54000000.0,-342000000.0,-342000000.0,678000000.0,-447000000.0,-447000000.0,895000000.0,895000000.0,895000000.0,-149000000.0,-14000000.0,-135000000.0,0.0,1730000000.0,2023-09-30
289000000.0,0.0,0.0,3996000000.0,-249000000.0,10944000000.0,34741000000.0,-23797000000.0,2754000000.0,2754000000.0,-102000000.0,-1140000000.0,-1140000000.0,0.0,0.0,3996000000.0,3996000000.0,0.0,3996000000.0,-27089000000.0,-27089000000.0,151000000.0,-2000000.0,-2000000.0,0.0,,,-249000000.0,-249000000.0,538000000.0,538000000.0,-898000000.0,397000000.0,-232000000.0,-1203000000.0,-2138000000.0,-187000000.0,-1951000000.0,-1951000000.0,573000000.0,-433000000.0,-433000000.0,-286000000.0,-623000000.0,-623000000.0,1380000000.0,1380000000.0,1380000000.0,-233000000.0,28000000.0,-261000000.0,0.0,767000000.0,2023-12-31
