tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,impairment_of_capital_assets,restructuring_and_mergern_acquisition,earnings_from_equity_interest,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-483000.0,0.21,270900000.0,-2300000.0,-2300000.0,31400000.0,130000000.0,311200000.0,268600000.0,138600000.0,-69200000.0,67500000.0,1600000.0,33217000.0,46500000.0,758500000.0,143500000.0,193100000.0,192700000.0,0.24,0.24,46500000.0,46500000.0,46500000.0,-3900000.0,50400000.0,15100000.0,35300000.0,35800000.0,71100000.0,-3200000.0,-4200000.0,-2300000.0,,2300000.0,3300000.0,-69200000.0,3300000.0,67500000.0,1600000.0,143600000.0,447300000.0,130000000.0,130000000.0,317300000.0,590900000.0,311200000.0,902100000.0,902100000.0,2022-12-31
-344400.0,0.246,278500000.0,-1400000.0,-1400000.0,52700000.0,129700000.0,324900000.0,277100000.0,147400000.0,-67700000.0,71800000.0,5800000.0,53755600.0,52600000.0,795100000.0,145200000.0,193900000.0,193000000.0,0.27,0.27,52600000.0,52600000.0,52600000.0,-4300000.0,56900000.0,-100000.0,57000000.0,18600000.0,75600000.0,-2000000.0,-3700000.0,-1400000.0,,1400000.0,3100000.0,-67700000.0,1700000.0,71800000.0,5800000.0,145200000.0,470200000.0,129700000.0,129700000.0,340500000.0,615400000.0,324900000.0,940300000.0,940300000.0,2023-03-31
-604800.0,0.252,281700000.0,-2400000.0,-2400000.0,54100000.0,130100000.0,365500000.0,279300000.0,149200000.0,-69800000.0,72600000.0,4300000.0,55895200.0,53900000.0,809600000.0,158400000.0,194000000.0,193200000.0,0.28,0.28,53900000.0,53900000.0,53900000.0,-3300000.0,57200000.0,-200000.0,57300000.0,19300000.0,76600000.0,-11800000.0,-14300000.0,-2400000.0,,2400000.0,4900000.0,-69800000.0,1500000.0,72600000.0,4300000.0,158400000.0,444100000.0,130100000.0,130100000.0,314000000.0,602500000.0,365500000.0,968000000.0,968000000.0,2023-06-30
-87297000.0,0.21,328000000.0,-415700000.0,-415700000.0,-318300000.0,131300000.0,344800000.0,-87700000.0,-219000000.0,-69000000.0,72700000.0,5000000.0,10103000.0,-318800000.0,790900000.0,-236300000.0,193400000.0,193400000.0,-1.65,-1.65,-318800000.0,-318800000.0,-318800000.0,-4300000.0,-314400000.0,-500000.0,-313900000.0,22200000.0,-291700000.0,-400300000.0,11700000.0,-415700000.0,414000000.0,1700000.0,3700000.0,-69000000.0,1300000.0,72700000.0,5000000.0,177800000.0,446100000.0,131300000.0,131300000.0,314800000.0,623900000.0,344800000.0,968700000.0,968700000.0,2023-09-30
630000.0,0.21,276500000.0,3000000.0,3000000.0,87000000.0,133300000.0,444100000.0,279500000.0,146200000.0,-72400000.0,71000000.0,5600000.0,84630000.0,87000000.0,817700000.0,142200000.0,194300000.0,193700000.0,0.03,0.03,87000000.0,87000000.0,87000000.0,-3500000.0,90500000.0,0.0,90500000.0,-15400000.0,75200000.0,10900000.0,3300000.0,3000000.0,-81000000.0,78000000.0,4600000.0,-72400000.0,7000000.0,71000000.0,5600000.0,136600000.0,373600000.0,133300000.0,133300000.0,240300000.0,510200000.0,444100000.0,954300000.0,954300000.0,2023-12-31
-3202800.0,0.157,306100000.0,-20400000.0,-20400000.0,65100000.0,134000000.0,406300000.0,285700000.0,151700000.0,-67000000.0,68700000.0,5400000.0,82297200.0,65100000.0,845900000.0,157200000.0,195300000.0,194100000.0,0.33,0.34,65100000.0,65100000.0,65100000.0,-4900000.0,70000000.0,0.0,70000000.0,13000000.0,83000000.0,-25500000.0,-9800000.0,-20400000.0,,20400000.0,4700000.0,-67000000.0,3700000.0,68700000.0,5400000.0,175300000.0,439600000.0,134000000.0,134000000.0,305600000.0,614900000.0,406300000.0,1021200000.0,1021200000.0,2024-03-31
