treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_note_receivables,financial_assets,investments_and_advances,other_investments,investmentin_financial_assets,long_term_equity_investment,investments_in_other_ventures_under_equity_method,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
6000000.0,192700000.0,198700000.0,5084800000.0,5805800000.0,-5057000000.0,9840000000.0,544700000.0,-5057000000.0,135700000.0,4169900000.0,9725400000.0,4269400000.0,99500000.0,4169900000.0,,-284500000.0,-284500000.0,284500000.0,2446600000.0,2290300000.0,2000000.0,2000000.0,7396900000.0,6491400000.0,16500000.0,10000000.0,40100000.0,767300000.0,5300000.0,762000000.0,5657500000.0,102000000.0,5555500000.0,905500000.0,53400000.0,111900000.0,111900000.0,148300000.0,33700000.0,114600000.0,114600000.0,591900000.0,333500000.0,258400000.0,8000000.0,8000000.0,250400000.0,11666300000.0,10216200000.0,61500000.0,8200000.0,8200000.0,70300000.0,237700000.0,265900000.0,3000000.0,213100000.0,49800000.0,,265900000.0,9226900000.0,3675500000.0,5551400000.0,345700000.0,-711300000.0,1057000000.0,127400000.0,783300000.0,143100000.0,3200000.0,0.0,1450200000.0,103600000.0,145100000.0,613600000.0,11400000.0,602200000.0,-11000000.0,613200000.0,587900000.0,2600000.0,585300000.0,2022-12-31
6000000.0,193200000.0,199200000.0,5130600000.0,5697000000.0,-4978100000.0,9797900000.0,502700000.0,-4978100000.0,127400000.0,4228300000.0,9683300000.0,4331500000.0,103200000.0,4228300000.0,-100000.0,-282200000.0,-282200000.0,292100000.0,2478400000.0,2322300000.0,2000000.0,2000000.0,7231600000.0,6353200000.0,17100000.0,14000000.0,40900000.0,732900000.0,6200000.0,726700000.0,5548300000.0,93300000.0,5455000000.0,878400000.0,59300000.0,121900000.0,121900000.0,148700000.0,34100000.0,114600000.0,114600000.0,548500000.0,225900000.0,322600000.0,24200000.0,24200000.0,298400000.0,11563100000.0,10181900000.0,77700000.0,,,72400000.0,193700000.0,302400000.0,,,302400000.0,302400000.0,,9206400000.0,3636600000.0,5569800000.0,329300000.0,-736900000.0,1066200000.0,1066200000.0,,,,,1381100000.0,111100000.0,175700000.0,652600000.0,,652600000.0,-11200000.0,663800000.0,441700000.0,2700000.0,439000000.0,2023-03-31
6100000.0,193300000.0,199400000.0,5027100000.0,5594200000.0,-4845500000.0,9830900000.0,481400000.0,-4845500000.0,125100000.0,4361800000.0,9716300000.0,4462000000.0,100200000.0,4361800000.0,,-202600000.0,-202600000.0,294400000.0,2511500000.0,2345300000.0,2000000.0,2000000.0,7164500000.0,6228600000.0,17700000.0,16000000.0,41700000.0,707800000.0,8100000.0,699700000.0,5445400000.0,90900000.0,5354500000.0,935900000.0,55800000.0,117600000.0,117600000.0,148800000.0,34200000.0,114600000.0,114600000.0,613700000.0,271100000.0,342600000.0,22000000.0,22000000.0,320600000.0,11626500000.0,10209100000.0,94100000.0,,,76700000.0,233100000.0,285200000.0,,,285200000.0,285200000.0,,9207300000.0,3610000000.0,5597300000.0,312700000.0,-763400000.0,1076100000.0,1076100000.0,,,,,1417300000.0,124300000.0,175600000.0,672800000.0,,672800000.0,-12000000.0,684800000.0,444600000.0,2600000.0,442000000.0,2023-06-30
6200000.0,193700000.0,199900000.0,4947600000.0,5483500000.0,-4692800000.0,9307500000.0,490800000.0,-4692800000.0,115000000.0,3939000000.0,9192900000.0,4040600000.0,101600000.0,3939000000.0,,-238700000.0,-238700000.0,302200000.0,2091300000.0,2386600000.0,2000000.0,2000000.0,6985800000.0,6074700000.0,14300000.0,3700000.0,44000000.0,674000000.0,7800000.0,666200000.0,5338700000.0,84800000.0,5253900000.0,911100000.0,62200000.0,111700000.0,111700000.0,144800000.0,30200000.0,114600000.0,114600000.0,592400000.0,307000000.0,285400000.0,14700000.0,14700000.0,270700000.0,11026400000.0,9624500000.0,96800000.0,,,77900000.0,235100000.0,291700000.0,,,291700000.0,291700000.0,,8631800000.0,3546300000.0,5085500000.0,291200000.0,-781800000.0,1073000000.0,1073000000.0,,,,,1401900000.0,132200000.0,151700000.0,694500000.0,,694500000.0,-15100000.0,709600000.0,423500000.0,2600000.0,420900000.0,2023-09-30
6200000.0,193800000.0,200000000.0,4864200000.0,5448400000.0,-4683100000.0,9348600000.0,472400000.0,-4683100000.0,108000000.0,4008200000.0,9259000000.0,4105500000.0,97300000.0,4008200000.0,,-260900000.0,-260900000.0,302900000.0,2157100000.0,2412900000.0,2000000.0,2000000.0,6999600000.0,5996900000.0,16100000.0,0.0,40200000.0,608000000.0,15100000.0,592900000.0,5332600000.0,81800000.0,5250800000.0,1002700000.0,71400000.0,125100000.0,125100000.0,115800000.0,26200000.0,89600000.0,89600000.0,690400000.0,428900000.0,261500000.0,10200000.0,10200000.0,251300000.0,11105100000.0,9630000000.0,93700000.0,11100000.0,11100000.0,82000000.0,162300000.0,291400000.0,3700000.0,233800000.0,53900000.0,,,8691300000.0,3515300000.0,5176000000.0,298200000.0,-804400000.0,1102600000.0,98900000.0,856700000.0,143800000.0,3200000.0,0.0,1475100000.0,127800000.0,145400000.0,723000000.0,,723000000.0,-16400000.0,739400000.0,478900000.0,2700000.0,476200000.0,2023-12-31
6400000.0,194228797.0,200628797.0,4897000000.0,5445000000.0,-4545200000.0,9405900000.0,561900000.0,-4545200000.0,114400000.0,4075300000.0,9328400000.0,4177200000.0,101900000.0,4075300000.0,,-262800000.0,-262800000.0,313500000.0,2199100000.0,2450500000.0,2000000.0,2000000.0,6847500000.0,5986500000.0,19100000.0,,41000000.0,583500000.0,16800000.0,566700000.0,5342900000.0,89800000.0,5253100000.0,861000000.0,78600000.0,138400000.0,138400000.0,102100000.0,24600000.0,77500000.0,77500000.0,541900000.0,253200000.0,288700000.0,7400000.0,7400000.0,281300000.0,11024700000.0,9602000000.0,128200000.0,,,83300000.0,173400000.0,302800000.0,3800000.0,239200000.0,59800000.0,,,8620500000.0,3450100000.0,5170400000.0,293800000.0,-822500000.0,1116300000.0,1116300000.0,,,,,1422900000.0,65200000.0,146900000.0,774600000.0,,774600000.0,-17600000.0,792200000.0,436200000.0,2600000.0,433600000.0,2024-03-31
