treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,payables,dueto_related_parties_current,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,current_deferred_assets,restricted_cash,prepaid_assets,inventory,other_inventories,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
22600000.0,109600000.0,132200000.0,,2701400000.0,21748500000.0,24645400000.0,12742800000.0,21748500000.0,720000000.0,22664000000.0,24645400000.0,22664000000.0,22664000000.0,-238800000.0,-238800000.0,10353300000.0,23306700000.0,9949300000.0,100000.0,100000.0,0.0,6550500000.0,3409200000.0,638000000.0,69800000.0,69800000.0,2701400000.0,720000000.0,1981400000.0,3141300000.0,477900000.0,477900000.0,0.0,2663400000.0,2063400000.0,600000000.0,10500000.0,300000.0,300000.0,589200000.0,29214500000.0,13330400000.0,1521800000.0,1723700000.0,1723700000.0,5406400000.0,5406400000.0,5406400000.0,915500000.0,915500000.0,3763000000.0,-1669200000.0,5432200000.0,114300000.0,980500000.0,1315300000.0,487600000.0,2270000000.0,264500000.0,0.0,15884100000.0,,521800000.0,,411200000.0,2401900000.0,521800000.0,98600000.0,963100000.0,818400000.0,5328700000.0,5328700000.0,7742300000.0,4636400000.0,3105900000.0,2022-12-31
23500000.0,109700000.0,133200000.0,,2701800000.0,22566500000.0,25477000000.0,13809100000.0,22566500000.0,720000000.0,23495200000.0,25477000000.0,23495200000.0,23495200000.0,-181600000.0,-181600000.0,11045500000.0,24124500000.0,10597700000.0,100000.0,100000.0,0.0,6564700000.0,3464600000.0,677300000.0,85500000.0,85500000.0,2701800000.0,720000000.0,1981800000.0,3100100000.0,426300000.0,426300000.0,,2673800000.0,2074300000.0,599500000.0,,,,599500000.0,30059900000.0,13150700000.0,349600000.0,1924900000.0,1924900000.0,6066600000.0,6066600000.0,6066600000.0,928700000.0,,3880900000.0,,,,,,,,,,16909200000.0,406200000.0,555100000.0,,,2424700000.0,555100000.0,169300000.0,855700000.0,844600000.0,5118600000.0,5118600000.0,8959700000.0,5043400000.0,3916300000.0,2023-03-31
24500000.0,108900000.0,133400000.0,45000000.0,2702200000.0,23064900000.0,26000100000.0,13818600000.0,23064900000.0,720000000.0,24017900000.0,26000100000.0,24017900000.0,24017900000.0,-197700000.0,-197700000.0,11765900000.0,25092900000.0,10888500000.0,100000.0,100000.0,0.0,6639600000.0,3535200000.0,716800000.0,116200000.0,116200000.0,2702200000.0,720000000.0,1982200000.0,3104400000.0,381100000.0,381100000.0,,2723300000.0,2176000000.0,547300000.0,,,,547300000.0,30657500000.0,13734500000.0,393200000.0,2138500000.0,2138500000.0,6327200000.0,6327200000.0,6327200000.0,953000000.0,,3922600000.0,,,,,,,,,,16923000000.0,360800000.0,499500000.0,5500000.0,,2507700000.0,499500000.0,125300000.0,1069600000.0,813300000.0,5121300000.0,5121300000.0,8927700000.0,6990500000.0,1937200000.0,2023-06-30
25100000.0,108818146.0,133918146.0,,2702600000.0,23887200000.0,26887000000.0,15036200000.0,23887200000.0,720000000.0,24904400000.0,26887000000.0,24904400000.0,24904400000.0,-176800000.0,-176800000.0,12271100000.0,26100700000.0,11251500000.0,100000.0,100000.0,0.0,7258900000.0,3660300000.0,832400000.0,125300000.0,125300000.0,2702600000.0,720000000.0,1982600000.0,3598600000.0,417300000.0,417300000.0,,3181300000.0,2644700000.0,536600000.0,,,,536600000.0,32163300000.0,13528500000.0,409900000.0,2316800000.0,2316800000.0,5778500000.0,5778500000.0,5778500000.0,1017200000.0,,4006100000.0,,,,,,,,,,18634800000.0,574700000.0,,,,2562000000.0,536600000.0,114200000.0,1123900000.0,787300000.0,5584500000.0,5584500000.0,9913600000.0,7761300000.0,2152300000.0,2023-09-30
25500000.0,109418146.0,134918146.0,,2702900000.0,24934500000.0,27956000000.0,16055800000.0,24934500000.0,720000000.0,25973100000.0,27956000000.0,25973100000.0,25973100000.0,-80900000.0,-80900000.0,12560400000.0,27260300000.0,11354000000.0,100000.0,100000.0,0.0,7107100000.0,3683700000.0,854100000.0,126700000.0,126700000.0,2702900000.0,720000000.0,1982900000.0,3423400000.0,458900000.0,458900000.0,,2964500000.0,2357900000.0,606600000.0,,,,606600000.0,33080200000.0,13601000000.0,444100000.0,2575400000.0,2575400000.0,5396500000.0,5396500000.0,5396500000.0,1038600000.0,1038600000.0,4146400000.0,-1978800000.0,6125200000.0,133900000.0,1345000000.0,1384500000.0,555600000.0,2423100000.0,283100000.0,0.0,19479200000.0,386600000.0,,,,2580500000.0,522100000.0,147300000.0,1121800000.0,789300000.0,5667300000.0,5667300000.0,10844800000.0,8114800000.0,2730000000.0,2023-12-31
