tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,restructuring_and_mergern_acquisition
-6723393.975995,0.096324,1512000000.0,-69800000.0,-69800000.0,1197100000.0,100100000.0,540600000.0,1442200000.0,1342100000.0,142700000.0,17400000.0,,1260176606.024005,1197100000.0,2237600000.0,1146800000.0,114000000.0,107000000.0,10.5,11.19,1197100000.0,1197100000.0,1197100000.0,1197100000.0,1197100000.0,127600000.0,1324700000.0,5200000.0,75000000.0,-30000000.0,30000000.0,,142700000.0,17400000.0,,1176800000.0,1697000000.0,-6600000.0,1043100000.0,660500000.0,2873800000.0,540600000.0,3414400000.0,3286700000.0,2022-12-31,
-10377600.0,0.047,1196300000.0,-220800000.0,-220800000.0,817800000.0,99500000.0,457500000.0,975500000.0,876000000.0,77200000.0,18000000.0,95200000.0,1028222400.0,817800000.0,2159300000.0,946700000.0,114000000.0,107100000.0,7.17,7.64,817800000.0,817800000.0,817800000.0,817800000.0,817800000.0,40200000.0,858000000.0,-222000000.0,-1200000.0,-56100000.0,56100000.0,-164700000.0,77200000.0,18000000.0,95200000.0,1002800000.0,1701800000.0,-500000.0,1101200000.0,601100000.0,2704600000.0,457500000.0,3162100000.0,3046100000.0,2023-03-31,
-3275400.0,0.106,1235800000.0,-30900000.0,-30900000.0,968400000.0,103100000.0,404900000.0,1204900000.0,1101800000.0,99400000.0,18900000.0,118300000.0,996024600.0,968400000.0,2141600000.0,1016500000.0,113900000.0,107000000.0,8.5,9.05,968400000.0,968400000.0,968400000.0,968400000.0,968400000.0,114500000.0,1082900000.0,-33000000.0,-2100000.0,0.0,,-30900000.0,99400000.0,18900000.0,118300000.0,1016500000.0,1736700000.0,-600000.0,1085300000.0,652000000.0,2753200000.0,404900000.0,3158100000.0,3088800000.0,2023-06-30,
-18627900.0,0.093,1434300000.0,-200300000.0,-200300000.0,1007800000.0,105400000.0,436400000.0,1234000000.0,1128600000.0,115900000.0,17800000.0,133700000.0,1189472100.0,1007800000.0,2151700000.0,1111000000.0,113400000.0,106300000.0,8.89,9.48,1007800000.0,1007800000.0,1007800000.0,1007800000.0,1007800000.0,103000000.0,1110800000.0,-216100000.0,-15800000.0,-100000000.0,100000000.0,-100300000.0,115900000.0,17800000.0,133700000.0,1211000000.0,1715300000.0,-500000.0,1075300000.0,640500000.0,2926300000.0,436400000.0,3362700000.0,3224400000.0,2023-09-30,
3192000.0,0.21,1263700000.0,15200000.0,15200000.0,1159600000.0,113000000.0,517000000.0,1278900000.0,1165900000.0,130400000.0,18300000.0,148700000.0,1147592000.0,1159600000.0,2431400000.0,972900000.0,,,,,1159600000.0,1159600000.0,1159600000.0,1159600000.0,1159600000.0,-12000000.0,1147600000.0,14300000.0,-900000.0,-30000000.0,,45200000.0,130400000.0,18300000.0,148700000.0,1002900000.0,1914400000.0,-500000.0,1177200000.0,737700000.0,2917300000.0,517000000.0,3434300000.0,3221800000.0,2023-12-31,30000000.0
