free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_preferred_stock_issuance,preferred_stock_payments,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,net_business_purchase_and_sale,sale_of_business,purchase_of_business,operating_cash_flow,date
2534000000.0,-596000000.0,-8000000.0,0.0,314000000.0,444000000.0,20195000000.0,22200000000.0,359000000.0,-2364000000.0,-4701000000.0,-4701000000.0,453000000.0,-422000000.0,-29000000.0,-393000000.0,0.0,0.0,-596000000.0,-596000000.0,-8000000.0,-8000000.0,-8000000.0,0.0,-197000000.0,-197000000.0,1000000.0,1172000000.0,36420000000.0,-35248000000.0,379000000.0,630000000.0,-251000000.0,-435000000.0,309000000.0,-744000000.0,2534000000.0,2022-12-31
2026000000.0,-780000000.0,-1012000000.0,1000000000.0,183000000.0,171000000.0,18456000000.0,20195000000.0,34000000.0,-1773000000.0,-2295000000.0,-2295000000.0,18000000.0,-455000000.0,-66000000.0,-389000000.0,,,-780000000.0,-780000000.0,-12000000.0,-12000000.0,-1012000000.0,1000000000.0,-1504000000.0,-1504000000.0,-97000000.0,718000000.0,23446000000.0,-22728000000.0,-233000000.0,26000000.0,-259000000.0,-141000000.0,294000000.0,-435000000.0,2026000000.0,2023-03-31
3038000000.0,-672000000.0,-670000000.0,277000000.0,289000000.0,945000000.0,15417000000.0,18456000000.0,-110000000.0,-2929000000.0,379000000.0,379000000.0,2781000000.0,-431000000.0,-32000000.0,-399000000.0,,,-672000000.0,-672000000.0,-393000000.0,-393000000.0,-670000000.0,277000000.0,-6346000000.0,-6346000000.0,-10000000.0,-6882000000.0,17604000000.0,-24486000000.0,-246000000.0,50000000.0,-296000000.0,-228000000.0,247000000.0,-475000000.0,3038000000.0,2023-06-30
3475000000.0,-792000000.0,-70000000.0,1066000000.0,206000000.0,236000000.0,14912000000.0,15417000000.0,-160000000.0,-345000000.0,-848000000.0,-848000000.0,362000000.0,-459000000.0,-67000000.0,-392000000.0,,,-792000000.0,-792000000.0,996000000.0,996000000.0,-70000000.0,1066000000.0,-2972000000.0,-2972000000.0,-18000000.0,-3160000000.0,18109000000.0,-21269000000.0,-304000000.0,47000000.0,-351000000.0,-217000000.0,157000000.0,-374000000.0,3475000000.0,2023-09-30
5182000000.0,-859000000.0,-128000000.0,328000000.0,311000000.0,531000000.0,20639000000.0,14912000000.0,145000000.0,5582000000.0,-176000000.0,-176000000.0,1258000000.0,-419000000.0,-33000000.0,-386000000.0,,,-859000000.0,-859000000.0,200000000.0,200000000.0,-128000000.0,328000000.0,576000000.0,576000000.0,-18000000.0,1146000000.0,16937000000.0,-15791000000.0,-131000000.0,20000000.0,-151000000.0,-169000000.0,217000000.0,-386000000.0,5182000000.0,2023-12-31
