treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
105798837.0,575591426.0,681390263.0,1642000000.0,4228000000.0,363000000.0,11085000000.0,824000000.0,363000000.0,1258000000.0,8115000000.0,11085000000.0,9056000000.0,941000000.0,8115000000.0,-1255000000.0,-1255000000.0,-2186000000.0,11550000000.0,6000000.0,6000000.0,7835000000.0,4896000000.0,471000000.0,156000000.0,156000000.0,179000000.0,179000000.0,4090000000.0,1120000000.0,2970000000.0,2939000000.0,601000000.0,591000000.0,591000000.0,138000000.0,138000000.0,,,165000000.0,1609000000.0,1052000000.0,557000000.0,233000000.0,16000000.0,308000000.0,16891000000.0,13128000000.0,714000000.0,144000000.0,393000000.0,535000000.0,386000000.0,524000000.0,230000000.0,230000000.0,294000000.0,7752000000.0,2585000000.0,5167000000.0,3066000000.0,,3066000000.0,,3066000000.0,,,,,3763000000.0,471000000.0,328000000.0,1636000000.0,1636000000.0,-57000000.0,1693000000.0,1328000000.0,1328000000.0,2022-12-31
105798837.0,574596308.0,680395145.0,1281000000.0,4193000000.0,399000000.0,11017000000.0,828000000.0,399000000.0,1253000000.0,8077000000.0,11017000000.0,8984000000.0,907000000.0,8077000000.0,-1279000000.0,-1279000000.0,-2136000000.0,11486000000.0,6000000.0,6000000.0,8050000000.0,4846000000.0,465000000.0,156000000.0,156000000.0,172000000.0,172000000.0,4053000000.0,1113000000.0,2940000000.0,3204000000.0,601000000.0,623000000.0,623000000.0,140000000.0,140000000.0,,,,1840000000.0,1164000000.0,676000000.0,255000000.0,14000000.0,407000000.0,17034000000.0,13002000000.0,717000000.0,150000000.0,391000000.0,521000000.0,368000000.0,506000000.0,227000000.0,227000000.0,279000000.0,7678000000.0,2542000000.0,5136000000.0,3039000000.0,,3039000000.0,,3039000000.0,,,,,4032000000.0,477000000.0,356000000.0,1540000000.0,1540000000.0,-61000000.0,1601000000.0,1659000000.0,1659000000.0,2023-03-31
105798837.0,571959816.0,677758653.0,1092000000.0,4207000000.0,435000000.0,10989000000.0,888000000.0,435000000.0,1282000000.0,8064000000.0,10989000000.0,8945000000.0,881000000.0,8064000000.0,-1247000000.0,-1247000000.0,-2144000000.0,11449000000.0,6000000.0,6000000.0,7976000000.0,4811000000.0,446000000.0,134000000.0,134000000.0,163000000.0,163000000.0,4068000000.0,1143000000.0,2925000000.0,3165000000.0,619000000.0,622000000.0,622000000.0,139000000.0,139000000.0,,,,1785000000.0,1123000000.0,662000000.0,206000000.0,16000000.0,440000000.0,16921000000.0,12868000000.0,674000000.0,134000000.0,376000000.0,550000000.0,393000000.0,427000000.0,235000000.0,235000000.0,192000000.0,7629000000.0,2489000000.0,5140000000.0,3078000000.0,-4359000000.0,7437000000.0,275000000.0,2299000000.0,3227000000.0,1515000000.0,121000000.0,0.0,4053000000.0,484000000.0,311000000.0,1425000000.0,1425000000.0,-57000000.0,1482000000.0,1833000000.0,1833000000.0,2023-06-30
105798837.0,572625133.0,678423970.0,1441000000.0,4158000000.0,371000000.0,10862000000.0,932000000.0,371000000.0,1188000000.0,7892000000.0,10801000000.0,8736000000.0,844000000.0,7892000000.0,-1347000000.0,-1347000000.0,-2114000000.0,11347000000.0,6000000.0,6000000.0,7739000000.0,4702000000.0,431000000.0,134000000.0,134000000.0,147000000.0,147000000.0,3990000000.0,1081000000.0,2909000000.0,3037000000.0,516000000.0,624000000.0,624000000.0,168000000.0,107000000.0,61000000.0,61000000.0,,1729000000.0,1153000000.0,576000000.0,242000000.0,10000000.0,324000000.0,16475000000.0,12506000000.0,622000000.0,132000000.0,375000000.0,520000000.0,360000000.0,391000000.0,208000000.0,208000000.0,183000000.0,7521000000.0,2417000000.0,5104000000.0,2945000000.0,,2945000000.0,,2945000000.0,,,,,3969000000.0,503000000.0,378000000.0,1559000000.0,1559000000.0,-62000000.0,1621000000.0,1529000000.0,1529000000.0,2023-09-30
105798837.0,571387327.0,677186164.0,1288000000.0,4243000000.0,545000000.0,11194000000.0,1219000000.0,545000000.0,1231000000.0,8182000000.0,11161000000.0,9102000000.0,920000000.0,8182000000.0,-1200000000.0,-1200000000.0,-1958000000.0,11334000000.0,6000000.0,6000000.0,7579000000.0,4795000000.0,456000000.0,136000000.0,136000000.0,129000000.0,129000000.0,4074000000.0,1095000000.0,2979000000.0,2784000000.0,514000000.0,510000000.0,510000000.0,169000000.0,136000000.0,33000000.0,33000000.0,,1591000000.0,1095000000.0,496000000.0,242000000.0,11000000.0,243000000.0,16681000000.0,12678000000.0,631000000.0,141000000.0,384000000.0,469000000.0,305000000.0,424000000.0,227000000.0,227000000.0,197000000.0,7637000000.0,2423000000.0,5214000000.0,2992000000.0,,2992000000.0,,2992000000.0,,,,,4003000000.0,466000000.0,297000000.0,1516000000.0,1516000000.0,-63000000.0,1579000000.0,1724000000.0,1724000000.0,2023-12-31
