tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,impairment_of_capital_assets,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-787600.0,0.358,208700000.0,-2200000.0,-2200000.0,100100000.0,43500000.0,571200000.0,206500000.0,163000000.0,-7000000.0,7000000.0,101512400.0,100100000.0,695700000.0,162900000.0,445900000.0,445400000.0,0.22,0.22,100100000.0,100100000.0,100100000.0,100100000.0,100100000.0,55900000.0,156000000.0,-2100000.0,100000.0,800000.0,-800000.0,,-3000000.0,-7000000.0,7000000.0,165100000.0,124500000.0,9400000.0,115100000.0,289600000.0,571200000.0,860800000.0,860800000.0,2022-12-31
-19500000.0,0.345133,239800000.0,-56500000.0,-56500000.0,81400000.0,46000000.0,587800000.0,183300000.0,137300000.0,-6700000.0,13000000.0,118400000.0,81400000.0,730700000.0,130600000.0,,,,,81400000.0,81400000.0,81400000.0,81400000.0,81400000.0,42900000.0,124300000.0,-56100000.0,400000.0,-57000000.0,57000000.0,,500000.0,-6700000.0,13000000.0,187100000.0,142900000.0,10200000.0,132700000.0,330000000.0,587800000.0,917800000.0,917800000.0,2023-03-31
-30910.683012,0.309107,279200000.0,-100000.0,-100000.0,157800000.0,44900000.0,580900000.0,279100000.0,234200000.0,-5800000.0,5800000.0,157869089.316988,157800000.0,720500000.0,233900000.0,442800000.0,441800000.0,0.36,0.36,157800000.0,157800000.0,157800000.0,157800000.0,157800000.0,70600000.0,228400000.0,-400000.0,-300000.0,-100000.0,100000.0,,,-5800000.0,5800000.0,233800000.0,139600000.0,10700000.0,128900000.0,373400000.0,580900000.0,954300000.0,954300000.0,2023-06-30
-5101900.0,0.313,287100000.0,-16300000.0,-16300000.0,151700000.0,45500000.0,595200000.0,270800000.0,225300000.0,-4500000.0,4500000.0,162898100.0,151700000.0,759100000.0,223400000.0,440800000.0,439600000.0,0.34,0.35,151700000.0,151700000.0,151700000.0,151700000.0,151700000.0,69100000.0,220800000.0,-14400000.0,1900000.0,-20300000.0,200000.0,20100000.0,4000000.0,-4500000.0,4500000.0,239700000.0,163900000.0,11100000.0,152800000.0,403600000.0,595200000.0,998800000.0,998800000.0,2023-09-30
-2667600.0,0.351,280600000.0,-7600000.0,-7600000.0,145100000.0,46300000.0,577600000.0,273000000.0,226700000.0,-3100000.0,3100000.0,150032400.0,145100000.0,744600000.0,226100000.0,438300000.0,437000000.0,0.33,0.33,145100000.0,145100000.0,145100000.0,145100000.0,145100000.0,78500000.0,223600000.0,-7000000.0,600000.0,900000.0,-900000.0,0.0,-8500000.0,-3100000.0,3100000.0,233700000.0,167000000.0,10700000.0,156300000.0,400700000.0,577600000.0,978300000.0,978300000.0,2023-12-31
