treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,prepaid_assets,inventory,inventories_adjustments_allowances,finished_goods,work_in_process,raw_materials,receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
245000000.0,305000000.0,550000000.0,7055000000.0,7949000000.0,-2544000000.0,10851000000.0,1810000000.0,-2544000000.0,186000000.0,3088000000.0,9261000000.0,3089000000.0,1000000.0,3088000000.0,-1841000000.0,-1841000000.0,22377000000.0,25799000000.0,1501000000.0,6000000.0,6000000.0,12333000000.0,7873000000.0,506000000.0,306000000.0,306000000.0,273000000.0,484000000.0,484000000.0,6304000000.0,131000000.0,6173000000.0,4460000000.0,1000000.0,427000000.0,427000000.0,1645000000.0,55000000.0,1590000000.0,537000000.0,1053000000.0,466000000.0,1921000000.0,780000000.0,1141000000.0,400000000.0,147000000.0,147000000.0,594000000.0,15422000000.0,9152000000.0,715000000.0,251000000.0,494000000.0,494000000.0,5632000000.0,768000000.0,4864000000.0,2060000000.0,-3904000000.0,5964000000.0,259000000.0,212000000.0,3891000000.0,1414000000.0,188000000.0,0.0,6270000000.0,175000000.0,8000000.0,52000000.0,2054000000.0,-111000000.0,1050000000.0,228000000.0,887000000.0,3273000000.0,102000000.0,3171000000.0,-26000000.0,3197000000.0,708000000.0,708000000.0,2022-12-31
246100000.0,303902781.0,550002781.0,7237000000.0,8380000000.0,-2522000000.0,11480000000.0,1092000000.0,-2522000000.0,,3100000000.0,8610000000.0,3101000000.0,1000000.0,3100000000.0,-1804000000.0,-1804000000.0,22743000000.0,26115000000.0,1526000000.0,6000000.0,6000000.0,12820000000.0,7224000000.0,964000000.0,,,273000000.0,477000000.0,477000000.0,5510000000.0,,5510000000.0,5596000000.0,1000000.0,,,2870000000.0,,2870000000.0,542000000.0,2328000000.0,,2725000000.0,1504000000.0,1221000000.0,398000000.0,224000000.0,224000000.0,599000000.0,15921000000.0,9233000000.0,1223000000.0,,503000000.0,503000000.0,5622000000.0,738000000.0,4884000000.0,1885000000.0,,,,,,,,,6688000000.0,334000000.0,10000000.0,,2000000000.0,-111000000.0,1036000000.0,252000000.0,823000000.0,3201000000.0,,3201000000.0,,,1143000000.0,1143000000.0,2023-03-31
247600000.0,302390322.0,549990322.0,7300000000.0,8222000000.0,-2502000000.0,11315000000.0,2364000000.0,-2502000000.0,,3093000000.0,10040000000.0,3094000000.0,1000000.0,3093000000.0,-1820000000.0,-1820000000.0,23116000000.0,26473000000.0,1550000000.0,6000000.0,6000000.0,12558000000.0,8518000000.0,969000000.0,,,151000000.0,451000000.0,451000000.0,6947000000.0,,6947000000.0,4040000000.0,,,,1275000000.0,,1275000000.0,699000000.0,576000000.0,,2765000000.0,1625000000.0,1140000000.0,396000000.0,154000000.0,154000000.0,590000000.0,15652000000.0,9248000000.0,1252000000.0,,500000000.0,500000000.0,5595000000.0,708000000.0,4887000000.0,1901000000.0,,,,,,,,,6404000000.0,345000000.0,0.0,,1921000000.0,-111000000.0,976000000.0,248000000.0,808000000.0,3216000000.0,,3216000000.0,,,922000000.0,922000000.0,2023-06-30
249114120.0,300885880.0,550000000.0,7076000000.0,8066000000.0,-2507000000.0,11069000000.0,2306000000.0,-2507000000.0,,3003000000.0,9821000000.0,3004000000.0,1000000.0,3003000000.0,-1902000000.0,-1902000000.0,23493000000.0,26823000000.0,1569000000.0,6000000.0,6000000.0,12391000000.0,8409000000.0,976000000.0,,,151000000.0,464000000.0,464000000.0,6818000000.0,,6818000000.0,3982000000.0,,,,1248000000.0,,1248000000.0,700000000.0,548000000.0,,2734000000.0,1588000000.0,1146000000.0,421000000.0,145000000.0,145000000.0,580000000.0,15395000000.0,9107000000.0,1238000000.0,,455000000.0,455000000.0,5510000000.0,682000000.0,4828000000.0,1904000000.0,,,,,,,,,6288000000.0,336000000.0,0.0,,1799000000.0,-120000000.0,891000000.0,267000000.0,761000000.0,3163000000.0,,3163000000.0,,,990000000.0,990000000.0,2023-09-30
250700000.0,299300000.0,550000000.0,7099000000.0,8370000000.0,-2554000000.0,11176000000.0,1560000000.0,-2554000000.0,206000000.0,3012000000.0,9351000000.0,3013000000.0,1000000.0,3012000000.0,-1834000000.0,-1834000000.0,23870000000.0,27122000000.0,1588000000.0,6000000.0,6000000.0,12505000000.0,7830000000.0,554000000.0,312000000.0,312000000.0,151000000.0,326000000.0,326000000.0,6487000000.0,148000000.0,6339000000.0,4675000000.0,,395000000.0,395000000.0,1883000000.0,58000000.0,1825000000.0,1361000000.0,464000000.0,455000000.0,1942000000.0,755000000.0,1187000000.0,419000000.0,187000000.0,187000000.0,581000000.0,15518000000.0,9283000000.0,771000000.0,243000000.0,479000000.0,479000000.0,5566000000.0,657000000.0,4909000000.0,2224000000.0,-4075000000.0,6299000000.0,294000000.0,248000000.0,4070000000.0,1490000000.0,197000000.0,0.0,6235000000.0,157000000.0,0.0,55000000.0,1707000000.0,-117000000.0,848000000.0,234000000.0,742000000.0,3251000000.0,128000000.0,3123000000.0,-29000000.0,3152000000.0,1065000000.0,1065000000.0,2023-12-31
