tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.190901,1276000000.0,907000000.0,99000000.0,2242000000.0,1276000000.0,1177000000.0,-34000000.0,56000000.0,907000000.0,907000000.0,2985000000.0,986000000.0,307900000.0,306800000.0,2.95,2.96,907000000.0,907000000.0,907000000.0,907000000.0,907000000.0,214000000.0,1121000000.0,169000000.0,-24000000.0,-34000000.0,56000000.0,986000000.0,676000000.0,32000000.0,32000000.0,32000000.0,32000000.0,644000000.0,1662000000.0,2309000000.0,3971000000.0,3971000000.0,2022-12-31
0.0,0.226,1081000000.0,714000000.0,99000000.0,2273000000.0,1081000000.0,982000000.0,-60000000.0,60000000.0,714000000.0,714000000.0,3047000000.0,972000000.0,306100000.0,305000000.0,2.33,2.34,714000000.0,714000000.0,714000000.0,714000000.0,714000000.0,208000000.0,922000000.0,10000000.0,10000000.0,-60000000.0,60000000.0,972000000.0,706000000.0,31000000.0,31000000.0,31000000.0,31000000.0,675000000.0,1678000000.0,2341000000.0,4019000000.0,4019000000.0,2023-03-31
0.0,0.214,1130000000.0,754000000.0,100000000.0,2274000000.0,1130000000.0,1030000000.0,-69000000.0,69000000.0,754000000.0,754000000.0,3064000000.0,1010000000.0,304200000.0,303300000.0,2.48,2.49,754000000.0,754000000.0,754000000.0,754000000.0,754000000.0,207000000.0,961000000.0,20000000.0,20000000.0,-69000000.0,69000000.0,1010000000.0,720000000.0,30000000.0,30000000.0,30000000.0,30000000.0,690000000.0,1730000000.0,2344000000.0,4074000000.0,4074000000.0,2023-06-30
0.0,0.238,1177000000.0,772000000.0,97000000.0,2249000000.0,1177000000.0,1080000000.0,-67000000.0,67000000.0,772000000.0,772000000.0,2961000000.0,1070000000.0,303000000.0,301900000.0,2.55,2.55,772000000.0,772000000.0,772000000.0,772000000.0,772000000.0,241000000.0,1013000000.0,10000000.0,10000000.0,-67000000.0,67000000.0,1070000000.0,642000000.0,27000000.0,27000000.0,27000000.0,27000000.0,615000000.0,1712000000.0,2319000000.0,4031000000.0,4031000000.0,2023-09-30
0.0,0.226537,1096000000.0,717000000.0,99000000.0,2238000000.0,1096000000.0,997000000.0,-19000000.0,70000000.0,717000000.0,717000000.0,2995000000.0,988000000.0,,,,,717000000.0,717000000.0,717000000.0,717000000.0,717000000.0,210000000.0,927000000.0,-42000000.0,-6000000.0,-19000000.0,70000000.0,988000000.0,683000000.0,25000000.0,25000000.0,25000000.0,25000000.0,658000000.0,1671000000.0,2312000000.0,3983000000.0,3983000000.0,2023-12-31
