ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,minimum_pension_liabilities,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,payables_and_accrued_expenses,payables,dividends_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,investment_properties,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,current_assets,assets_held_for_sale_current,receivables,other_receivables,duefrom_related_parties_current,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
210620949.0,210620949.0,7709752000.0,7877748000.0,4462733000.0,16871394000.0,-625241000.0,4462733000.0,8993646000.0,16871394000.0,9008644000.0,14998000.0,8993646000.0,-226768000.0,-283780000.0,57012000.0,-2486633000.0,11706836000.0,211000.0,211000.0,0.0,9093391000.0,8241291000.0,184584000.0,178959000.0,178959000.0,7877748000.0,7877748000.0,852100000.0,852100000.0,852100000.0,228257000.0,623843000.0,18102035000.0,17875176000.0,1079308000.0,327502000.0,327502000.0,11937453000.0,4530913000.0,3493501000.0,1037412000.0,226859000.0,57944000.0,919000.0,386000.0,204000.0,329000.0,167996000.0,167996000.0,2022-12-31
213890620.0,213890620.0,8110309000.0,8258248000.0,4843833000.0,17559829000.0,-720037000.0,4843833000.0,9301581000.0,17559829000.0,9319362000.0,17781000.0,9301581000.0,-222512000.0,-284558000.0,62046000.0,-2425031000.0,11948910000.0,214000.0,214000.0,0.0,9513045000.0,8602031000.0,161848000.0,181935000.0,181935000.0,8258248000.0,8258248000.0,911014000.0,911014000.0,911014000.0,231530000.0,679484000.0,18832407000.0,18641430000.0,1588034000.0,341153000.0,341153000.0,12254495000.0,4457748000.0,3419929000.0,1037819000.0,190977000.0,43038000.0,,,,,147939000.0,147939000.0,2023-03-31
213901170.0,213901170.0,8411822000.0,8615925000.0,4638975000.0,17846498000.0,-629186000.0,4638975000.0,9230573000.0,17846498000.0,9246932000.0,16359000.0,9230573000.0,-217885000.0,-279931000.0,62046000.0,-2510816000.0,11959060000.0,214000.0,214000.0,0.0,9829393000.0,8953102000.0,157728000.0,179449000.0,179449000.0,8615925000.0,8615925000.0,876291000.0,876291000.0,876291000.0,232461000.0,643830000.0,19076325000.0,18829220000.0,1154945000.0,340285000.0,340285000.0,12742392000.0,4591598000.0,3554632000.0,1036966000.0,247105000.0,43002000.0,,,,,204103000.0,204103000.0,2023-06-30
213925817.0,213925817.0,8151276000.0,8287714000.0,4632704000.0,17422075000.0,-633843000.0,4632704000.0,9134361000.0,17422075000.0,9145251000.0,10890000.0,9134361000.0,-219774000.0,-281820000.0,62046000.0,-2616638000.0,11970559000.0,214000.0,214000.0,0.0,9484988000.0,8612692000.0,153049000.0,171929000.0,171929000.0,8287714000.0,8287714000.0,872296000.0,872296000.0,872296000.0,233331000.0,638965000.0,18630239000.0,18391786000.0,1191350000.0,351537000.0,351537000.0,12347242000.0,4501657000.0,3467474000.0,1034183000.0,238453000.0,102015000.0,,,,,136438000.0,136438000.0,2023-09-30
218671874.0,218671874.0,7510322000.0,8144182000.0,4706520000.0,16844617000.0,-137100000.0,4706520000.0,8700435000.0,16844617000.0,8706997000.0,6562000.0,8700435000.0,-192821000.0,-254867000.0,62046000.0,-2891424000.0,11784461000.0,219000.0,219000.0,0.0,9269786000.0,8461704000.0,136872000.0,180650000.0,180650000.0,8144182000.0,8144182000.0,808082000.0,808082000.0,808082000.0,192332000.0,615750000.0,17976783000.0,17305801000.0,1096474000.0,354261000.0,354261000.0,11861151000.0,3993915000.0,3015626000.0,978289000.0,670982000.0,37122000.0,,,,,633860000.0,633860000.0,2023-12-31
