tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,gain_on_sale_of_business,write_off,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
1135811.706358,0.186199,3118800000.0,6100000.0,6100000.0,1903400000.0,463100000.0,2145900000.0,3124900000.0,2661800000.0,-296900000.0,322900000.0,26000000.0,1898435811.706358,1903400000.0,3329300000.0,2614300000.0,2582700000.0,736000000.0,731300000.0,2.59,2.602762,1903400000.0,1903400000.0,1903400000.0,1903400000.0,1903400000.0,435500000.0,2338900000.0,38200000.0,7400000.0,-39200000.0,-66000000.0,26800000.0,0.0,24700000.0,45300000.0,-296900000.0,322900000.0,26000000.0,2597200000.0,811700000.0,91400000.0,91400000.0,720300000.0,,,3408900000.0,2517600000.0,5926500000.0,5853400000.0,2022-12-31
-31754500.0,0.205,3242100000.0,-154900000.0,-154900000.0,1802300000.0,490500000.0,2193000000.0,3087200000.0,2596700000.0,-291800000.0,329700000.0,37900000.0,1925445500.0,1802300000.0,3236800000.0,598300000.0,2532400000.0,735500000.0,730093896.0,2.45,2.468587,1802300000.0,1802300000.0,1802300000.0,1802300000.0,1802300000.0,464700000.0,2267000000.0,-102200000.0,13500000.0,-167800000.0,-400000.0,13100000.0,180500000.0,39200000.0,12900000.0,-291800000.0,329700000.0,37900000.0,2661000000.0,652600000.0,99300000.0,99300000.0,553300000.0,553300000.0,553300000.0,3313600000.0,2584200000.0,5897800000.0,5811800000.0,2023-03-31
1602000.0,0.18,3630200000.0,8900000.0,8900000.0,2310400000.0,492200000.0,2369500000.0,3639100000.0,3146900000.0,-293300000.0,330200000.0,36900000.0,2303102000.0,2310400000.0,3429200000.0,618200000.0,3104100000.0,734300000.0,728763452.0,3.15,3.170302,2310400000.0,2310400000.0,2310400000.0,2310400000.0,2310400000.0,506300000.0,2816700000.0,41700000.0,-700000.0,2300000.0,-5000000.0,25300000.0,18000000.0,33500000.0,6600000.0,-293300000.0,330200000.0,36900000.0,3068300000.0,662700000.0,95200000.0,95200000.0,567500000.0,,,3731000000.0,2766500000.0,6497500000.0,6420300000.0,2023-06-30
-5237100.0,0.207,3787500000.0,-25300000.0,-25300000.0,2317100000.0,498000000.0,2427200000.0,3762200000.0,3264200000.0,-293400000.0,340700000.0,47300000.0,2337162900.0,2317100000.0,3508700000.0,625400000.0,3208300000.0,731600000.0,725342030.0,3.17,3.194493,2317100000.0,2317100000.0,2317100000.0,2317100000.0,2317100000.0,606400000.0,2923500000.0,33400000.0,9200000.0,-24700000.0,-6800000.0,7900000.0,25800000.0,49500000.0,-600000.0,-293400000.0,340700000.0,47300000.0,3183500000.0,680200000.0,96700000.0,96700000.0,583500000.0,,,3863700000.0,2828500000.0,6692200000.0,6603300000.0,2023-09-30
-11734393.638171,0.189264,3434700000.0,-62000000.0,-62000000.0,2039000000.0,497500000.0,2345000000.0,3372700000.0,2875200000.0,-296300000.0,360200000.0,63900000.0,2089265606.361829,2039000000.0,3573400000.0,2932000000.0,2801900000.0,727800000.0,722700000.0,2.8,2.821364,2039000000.0,2039000000.0,2039000000.0,2039000000.0,2039000000.0,476000000.0,2515000000.0,-21800000.0,9000000.0,-62100000.0,19000000.0,56900000.0,138000000.0,31200000.0,100000.0,-296300000.0,360200000.0,63900000.0,2832800000.0,821400000.0,90500000.0,90500000.0,730900000.0,,,3654200000.0,2752000000.0,6406200000.0,6342700000.0,2023-12-31
