treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
929300000.0,731300000.0,1660600000.0,33319700000.0,48699000000.0,-8903800000.0,29900100000.0,1622100000.0,-8903800000.0,12795500000.0,-6003400000.0,29900100000.0,-6003400000.0,-6003400000.0,-2486600000.0,-2486600000.0,71624400000.0,59543900000.0,8547100000.0,16600000.0,16600000.0,0.0,56439000000.0,52636900000.0,1051800000.0,791900000.0,2755300000.0,757800000.0,1997500000.0,48037900000.0,12134400000.0,35903500000.0,3802100000.0,661100000.0,661100000.0,,,3141000000.0,1630800000.0,393400000.0,1510200000.0,530000000.0,274900000.0,980200000.0,50435600000.0,45011400000.0,4707200000.0,1064500000.0,1064500000.0,1064500000.0,2900400000.0,2900400000.0,36339300000.0,-17264000000.0,53603300000.0,12992200000.0,2498600000.0,31426200000.0,6686300000.0,0.0,5424200000.0,673400000.0,52000000.0,2115000000.0,2115000000.0,2583800000.0,2583800000.0,2022-12-31
930500000.0,730093896.0,1660593896.0,33419800000.0,49919200000.0,-8706700000.0,31351800000.0,2174000000.0,-8706700000.0,12791300000.0,-5776100000.0,30827600000.0,-5776100000.0,-5776100000.0,-2489400000.0,-2489400000.0,72173800000.0,60235000000.0,8635500000.0,16600000.0,16600000.0,0.0,57790500000.0,53165800000.0,1059400000.0,737100000.0,2643000000.0,760500000.0,1882500000.0,48726300000.0,12122600000.0,36603700000.0,4624700000.0,1192900000.0,668700000.0,524200000.0,524200000.0,3431800000.0,1551200000.0,364600000.0,1880600000.0,1068800000.0,795800000.0,811800000.0,52014400000.0,45215700000.0,4794800000.0,1087600000.0,1087600000.0,1087600000.0,2930600000.0,2930600000.0,36402700000.0,-17628600000.0,54031300000.0,54031300000.0,,,,,6798700000.0,963600000.0,51500000.0,2075500000.0,2075500000.0,3708100000.0,3708100000.0,2023-03-31
931900000.0,728763452.0,1660663452.0,34084500000.0,48471500000.0,-7967700000.0,30711000000.0,1271700000.0,-7967700000.0,12761400000.0,-4999100000.0,30711000000.0,-4999100000.0,-4999100000.0,-2455600000.0,-2455600000.0,72732500000.0,61436600000.0,8735800000.0,16600000.0,16600000.0,0.0,55441100000.0,51767400000.0,1041800000.0,552700000.0,2388600000.0,769100000.0,1619500000.0,47784300000.0,12074200000.0,35710100000.0,3673700000.0,687200000.0,687200000.0,,,2986500000.0,1549500000.0,342800000.0,1437000000.0,630400000.0,385400000.0,806600000.0,50442000000.0,45496600000.0,4869000000.0,1038800000.0,1038800000.0,,2968600000.0,2968600000.0,36620200000.0,-18029500000.0,54649700000.0,54649700000.0,,,,,4945400000.0,1073800000.0,52400000.0,2193600000.0,2193600000.0,1625600000.0,1625600000.0,2023-06-30
935300000.0,725342030.0,1660642030.0,33778300000.0,49749900000.0,-7820000000.0,32419800000.0,2847300000.0,-7820000000.0,12475300000.0,-4854800000.0,32419800000.0,-4854800000.0,-4854800000.0,-2545700000.0,-2545700000.0,73799200000.0,62649000000.0,8824500000.0,16600000.0,16600000.0,0.0,56944100000.0,52941400000.0,984200000.0,490600000.0,2384800000.0,767600000.0,1617200000.0,49081800000.0,11807200000.0,37274600000.0,4002700000.0,668100000.0,668100000.0,,,3334600000.0,1694700000.0,346400000.0,1639900000.0,777500000.0,535300000.0,862400000.0,52089300000.0,45239300000.0,5062600000.0,1037900000.0,1037900000.0,,2965200000.0,2965200000.0,36173600000.0,-18042900000.0,54216500000.0,54216500000.0,,,,,6850000000.0,1059000000.0,47600000.0,2247100000.0,2247100000.0,3496300000.0,3496300000.0,2023-09-30
937900000.0,722700000.0,1660600000.0,34766000000.0,53091100000.0,-7747100000.0,34638600000.0,1127400000.0,-7747100000.0,13745800000.0,-4706700000.0,32446200000.0,-4706700000.0,-4706700000.0,-2456000000.0,-2456000000.0,74640100000.0,63479900000.0,8892900000.0,16600000.0,16600000.0,0.0,60853500000.0,53994500000.0,949700000.0,363200000.0,2471000000.0,790100000.0,1680900000.0,50210600000.0,13057700000.0,37152900000.0,6859000000.0,2880500000.0,688100000.0,2192400000.0,2192400000.0,3978500000.0,1902500000.0,468900000.0,2076000000.0,973100000.0,705100000.0,1102900000.0,56146800000.0,48160400000.0,5617800000.0,1080200000.0,1080200000.0,,3040400000.0,3040400000.0,38422000000.0,-18662400000.0,57084400000.0,16621500000.0,,33381600000.0,7081300000.0,0.0,7986400000.0,866300000.0,52800000.0,2488000000.0,2488000000.0,4579300000.0,4579300000.0,2023-12-31
