free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date,long_term_debt_issuance,net_other_investing_changes
40580000.0,-3917000.0,0.0,-88372000.0,187390000.0,149825000.0,37565000.0,-3871000.0,-3871000.0,,95000.0,-3917000.0,0.0,0.0,0.0,-3917000.0,-3917000.0,-87516000.0,-87516000.0,-87516000.0,856000.0,-88372000.0,128952000.0,128952000.0,-14028000.0,,,,,,,,20810000.0,20810000.0,39625000.0,39625000.0,70862000.0,2022-12-31,,
-9145000.0,-4504000.0,,-128415000.0,166425000.0,187390000.0,-20965000.0,-12180000.0,-12180000.0,-9880000.0,2204000.0,-4504000.0,,,,-4504000.0,-4504000.0,-128055000.0,-128055000.0,-128055000.0,360000.0,-128415000.0,119270000.0,119270000.0,-8413000.0,-10145000.0,7008000.0,7008000.0,7008000.0,-5276000.0,-5276000.0,2968000.0,5738000.0,5738000.0,42880000.0,42880000.0,76097000.0,2023-03-31,,
73528000.0,-5146000.0,,-98607000.0,234997000.0,166425000.0,68572000.0,-5125000.0,-5125000.0,-25000.0,46000.0,-5146000.0,,,,-5146000.0,-5146000.0,-98438000.0,-98438000.0,-98438000.0,169000.0,-98607000.0,172135000.0,172135000.0,24198000.0,25808000.0,3885000.0,3885000.0,3885000.0,-5495000.0,-5495000.0,4926000.0,7034000.0,7034000.0,44658000.0,44658000.0,91319000.0,2023-06-30,,
11357000.0,-2424000.0,0.0,-113506000.0,249262000.0,234997000.0,14265000.0,-83000.0,-83000.0,-200000.0,2541000.0,-2424000.0,0.0,0.0,0.0,-2424000.0,-2424000.0,-110515000.0,-110515000.0,-111894000.0,1612000.0,-113506000.0,124863000.0,124863000.0,-27956000.0,5011000.0,14267000.0,14267000.0,14267000.0,-47234000.0,-47234000.0,4264000.0,4724000.0,4724000.0,45618000.0,45618000.0,98213000.0,2023-09-30,,
62326000.0,-2446000.0,0.0,-99351000.0,296215000.0,249262000.0,46953000.0,-3036000.0,-3036000.0,-674000.0,84000.0,-2446000.0,,,,-2446000.0,-2446000.0,-111688000.0,-111688000.0,-98765000.0,586000.0,-99351000.0,161677000.0,161677000.0,31843000.0,11637000.0,-14408000.0,-14408000.0,-14408000.0,34614000.0,34614000.0,,-7426000.0,-7426000.0,45689000.0,45689000.0,89228000.0,2023-12-31,,-12923000.0
-350696000.0,-52537000.0,120100000.0,-457164000.0,12308000.0,296215000.0,-283907000.0,61447000.0,61447000.0,-8109000.0,1993000.0,67563000.0,,,,67563000.0,-52537000.0,-451822000.0,-451822000.0,-456821000.0,343000.0,-457164000.0,106468000.0,106468000.0,-38485000.0,-7571000.0,3457000.0,3457000.0,3457000.0,-34371000.0,-34371000.0,3624000.0,1785000.0,1785000.0,48849000.0,48849000.0,90695000.0,2024-03-31,120100000.0,4999000.0
