tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,other_taxes,selling_general_and_administration,general_and_administrative_expense,insurance_and_claims,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.2402,133559000.0,70862000.0,39625000.0,532473000.0,133559000.0,93934000.0,-670000.0,670000.0,,70862000.0,70862000.0,563195000.0,92691000.0,26691000.0,26561000.0,2.65,2.67,70862000.0,70862000.0,70862000.0,70862000.0,70862000.0,22402000.0,93264000.0,1403000.0,1243000.0,-670000.0,670000.0,,92531000.0,30722000.0,,15011000.0,15661000.0,15661000.0,15661000.0,123253000.0,532473000.0,655726000.0,655726000.0,2022-12-31
0.0,0.232,142666000.0,76097000.0,42880000.0,530188000.0,142666000.0,99786000.0,-688000.0,688000.0,,76097000.0,76097000.0,561392000.0,99143000.0,26702000.0,26600000.0,2.85,2.86,76097000.0,76097000.0,76097000.0,76097000.0,76097000.0,23001000.0,99098000.0,643000.0,643000.0,-688000.0,688000.0,,99143000.0,31204000.0,80000.0,17065000.0,14059000.0,14059000.0,14059000.0,130347000.0,530188000.0,660535000.0,660535000.0,2023-03-31
0.0,0.247,166390000.0,91319000.0,44658000.0,539807000.0,166390000.0,121732000.0,29000.0,458000.0,487000.0,91319000.0,91319000.0,574367000.0,120255000.0,26736000.0,26634000.0,3.42,3.43,91319000.0,91319000.0,91319000.0,91319000.0,91319000.0,29955000.0,121274000.0,990000.0,990000.0,29000.0,458000.0,487000.0,120255000.0,34560000.0,147000.0,17457000.0,16956000.0,16956000.0,16956000.0,154815000.0,539807000.0,694622000.0,694622000.0,2023-06-30
0.0,0.246,176319000.0,98213000.0,45618000.0,611251000.0,176319000.0,130701000.0,1969000.0,454000.0,2423000.0,98213000.0,98213000.0,646709000.0,128435000.0,26779000.0,26644000.0,3.67,3.69,98213000.0,98213000.0,98213000.0,98213000.0,98213000.0,32034000.0,130247000.0,-157000.0,-157000.0,1969000.0,454000.0,2423000.0,128435000.0,35458000.0,416000.0,17018000.0,18024000.0,18024000.0,18024000.0,163893000.0,611251000.0,775144000.0,775144000.0,2023-09-30
0.0,0.228185,162232000.0,89228000.0,45689000.0,601255000.0,162232000.0,116543000.0,2223000.0,935000.0,3158000.0,89228000.0,89228000.0,638469000.0,112663000.0,26785000.0,26648000.0,3.33,3.35,89228000.0,89228000.0,89228000.0,89228000.0,89228000.0,26380000.0,115608000.0,722000.0,722000.0,2223000.0,935000.0,3158000.0,112663000.0,37214000.0,267000.0,18002000.0,18945000.0,18945000.0,18945000.0,149877000.0,601255000.0,751132000.0,751132000.0,2023-12-31
0.0,0.2373,168304000.0,90695000.0,48849000.0,599394000.0,168304000.0,119455000.0,213000.0,542000.0,755000.0,90695000.0,90695000.0,636863000.0,117912000.0,26794000.0,26672000.0,3.38,3.4,90695000.0,90695000.0,90695000.0,90695000.0,90695000.0,28218000.0,118913000.0,788000.0,788000.0,213000.0,542000.0,755000.0,117912000.0,37469000.0,240000.0,19766000.0,17463000.0,17463000.0,17463000.0,155381000.0,599394000.0,754775000.0,754775000.0,2024-03-31
