ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,other_equity_interest,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,land_and_improvements,current_assets,other_current_assets,prepaid_assets,receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,net_debt,long_term_debt,current_debt,other_current_borrowings
26464197.0,26464197.0,154514000.0,1561192000.0,1579341000.0,256801000.0,1561192000.0,154514000.0,1579341000.0,1579341000.0,1579341000.0,1579341000.0,-5248000.0,1307197000.0,277366000.0,26000.0,26000.0,0.0,595369000.0,321284000.0,60443000.0,145771000.0,145771000.0,115070000.0,115070000.0,274085000.0,22684000.0,39444000.0,39444000.0,211957000.0,112165000.0,99792000.0,99792000.0,2174710000.0,1643824000.0,22600000.0,18149000.0,6044000.0,12105000.0,1603075000.0,-996204000.0,2599279000.0,880128000.0,187333000.0,191057000.0,530886000.0,29752000.0,22525000.0,313744000.0,23438000.0,290306000.0,-5804000.0,296110000.0,187390000.0,187390000.0,2022-12-31,,,,,
26532778.0,26532778.0,145409000.0,1633004000.0,1650940000.0,242983000.0,1633004000.0,145409000.0,1650940000.0,1650940000.0,1650940000.0,1650940000.0,-5655000.0,1383294000.0,273274000.0,27000.0,27000.0,0.0,591859000.0,321328000.0,64118000.0,151509000.0,151509000.0,105701000.0,105701000.0,270531000.0,24479000.0,39708000.0,39708000.0,206344000.0,97982000.0,108362000.0,108362000.0,2242799000.0,1729285000.0,27551000.0,17936000.0,,,1683798000.0,-1034649000.0,2718447000.0,2718447000.0,,,513514000.0,45781000.0,38635000.0,301308000.0,6391000.0,294917000.0,,,166425000.0,166425000.0,2023-03-31,,,,,
26535382.0,26535382.0,135257000.0,1728500000.0,1746222000.0,311575000.0,1728500000.0,135257000.0,1746222000.0,1746222000.0,1746222000.0,1746222000.0,-5626000.0,1474613000.0,277208000.0,27000.0,27000.0,0.0,590889000.0,323595000.0,66869000.0,158543000.0,158543000.0,98183000.0,98183000.0,267294000.0,26800000.0,37074000.0,37074000.0,203420000.0,105171000.0,98249000.0,98249000.0,2337111000.0,1758242000.0,22539000.0,17722000.0,,,1717981000.0,-1075639000.0,2793620000.0,2793620000.0,,,578869000.0,6364000.0,36515000.0,300993000.0,1442000.0,299551000.0,,,234997000.0,234997000.0,2023-06-30,,,,,
26547937.0,26547937.0,148587000.0,1831954000.0,1849463000.0,346365000.0,1831954000.0,148587000.0,1849463000.0,1849463000.0,1849463000.0,1849463000.0,-5565000.0,1572826000.0,282175000.0,27000.0,27000.0,0.0,635856000.0,336628000.0,62550000.0,163267000.0,163267000.0,110811000.0,110811000.0,299228000.0,25090000.0,37776000.0,37776000.0,236362000.0,123768000.0,112594000.0,112594000.0,2485319000.0,1839726000.0,22596000.0,17509000.0,,,1799621000.0,-1115858000.0,2915479000.0,2915479000.0,,,645593000.0,7472000.0,28485000.0,360374000.0,14434000.0,345940000.0,,,249262000.0,249262000.0,2023-09-30,,,,,
26479700.0,26549372.0,138707000.0,1924198000.0,1941494000.0,326638000.0,1924198000.0,138707000.0,1941494000.0,1941494000.0,1941494000.0,1941494000.0,-5679000.0,1662054000.0,285092000.0,27000.0,27000.0,0.0,642071000.0,320015000.0,61397000.0,155841000.0,155841000.0,102777000.0,102777000.0,322056000.0,27094000.0,35930000.0,35930000.0,259032000.0,117155000.0,141877000.0,141877000.0,2583565000.0,1934871000.0,35533000.0,17296000.0,5191000.0,12105000.0,1882042000.0,-1118492000.0,3000534000.0,1080134000.0,176854000.0,272633000.0,648694000.0,7084000.0,32648000.0,312747000.0,1005000.0,311742000.0,-4427000.0,316169000.0,296215000.0,296215000.0,2023-12-31,69672.0,,,,
26518750.0,26588162.0,208767000.0,2011856000.0,2112989000.0,78488000.0,2011856000.0,124716000.0,2028938000.0,2105491000.0,2028938000.0,2028938000.0,-5928000.0,1752749000.0,282090000.0,27000.0,27000.0,0.0,736776000.0,399004000.0,66635000.0,157626000.0,157626000.0,174743000.0,98190000.0,337772000.0,58331000.0,34024000.0,26526000.0,245417000.0,91930000.0,153487000.0,153487000.0,2765714000.0,2349454000.0,25988000.0,17082000.0,,,2306384000.0,-1159629000.0,3466013000.0,3466013000.0,,,416260000.0,6913000.0,51231000.0,345808000.0,,345808000.0,,,12308000.0,12308000.0,2024-03-31,69412.0,71743000.0,76553000.0,7498000.0,7498000.0
