treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,fixed_assets_revaluation_reserve,foreign_currency_translation_adjustments,minimum_pension_liabilities,unrealized_gain_loss,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,derivative_product_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,total_tax_payable,income_tax_payable,total_assets,investments_and_advances,available_for_sale_securities,trading_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,properties,receivables,other_receivables,accounts_receivable,other_short_term_investments,cash_and_cash_equivalents,cash_financial,date
5485414.0,6024631150.0,6030116564.0,,60116000000.0,44837000000.0,105711000000.0,44837000000.0,1398000000.0,46993000000.0,105711000000.0,50617000000.0,3624000000.0,46993000000.0,63000000.0,-15808000000.0,-189000000.0,0.0,-13103000000.0,-760000000.0,-1756000000.0,29000000.0,38956000000.0,20856000000.0,2955000000.0,2955000000.0,662523000000.0,41212000000.0,3098000000.0,2632000000.0,1326000000.0,1326000000.0,59974000000.0,1256000000.0,58718000000.0,1150000000.0,142000000.0,142000000.0,16669000000.0,2566000000.0,14103000000.0,12688000000.0,1415000000.0,1415000000.0,713140000000.0,138956000000.0,51138000000.0,27949000000.0,916000000.0,2156000000.0,1449000000.0,707000000.0,8661000000.0,-5973000000.0,14634000000.0,93000000.0,2453000000.0,5833000000.0,6255000000.0,38026000000.0,12039000000.0,25987000000.0,58953000000.0,85092000000.0,6533000000.0,2022-12-31
17485414.0,6012631150.0,6030116564.0,,57853000000.0,45582000000.0,105645000000.0,45582000000.0,,47792000000.0,105645000000.0,51472000000.0,3680000000.0,47792000000.0,66000000.0,-14084000000.0,-112000000.0,,-11507000000.0,-788000000.0,-1677000000.0,264000000.0,38263000000.0,20856000000.0,2955000000.0,2955000000.0,688092000000.0,40745000000.0,2923000000.0,2467000000.0,1958000000.0,1958000000.0,57853000000.0,,57853000000.0,1108000000.0,,,3462000000.0,2145000000.0,1317000000.0,,1317000000.0,1317000000.0,739564000000.0,151203000000.0,50656000000.0,33376000000.0,920000000.0,2210000000.0,1464000000.0,746000000.0,8648000000.0,-6511000000.0,15159000000.0,118000000.0,2629000000.0,6022000000.0,6390000000.0,3150000000.0,3150000000.0,,66251000000.0,88179000000.0,6464000000.0,2023-03-31
,5965473005.0,5965473005.0,,68207000000.0,46767000000.0,115851000000.0,46767000000.0,1407000000.0,49051000000.0,115851000000.0,52568000000.0,3517000000.0,49051000000.0,47000000.0,-14669000000.0,-137000000.0,0.0,-11573000000.0,-939000000.0,-2020000000.0,21000000.0,40257000000.0,20514000000.0,2923000000.0,2923000000.0,709888000000.0,41489000000.0,3035000000.0,2581000000.0,2087000000.0,2087000000.0,68207000000.0,1407000000.0,66800000000.0,1138000000.0,,,18324000000.0,2524000000.0,15800000000.0,14800000000.0,1000000000.0,1000000000.0,762456000000.0,156647000000.0,53518000000.0,38246000000.0,929000000.0,2284000000.0,1491000000.0,793000000.0,8612000000.0,-6697000000.0,15309000000.0,168000000.0,2567000000.0,6140000000.0,6434000000.0,3631000000.0,3631000000.0,,63954000000.0,80825000000.0,6951000000.0,2023-06-30
7000000.0,5958473005.0,5965473005.0,35662000000.0,70425000000.0,47439000000.0,118659000000.0,47439000000.0,1516000000.0,49750000000.0,118659000000.0,53453000000.0,3703000000.0,49750000000.0,34000000.0,-15916000000.0,-2115000000.0,,-10578000000.0,-958000000.0,-2265000000.0,51000000.0,42246000000.0,20514000000.0,2923000000.0,2923000000.0,704283000000.0,41849000000.0,2925000000.0,2478000000.0,2195000000.0,2195000000.0,70425000000.0,1516000000.0,68909000000.0,1165000000.0,,,18047000000.0,2986000000.0,15061000000.0,14096000000.0,965000000.0,965000000.0,757736000000.0,156131000000.0,57179000000.0,34260000000.0,926000000.0,2311000000.0,1512000000.0,799000000.0,9124000000.0,-6978000000.0,16102000000.0,203000000.0,2951000000.0,6382000000.0,6566000000.0,4118000000.0,4118000000.0,,63766000000.0,72378000000.0,6866000000.0,2023-09-30
127532625.0,5837940380.0,5965473005.0,,68707000000.0,49338000000.0,120408000000.0,49338000000.0,,51701000000.0,120408000000.0,55265000000.0,3564000000.0,51701000000.0,,-16254000000.0,-16254000000.0,,,,,,,,67955000000.0,67955000000.0,720293000000.0,,,,,,68707000000.0,,68707000000.0,,,,,,,,,,775558000000.0,263377000000.0,59154000000.0,141042000000.0,976000000.0,2363000000.0,,,9253000000.0,,,,,,,,,,62205000000.0,100043000000.0,75416000000.0,2023-12-31
