free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,taxes_refund_paid,change_in_working_capital,change_in_other_working_capital,other_non_cash_items,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,net_income_from_continuing_operations,date
-5300000000.0,-414000000.0,-75000000.0,,,-339000000.0,79756000000.0,88076000000.0,-2495000000.0,-5827000000.0,-843000000.0,-843000000.0,-66000000.0,-722000000.0,20000000.0,-414000000.0,,-75000000.0,-75000000.0,-75000000.0,,-23000000.0,-22000000.0,273000000.0,14000000.0,95000000.0,0.0,,0.0,-183000000.0,-183000000.0,-127000000.0,-156000000.0,-4961000000.0,-4959000000.0,-1293000000.0,-9606000000.0,-8953000000.0,3827000000.0,338000000.0,338000000.0,131000000.0,131000000.0,207000000.0,1773000000.0,2022-12-31
3314000000.0,-234000000.0,-114000000.0,,0.0,-398000000.0,83267000000.0,79756000000.0,601000000.0,2910000000.0,-448000000.0,-448000000.0,-100000000.0,0.0,-234000000.0,-234000000.0,0.0,-114000000.0,-114000000.0,-114000000.0,,-354000000.0,-354000000.0,41000000.0,3000000.0,3000000.0,0.0,,0.0,-132000000.0,-132000000.0,-266000000.0,-266000000.0,3712000000.0,3713000000.0,-710000000.0,205000000.0,2855000000.0,1884000000.0,339000000.0,339000000.0,129000000.0,129000000.0,209000000.0,1994000000.0,2023-03-31
-11591000000.0,-689000000.0,-135000000.0,,478000000.0,-376000000.0,71858000000.0,83267000000.0,-77000000.0,-11332000000.0,159000000.0,159000000.0,-297000000.0,-1857000000.0,-211000000.0,-689000000.0,478000000.0,2524000000.0,2524000000.0,-135000000.0,,-276000000.0,-278000000.0,67000000.0,23000000.0,28000000.0,6000000.0,,0.0,-178000000.0,-178000000.0,-194000000.0,-198000000.0,-11215000000.0,-11215000000.0,-1780000000.0,-15229000000.0,-15872000000.0,3307000000.0,337000000.0,337000000.0,132000000.0,132000000.0,206000000.0,2150000000.0,2023-06-30
-4980000000.0,447325000.0,,-208000000.0,,-674000000.0,66859000000.0,71858000000.0,11000000.0,-5010000000.0,-87000000.0,-87675000.0,-97325000.0,0.0,-30675000.0,447325000.0,,41000000.0,41000000.0,,-208000000.0,-617000000.0,-615000000.0,58000000.0,3000000.0,-2000000.0,0.0,0.0,,-146000000.0,-146000000.0,-532000000.0,-528000000.0,-4306000000.0,-4308000000.0,-1300000000.0,-7736000000.0,-9743000000.0,2213000000.0,378000000.0,378000000.0,140000000.0,140000000.0,238000000.0,2139000000.0,2023-09-30
