treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,derivative_product_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,long_term_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,total_assets,investments_and_advances,available_for_sale_securities,trading_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,land_and_improvements,properties,prepaid_assets,receivables,other_receivables,other_short_term_investments,cash_and_cash_equivalents,cash_financial,date
62323607.0,7436207817.0,7498531424.0,31608755000.0,126658493000.0,76934137000.0,236841327000.0,76934137000.0,110182834000.0,236841327000.0,110680176000.0,497342000.0,110182834000.0,42115057000.0,42115057000.0,1219316000.0,14287093000.0,55000000000.0,55000000000.0,874770653000.0,0.0,2115991000.0,1775202000.0,3642000000.0,3642000000.0,126658493000.0,126658493000.0,7339941000.0,8296100000.0,4127300000.0,4168800000.0,4168800000.0,4168800000.0,985450829000.0,283997556000.0,142009959000.0,84834356000.0,1727570000.0,33248697000.0,5359370000.0,27889327000.0,8190763000.0,-12235355000.0,20426118000.0,,,3643571000.0,13987761000.0,2794786000.0,,1031104000.0,13142602000.0,13142602000.0,55425671000.0,95049738000.0,22003439000.0,2022-12-31
38143772.0,7460387279.0,7498531051.0,,146050519000.0,80703225000.0,258639254000.0,80703225000.0,112588735000.0,258639254000.0,113097769000.0,509034000.0,112588735000.0,54059148000.0,54059148000.0,1103035000.0,4632622000.0,55000000000.0,55000000000.0,945106765000.0,29282977000.0,2318992000.0,2318992000.0,3045553000.0,3045553000.0,146050519000.0,146050519000.0,8330402000.0,4277521000.0,,4277521000.0,4277521000.0,4277521000.0,1058204534000.0,244261259000.0,190184725000.0,,1556576000.0,31885510000.0,4034429000.0,27851081000.0,7669772000.0,-950913000.0,7669772000.0,1544211000.0,-12140000.0,1818511000.0,4554023000.0,1583678000.0,1787133000.0,,8999172000.0,8999172000.0,52519958000.0,158791321000.0,20697113000.0,2023-06-30
37896704.0,7460634347.0,7498531051.0,,146514728000.0,81260823000.0,259880338000.0,81260823000.0,113365610000.0,259880338000.0,113750372000.0,384762000.0,113365610000.0,52070174000.0,52070174000.0,1108131000.0,7403567000.0,55000000000.0,55000000000.0,1013203521000.0,27566219000.0,2342596000.0,2342596000.0,3462000000.0,3462000000.0,146514728000.0,146514728000.0,8734488000.0,4713651000.0,,4713651000.0,4713651000.0,4713651000.0,1126953893000.0,241110558000.0,186516059000.0,,1611283000.0,32104787000.0,4252219000.0,27852568000.0,7327869000.0,,7327869000.0,1238471000.0,-12140000.0,1907272000.0,2761987000.0,1432279000.0,,,9243581000.0,9243581000.0,52983216000.0,222738539000.0,24543149000.0,2023-09-30
54385394.0,7444145657.0,7498531051.0,,144024389000.0,82077491000.0,258477393000.0,82077491000.0,114453004000.0,258477393000.0,114856354000.0,403350000.0,114453004000.0,-3360538000.0,-3360538000.0,1106783000.0,63920325000.0,55000000000.0,55000000000.0,1000796422000.0,24940428000.0,2911938000.0,2543504000.0,3699432000.0,3699432000.0,144024389000.0,144024389000.0,8930277000.0,9068600000.0,3768139000.0,5300461000.0,5300461000.0,5300461000.0,1115652776000.0,249462537000.0,188800667000.0,,1609780000.0,32375513000.0,4522945000.0,27852568000.0,7085564000.0,-13144734000.0,20230298000.0,,,3062335000.0,14442134000.0,,2725829000.0,1272342000.0,13778759000.0,13778759000.0,59052090000.0,193990268000.0,23122550000.0,2023-12-31
