free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,cash_dividends_paid,net_preferred_stock_issuance,preferred_stock_payments,preferred_stock_issuance,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date,short_term_debt_issuance,sale_of_ppe
7919000000.0,-640000000.0,-2357000000.0,2490000000.0,2000000.0,-513000000.0,33914000000.0,31182000000.0,-502000000.0,3234000000.0,5576000000.0,5576000000.0,-405000000.0,0.0,0.0,0.0,-638000000.0,-640000000.0,2000000.0,-135000000.0,-268000000.0,133000000.0,-2357000000.0,2490000000.0,-10774000000.0,-10774000000.0,-130000000.0,155000000.0,-285000000.0,0.0,-513000000.0,-513000000.0,8432000000.0,8432000000.0,5927000000.0,982000000.0,4945000000.0,4945000000.0,4945000000.0,-165000000.0,93000000.0,-440000000.0,-440000000.0,418000000.0,418000000.0,1572000000.0,2022-12-31,,
-737000000.0,-316000000.0,-3003000000.0,1498000000.0,18000000.0,-360000000.0,40836000000.0,33914000000.0,106000000.0,6816000000.0,8597000000.0,8597000000.0,-405000000.0,,,,-298000000.0,-316000000.0,18000000.0,-1266000000.0,239000000.0,-1505000000.0,-3003000000.0,1498000000.0,-1404000000.0,-1404000000.0,623000000.0,900000000.0,-277000000.0,-64000000.0,-360000000.0,-360000000.0,-377000000.0,-377000000.0,-3611000000.0,-52000000.0,-3559000000.0,-3559000000.0,-3559000000.0,157000000.0,140000000.0,-334000000.0,-334000000.0,400000000.0,400000000.0,1816000000.0,2023-03-31,,
3547000000.0,-1033000000.0,-853000000.0,6468000000.0,4000000.0,-376000000.0,42958000000.0,40836000000.0,101000000.0,2021000000.0,6029000000.0,6029000000.0,-462000000.0,,,,-1029000000.0,-1033000000.0,4000000.0,5570000000.0,-45000000.0,5615000000.0,-853000000.0,6468000000.0,-7931000000.0,-7931000000.0,-145000000.0,249000000.0,-394000000.0,0.0,-376000000.0,-376000000.0,3923000000.0,3923000000.0,473000000.0,-511000000.0,984000000.0,984000000.0,984000000.0,88000000.0,108000000.0,-518000000.0,-518000000.0,400000000.0,400000000.0,2174000000.0,2023-06-30,,
7843000000.0,-1400000000.0,-5414000000.0,5182000000.0,1000000.0,-401000000.0,43908000000.0,42958000000.0,-51000000.0,1001000000.0,-314000000.0,-314000000.0,-459000000.0,,,,-1399000000.0,-1400000000.0,1000000.0,-157000000.0,75000000.0,-232000000.0,-5414000000.0,5182000000.0,-6929000000.0,-6929000000.0,-79000000.0,423000000.0,-502000000.0,0.0,-401000000.0,-401000000.0,8244000000.0,8244000000.0,4260000000.0,-147000000.0,4407000000.0,4407000000.0,4407000000.0,153000000.0,93000000.0,-375000000.0,-375000000.0,429000000.0,429000000.0,2451000000.0,2023-09-30,,
6343000000.0,-901000000.0,-1433000000.0,2526000000.0,5000000.0,-426000000.0,46596000000.0,43908000000.0,21000000.0,2667000000.0,4067000000.0,4067000000.0,-454000000.0,,,,-896000000.0,-901000000.0,5000000.0,719000000.0,-374000000.0,1093000000.0,-1433000000.0,2526000000.0,-8169000000.0,-8169000000.0,1919000000.0,2318000000.0,-399000000.0,0.0,-426000000.0,-426000000.0,6769000000.0,6769000000.0,2699000000.0,-534000000.0,3233000000.0,3233000000.0,3233000000.0,271000000.0,109000000.0,-102000000.0,-102000000.0,422000000.0,422000000.0,1933000000.0,2023-12-31,,
5155000000.0,-1292000000.0,-1250000000.0,2863000000.0,29000000.0,-397000000.0,54213000000.0,46596000000.0,28000000.0,7589000000.0,5181000000.0,5181000000.0,-452000000.0,,,,-1263000000.0,-1292000000.0,29000000.0,1613000000.0,518000000.0,1095000000.0,-1250000000.0,2345000000.0,-3144000000.0,-3144000000.0,-123000000.0,284000000.0,-407000000.0,0.0,-396000000.0,-397000000.0,5552000000.0,5552000000.0,1607000000.0,195000000.0,1412000000.0,1412000000.0,1412000000.0,-193000000.0,176000000.0,-134000000.0,-134000000.0,390000000.0,390000000.0,2437000000.0,2024-03-31,518000000.0,1000000.0
