free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,net_intangibles_purchase_and_sale,sale_of_intangibles,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date,deferred_tax,deferred_income_tax
1420000000.0,-497000000.0,0.0,-1858000000.0,16924000000.0,20149000000.0,123000000.0,-3348000000.0,-495000000.0,-495000000.0,-65000000.0,67000000.0,-497000000.0,-497000000.0,-497000000.0,0.0,-6131000000.0,-6131000000.0,-4349000000.0,19000000.0,-4368000000.0,,0.0,0.0,0.0,-1858000000.0,-1858000000.0,3278000000.0,3278000000.0,-2191000000.0,179000000.0,888000000.0,-1405000000.0,1370000000.0,-552000000.0,-1973000000.0,-698000000.0,-698000000.0,181000000.0,419000000.0,59000000.0,989000000.0,989000000.0,989000000.0,114000000.0,80000000.0,34000000.0,3707000000.0,2022-12-31,,
440000000.0,-408000000.0,,-2073000000.0,16770000000.0,16924000000.0,50000000.0,-204000000.0,-233000000.0,-233000000.0,-56000000.0,231000000.0,-408000000.0,-408000000.0,-408000000.0,,-2484000000.0,-2484000000.0,-411000000.0,1604000000.0,-2015000000.0,,0.0,,0.0,-2073000000.0,-2073000000.0,2513000000.0,2513000000.0,-1530000000.0,108000000.0,620000000.0,-1404000000.0,797000000.0,-79000000.0,-1540000000.0,-32000000.0,-32000000.0,15000000.0,418000000.0,50000000.0,1046000000.0,1046000000.0,1046000000.0,-25000000.0,-25000000.0,,2539000000.0,2023-03-31,,
1005000000.0,-357000000.0,,-2060000000.0,15879000000.0,16770000000.0,-94000000.0,-797000000.0,-328000000.0,-328000000.0,-34000000.0,63000000.0,-357000000.0,-357000000.0,-357000000.0,,-3534000000.0,-3534000000.0,-1398000000.0,3677000000.0,-5075000000.0,,0.0,,0.0,-2060000000.0,-2060000000.0,3065000000.0,3065000000.0,-1101000000.0,569000000.0,1004000000.0,-1837000000.0,137000000.0,74000000.0,-576000000.0,-472000000.0,-472000000.0,44000000.0,445000000.0,167000000.0,1154000000.0,1154000000.0,1154000000.0,-258000000.0,-258000000.0,,2614000000.0,2023-06-30,,
849000000.0,-462000000.0,,-2459000000.0,16590000000.0,15879000000.0,-98000000.0,809000000.0,2263000000.0,2263000000.0,-55000000.0,254000000.0,2064000000.0,2064000000.0,-462000000.0,,-4762000000.0,-4762000000.0,-2315000000.0,3816000000.0,-6131000000.0,12000000.0,0.0,0.0,0.0,-2459000000.0,-2459000000.0,3308000000.0,3308000000.0,-415000000.0,2000000.0,442000000.0,-1272000000.0,-958000000.0,327000000.0,163000000.0,881000000.0,881000000.0,35000000.0,465000000.0,144000000.0,1235000000.0,1235000000.0,,-34000000.0,-34000000.0,0.0,1878000000.0,2023-09-30,,
2063000000.0,-588000000.0,1405000000.0,-2307000000.0,17189000000.0,16590000000.0,146000000.0,453000000.0,887000000.0,887000000.0,-82000000.0,152000000.0,817000000.0,817000000.0,-588000000.0,1405000000.0,-4804000000.0,-4804000000.0,-2497000000.0,3394000000.0,-5891000000.0,0.0,0.0,0.0,0.0,-2307000000.0,-2307000000.0,4370000000.0,4370000000.0,798000000.0,853000000.0,,2561000000.0,2629000000.0,-2974000000.0,758000000.0,-963000000.0,-963000000.0,-13000000.0,484000000.0,102000000.0,1232000000.0,1232000000.0,,173000000.0,173000000.0,0.0,7943000000.0,2023-12-31,,
-2535000000.0,-697000000.0,776000000.0,-2777000000.0,12464000000.0,17189000000.0,-79000000.0,-4646000000.0,196000000.0,196000000.0,-134000000.0,251000000.0,79000000.0,79000000.0,-697000000.0,776000000.0,-5084000000.0,-5084000000.0,-2307000000.0,4315000000.0,-6622000000.0,,,,,-2777000000.0,-2777000000.0,242000000.0,242000000.0,-2661000000.0,195000000.0,,-12000000.0,1247000000.0,-972000000.0,-2697000000.0,-422000000.0,-422000000.0,-5000000.0,524000000.0,68000000.0,1246000000.0,1246000000.0,1246000000.0,-63000000.0,-63000000.0,,1144000000.0,2024-03-31,-11000000.0,-11000000.0
