tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-2356013.055486,0.069295,5039000000.0,-34000000.0,-34000000.0,3714000000.0,989000000.0,18541000000.0,5005000000.0,4016000000.0,124000000.0,33000000.0,157000000.0,3745643986.944514,3714000000.0,20383000000.0,3901000000.0,3471000000.0,3160000000.0,1.07,1.18,3722000000.0,0.0,3722000000.0,,3714000000.0,7000000.0,3707000000.0,3707000000.0,276000000.0,3983000000.0,-76000000.0,-42000000.0,-34000000.0,34000000.0,124000000.0,33000000.0,157000000.0,3935000000.0,1842000000.0,810000000.0,1032000000.0,5777000000.0,18541000000.0,24318000000.0,24318000000.0,2022-12-31
0.0,0.09,3875000000.0,,,2513000000.0,1046000000.0,18818000000.0,3875000000.0,2829000000.0,184000000.0,29000000.0,213000000.0,2513000000.0,2513000000.0,20665000000.0,2664000000.0,3468000000.0,3166000000.0,0.73,0.8,2513000000.0,,2513000000.0,,2513000000.0,-26000000.0,2539000000.0,2539000000.0,261000000.0,2800000000.0,-48000000.0,-48000000.0,,,184000000.0,29000000.0,213000000.0,2664000000.0,1847000000.0,771000000.0,1076000000.0,4511000000.0,18818000000.0,23329000000.0,23329000000.0,2023-03-31
0.0,0.11,4119000000.0,0.0,0.0,2703000000.0,1154000000.0,20394000000.0,4119000000.0,2965000000.0,210000000.0,28000000.0,238000000.0,2703000000.0,2703000000.0,22528000000.0,2399000000.0,3478000000.0,3171000000.0,0.78,0.85,2703000000.0,0.0,2703000000.0,0.0,2703000000.0,89000000.0,2614000000.0,2614000000.0,323000000.0,2937000000.0,328000000.0,328000000.0,0.0,0.0,210000000.0,28000000.0,238000000.0,2399000000.0,2134000000.0,943000000.0,1191000000.0,4533000000.0,20394000000.0,24927000000.0,24927000000.0,2023-06-30
0.0,0.08,3318000000.0,0.0,0.0,1853000000.0,1235000000.0,19172000000.0,3318000000.0,2083000000.0,244000000.0,38000000.0,282000000.0,1853000000.0,1853000000.0,21586000000.0,1764000000.0,3493000000.0,3176000000.0,0.53,0.58,1851000000.0,0.0,1851000000.0,2000000.0,1853000000.0,-25000000.0,1878000000.0,1878000000.0,167000000.0,2045000000.0,37000000.0,37000000.0,0.0,0.0,244000000.0,38000000.0,282000000.0,1764000000.0,2414000000.0,1161000000.0,1253000000.0,4178000000.0,19172000000.0,23350000000.0,23350000000.0,2023-09-30
0.0,0.21,3484000000.0,0.0,0.0,7930000000.0,1232000000.0,20729000000.0,3484000000.0,2252000000.0,272000000.0,61000000.0,333000000.0,7930000000.0,7930000000.0,23103000000.0,2064000000.0,3492000000.0,3181000000.0,2.27,2.49,7927000000.0,0.0,7927000000.0,,7930000000.0,-13000000.0,7943000000.0,7943000000.0,-5752000000.0,2191000000.0,-145000000.0,-145000000.0,0.0,0.0,272000000.0,61000000.0,333000000.0,2064000000.0,2374000000.0,1094000000.0,1280000000.0,4438000000.0,20729000000.0,25167000000.0,25167000000.0,2023-12-31
0.0,0.26,2875000000.0,,,1129000000.0,1246000000.0,17605000000.0,2875000000.0,1629000000.0,274000000.0,76000000.0,350000000.0,1129000000.0,1129000000.0,20130000000.0,1171000000.0,3484000000.0,3186000000.0,0.34,0.37,1171000000.0,,1171000000.0,-42000000.0,1129000000.0,-15000000.0,1144000000.0,1144000000.0,409000000.0,1553000000.0,108000000.0,108000000.0,,,274000000.0,76000000.0,350000000.0,1171000000.0,2525000000.0,1151000000.0,1374000000.0,3696000000.0,17605000000.0,21301000000.0,21301000000.0,2024-03-31
