treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,fixed_assets_revaluation_reserve,minimum_pension_liabilities,unrealized_gain_loss,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,derivative_product_liabilities,employee_benefits,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,defined_pension_benefit,investments_and_advances,long_term_equity_investment,investments_in_other_ventures_under_equity_method,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
147900908.0,1975184223.0,2121791060.0,3057000000.0,6674000000.0,12774000000.0,20478000000.0,12774000000.0,210000000.0,14014000000.0,20478000000.0,14190000000.0,176000000.0,14014000000.0,1944000000.0,-5045000000.0,2021000000.0,15000000.0,-1565000000.0,-5516000000.0,676000000.0,10619000000.0,6853000000.0,319000000.0,319000000.0,387596000000.0,6094000000.0,496000000.0,13000000.0,9000000.0,4000000.0,6674000000.0,210000000.0,6464000000.0,99000000.0,4905000000.0,373000000.0,129000000.0,4532000000.0,2301000000.0,59000000.0,59000000.0,2172000000.0,401786000000.0,87000000.0,88280000000.0,1608000000.0,1608000000.0,1240000000.0,924000000.0,316000000.0,158000000.0,8880000000.0,8880000000.0,64313000000.0,60906000000.0,3407000000.0,2022-12-31
203214738.0,1919870393.0,2121791060.0,1640000000.0,5395000000.0,9718000000.0,15480000000.0,9718000000.0,,10085000000.0,15480000000.0,10248000000.0,163000000.0,10085000000.0,1937000000.0,-5543000000.0,-98000000.0,-4466000000.0,-979000000.0,,,6519000000.0,6853000000.0,319000000.0,319000000.0,373015000000.0,2957000000.0,,,,,5395000000.0,,5395000000.0,,,,,,,,,,383263000000.0,,263871000000.0,1693000000.0,1693000000.0,367000000.0,,,,,,57036000000.0,53281000000.0,3755000000.0,2023-06-30
