tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.298608,139854000.0,79951000.0,24916000.0,47541000.0,139854000.0,114938000.0,-949000.0,949000.0,79951000.0,79951000.0,264774000.0,105834000.0,58037000.0,57867000.0,1.38,1.38,79951000.0,79951000.0,79951000.0,79951000.0,79951000.0,34038000.0,113989000.0,9104000.0,9104000.0,-949000.0,949000.0,105834000.0,205703000.0,13386000.0,13386000.0,39569000.0,152748000.0,92727000.0,60021000.0,60021000.0,311537000.0,59071000.0,370608000.0,370608000.0,2022-12-31
0.0,0.28,192708000.0,119296000.0,26272000.0,53085000.0,192708000.0,166436000.0,-837000.0,837000.0,119296000.0,119296000.0,291205000.0,160432000.0,57991000.0,57867000.0,2.06,2.06,119296000.0,119296000.0,119296000.0,119296000.0,119296000.0,46303000.0,165599000.0,6004000.0,6004000.0,-837000.0,837000.0,160432000.0,225973000.0,14125000.0,14125000.0,42669000.0,169179000.0,103574000.0,65605000.0,65605000.0,386405000.0,65232000.0,451637000.0,451637000.0,2023-03-31
0.0,0.305136,121187000.0,64516000.0,27738000.0,54617000.0,121187000.0,93449000.0,-602000.0,602000.0,64516000.0,64516000.0,313873000.0,87266000.0,58033000.0,57920000.0,1.11,1.11,64516000.0,64516000.0,64516000.0,64516000.0,64516000.0,28331000.0,92847000.0,6183000.0,6183000.0,-602000.0,602000.0,87266000.0,246445000.0,14927000.0,14927000.0,49118000.0,182400000.0,106435000.0,75965000.0,75965000.0,333711000.0,67428000.0,401139000.0,401139000.0,2023-06-30
0.0,0.262855,131212000.0,75219000.0,28949000.0,55600000.0,131212000.0,102263000.0,-222000.0,222000.0,75219000.0,75219000.0,309402000.0,96901000.0,57966000.0,57825000.0,1.3,1.3,75219000.0,75219000.0,75219000.0,75219000.0,75219000.0,26822000.0,102041000.0,5362000.0,5362000.0,-222000.0,222000.0,96901000.0,240461000.0,15608000.0,15608000.0,51864000.0,172989000.0,101162000.0,71827000.0,71827000.0,337362000.0,68941000.0,406303000.0,406303000.0,2023-09-30
0.0,0.269453,143167000.0,81757000.0,30989000.0,60397000.0,143167000.0,112178000.0,-266000.0,266000.0,81757000.0,81757000.0,327872000.0,106723000.0,,,,,81757000.0,81757000.0,81757000.0,81757000.0,81757000.0,30155000.0,111912000.0,5455000.0,5455000.0,-266000.0,266000.0,106723000.0,253183000.0,16697000.0,16697000.0,55300000.0,181186000.0,106446000.0,74740000.0,74740000.0,359906000.0,74689000.0,434595000.0,434595000.0,2023-12-31
