free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,amortization_of_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
83699000.0,0.0,0.0,0.0,-44757000.0,2409095000.0,1818439000.0,590656000.0,453458000.0,453458000.0,453458000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,8742000.0,8742000.0,53499000.0,-4120000.0,-4120000.0,-40637000.0,,-40637000.0,128456000.0,128456000.0,-2577000.0,-22816000.0,-3803000.0,27534000.0,20017000.0,7517000.0,7517000.0,4706000.0,-251000.0,-7947000.0,-7947000.0,750000.0,24083000.0,-148000.0,1631000.0,1631000.0,24916000.0,24916000.0,-150000.0,0.0,-150000.0,79951000.0,2022-12-31
105485000.0,,0.0,,-40618000.0,2697583000.0,2409095000.0,288488000.0,183003000.0,183003000.0,183003000.0,,,,,0.0,0.0,0.0,,-40618000.0,-40618000.0,,,,-40618000.0,,-40618000.0,146103000.0,146103000.0,-26301000.0,-10200000.0,2923000.0,-17466000.0,-12821000.0,-4645000.0,-4645000.0,-6984000.0,385000.0,5041000.0,5041000.0,804000.0,27819000.0,-124000.0,-1650000.0,-1650000.0,26272000.0,26272000.0,-13000.0,,-13000.0,119296000.0,2023-03-31
63084000.0,,0.0,,-42804000.0,2343358000.0,2697583000.0,-354225000.0,-417353000.0,-417353000.0,-395622000.0,,,,,0.0,0.0,0.0,,-42760000.0,-42760000.0,,,,-42760000.0,,-42804000.0,105888000.0,105888000.0,-25717000.0,-41827000.0,-11980000.0,30143000.0,35775000.0,-5632000.0,-5632000.0,-3613000.0,-49000.0,1609000.0,1609000.0,766000.0,35366000.0,-129000.0,3356000.0,3356000.0,27738000.0,27738000.0,-8000.0,,-8000.0,64516000.0,2023-06-30
46291000.0,-74994000.0,0.0,0.0,-52287000.0,2186329000.0,2343358000.0,-157029000.0,-203343000.0,-203343000.0,-106713000.0,-21636000.0,-21636000.0,-74994000.0,-74994000.0,0.0,0.0,0.0,0.0,-52264000.0,-52264000.0,,,,-52264000.0,23000.0,-52287000.0,98578000.0,98578000.0,-42704000.0,-29862000.0,-6716000.0,-8562000.0,-10708000.0,2146000.0,2146000.0,1752000.0,39000.0,645000.0,645000.0,657000.0,33198000.0,-134000.0,2183000.0,2183000.0,28949000.0,28949000.0,1210000.0,,-12000.0,75219000.0,2023-09-30
73346000.0,-211624000.0,-29000000.0,0.0,-61122000.0,2422760000.0,2186329000.0,236431000.0,163033000.0,163033000.0,425128000.0,-21471000.0,-21471000.0,-211624000.0,-211624000.0,-29000000.0,-29000000.0,-29000000.0,0.0,-61070000.0,-61070000.0,,,,-56826000.0,52000.0,-56878000.0,134468000.0,134468000.0,-11070000.0,-45523000.0,-27658000.0,60928000.0,57952000.0,2976000.0,2976000.0,2228000.0,-151000.0,-894000.0,-894000.0,778000.0,33423000.0,-133000.0,-1332000.0,-1332000.0,30989000.0,30989000.0,56000.0,,56000.0,81757000.0,2023-12-31
