free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_from_discontinued_financing_activities,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_from_discontinued_investing_activities,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,stock_based_compensation,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
180800000.0,,-525800000.0,375000000.0,-63400000.0,375700000.0,545400000.0,12000000.0,-181700000.0,-313400000.0,0.0,-313400000.0,-700000.0,14900000.0,-50400000.0,-50400000.0,,,-150800000.0,,,,-150800000.0,-525800000.0,375000000.0,-112500000.0,0.0,-112500000.0,-1200000.0,-47900000.0,18200000.0,-66100000.0,0.0,0.0,,,-63400000.0,-63400000.0,244200000.0,0.0,244200000.0,-222900000.0,-245200000.0,104600000.0,-12100000.0,-70200000.0,26800000.0,289800000.0,228500000.0,228500000.0,,,-130200000.0,2022-12-31
261000000.0,-267600000.0,-280200000.0,370000000.0,-46700000.0,330200000.0,375700000.0,2900000.0,-48400000.0,-206700000.0,0.0,-206700000.0,-14600000.0,36000000.0,-50300000.0,-50300000.0,-267600000.0,-267600000.0,89800000.0,210000000.0,-160000000.0,370000000.0,-120200000.0,-120200000.0,,-149400000.0,0.0,-149400000.0,-14400000.0,-69400000.0,13400000.0,-82800000.0,-18900000.0,-18900000.0,,,-46700000.0,-46700000.0,307700000.0,0.0,307700000.0,-179400000.0,-2000000.0,-91800000.0,-94200000.0,8600000.0,25000000.0,,231800000.0,231800000.0,-2500000.0,-2500000.0,232800000.0,2023-03-31
177300000.0,-14300000.0,-265000000.0,200000000.0,-170600000.0,319800000.0,330200000.0,-5800000.0,-4600000.0,-109400000.0,0.0,-109400000.0,-4900000.0,25100000.0,-50300000.0,-50300000.0,-14300000.0,-14300000.0,-65000000.0,-65000000.0,-265000000.0,200000000.0,0.0,0.0,,-243100000.0,0.0,-243100000.0,21400000.0,-79900000.0,5600000.0,-85500000.0,-14000000.0,-14000000.0,,,-97300000.0,-97300000.0,347900000.0,0.0,347900000.0,-133300000.0,14500000.0,-93400000.0,-53800000.0,-600000.0,33900000.0,,237500000.0,237500000.0,0.0,0.0,209800000.0,2023-06-30
240200000.0,0.0,405000000.0,-570000000.0,-97400000.0,292100000.0,319800000.0,-3600000.0,-24100000.0,-196000000.0,0.0,-196000000.0,-1600000.0,20700000.0,-50100000.0,-50100000.0,0.0,0.0,-165000000.0,-165000000.0,405000000.0,,0.0,0.0,,-165600000.0,0.0,-165600000.0,-11900000.0,-56300000.0,8200000.0,-64500000.0,0.0,0.0,-13100000.0,-13100000.0,-84300000.0,-84300000.0,337600000.0,0.0,337600000.0,-82100000.0,8900000.0,-34300000.0,-64200000.0,7500000.0,15600000.0,0.0,241200000.0,241200000.0,0.0,0.0,162800000.0,2023-09-30
525600000.0,-410300000.0,20000000.0,499800000.0,-62800000.0,415800000.0,292100000.0,7400000.0,116300000.0,-251400000.0,0.0,-251400000.0,-5000000.0,19300000.0,-50200000.0,-50200000.0,-410300000.0,-410300000.0,194800000.0,-305000000.0,,,499800000.0,0.0,499800000.0,-220800000.0,0.0,-220800000.0,16700000.0,-72700000.0,6200000.0,-78900000.0,-102000000.0,-102000000.0,0.0,0.0,-62800000.0,-62800000.0,588400000.0,0.0,588400000.0,-1400000.0,-70000000.0,164200000.0,-28200000.0,-67400000.0,25300000.0,0.0,241200000.0,241200000.0,0.0,,419700000.0,2023-12-31
