treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,liabilities_heldfor_sale_non_current,derivative_product_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
104800000.0,209000000.0,313800000.0,5492800000.0,5868500000.0,-1623700000.0,17888800000.0,2069100000.0,-1623700000.0,12020300000.0,17344500000.0,12027000000.0,6700000.0,12020300000.0,-179300000.0,-179300000.0,6867200000.0,9559300000.0,9504400000.0,3100000.0,3100000.0,9039000000.0,6680800000.0,632600000.0,0.0,-172000000.0,421200000.0,474800000.0,474800000.0,5324200000.0,5324200000.0,2358200000.0,502800000.0,544300000.0,544300000.0,544300000.0,336200000.0,974900000.0,582300000.0,392600000.0,38500000.0,38500000.0,354100000.0,21066000000.0,16638700000.0,1122200000.0,13644000000.0,5063800000.0,8580200000.0,1872500000.0,-4585900000.0,6458400000.0,662300000.0,3683500000.0,,2093400000.0,19200000.0,0.0,4427300000.0,324500000.0,0.0,198400000.0,2147200000.0,1655000000.0,230900000.0,261300000.0,1381500000.0,1381500000.0,-78400000.0,1459900000.0,375700000.0,375700000.0,2022-12-31
106900000.0,208500000.0,315400000.0,5599900000.0,5930100000.0,-1655900000.0,18080800000.0,2076000000.0,-1655900000.0,12150700000.0,17495800000.0,12157600000.0,6900000.0,12150700000.0,-178000000.0,-178000000.0,7108600000.0,9741700000.0,9692400000.0,3200000.0,3200000.0,9085900000.0,6750000000.0,637300000.0,,-140300000.0,423300000.0,484600000.0,484600000.0,5345100000.0,5345100000.0,2335900000.0,1073000000.0,585000000.0,585000000.0,585000000.0,,677900000.0,234200000.0,443700000.0,46600000.0,46600000.0,397100000.0,21243500000.0,16831600000.0,1118600000.0,13806600000.0,5071700000.0,8734900000.0,1906400000.0,-4687500000.0,6593900000.0,156500000.0,3762200000.0,525800000.0,2130200000.0,19200000.0,0.0,4411900000.0,459500000.0,,,2241300000.0,1702800000.0,243300000.0,295200000.0,1380900000.0,1380900000.0,,,330200000.0,330200000.0,2023-03-31
107000000.0,208800000.0,315800000.0,5551200000.0,5871000000.0,-1399900000.0,18242500000.0,2154200000.0,-1399900000.0,12371500000.0,17722500000.0,12378600000.0,7100000.0,12371500000.0,-177800000.0,-177800000.0,7122200000.0,9902300000.0,9766000000.0,3200000.0,3200000.0,8915700000.0,6682000000.0,642000000.0,,-161600000.0,375700000.0,474900000.0,474900000.0,5351000000.0,5351000000.0,2233700000.0,1277500000.0,520000000.0,520000000.0,520000000.0,,436200000.0,,436200000.0,81600000.0,81600000.0,354600000.0,21294300000.0,16906400000.0,1160000000.0,13771400000.0,5027700000.0,8743700000.0,1975000000.0,-4742300000.0,6717300000.0,198600000.0,3808000000.0,541900000.0,2151200000.0,17600000.0,0.0,4387900000.0,425000000.0,,,2275800000.0,1727200000.0,256300000.0,292300000.0,1367300000.0,1367300000.0,,,319800000.0,319800000.0,2023-06-30
107000000.0,209000000.0,316000000.0,5383000000.0,5675100000.0,-1091300000.0,18185900000.0,2300500000.0,-1091300000.0,12510800000.0,17830900000.0,12518000000.0,7200000.0,12510800000.0,-186500000.0,-186500000.0,7122200000.0,10014900000.0,9801400000.0,3200000.0,3200000.0,8699300000.0,6627800000.0,631900000.0,,-192700000.0,403100000.0,465400000.0,465400000.0,5320100000.0,5320100000.0,2071500000.0,1299700000.0,355000000.0,355000000.0,355000000.0,,416800000.0,,416800000.0,97100000.0,97100000.0,319700000.0,21217300000.0,16845300000.0,1211000000.0,13602100000.0,4891700000.0,8710400000.0,2032200000.0,-4614400000.0,6646600000.0,242800000.0,3670600000.0,556900000.0,2158800000.0,17500000.0,0.0,4372000000.0,415900000.0,,,2323300000.0,1769900000.0,251900000.0,301500000.0,1340700000.0,1340700000.0,,,292100000.0,292100000.0,2023-09-30
110600000.0,205600000.0,316200000.0,5496800000.0,5912600000.0,-1194400000.0,18393100000.0,1752100000.0,-1194400000.0,12480500000.0,17493100000.0,12488100000.0,7700000.0,12480500000.0,-191000000.0,-191000000.0,7562300000.0,10384500000.0,9846100000.0,3200000.0,3200000.0,9008800000.0,6151400000.0,652200000.0,,-144700000.0,273700000.0,357600000.0,357600000.0,5012600000.0,5012600000.0,2857400000.0,440800000.0,900000000.0,900000000.0,900000000.0,417100000.0,1099500000.0,627700000.0,471800000.0,61200000.0,61200000.0,410600000.0,21496900000.0,16887400000.0,1152100000.0,13674900000.0,4856400000.0,8818500000.0,2060400000.0,-4705800000.0,6766200000.0,200600000.0,3748600000.0,552200000.0,2245900000.0,18900000.0,0.0,4609500000.0,366100000.0,,,2385200000.0,1831200000.0,246500000.0,307500000.0,1442400000.0,1442400000.0,-75100000.0,1517500000.0,415800000.0,415800000.0,2023-12-31
