tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-4410018.844221,0.19174,7029000000.0,-23000000.0,-23000000.0,3937000000.0,292000000.0,2217000000.0,7006000000.0,6714000000.0,-346000000.0,346000000.0,,3955589981.155779,3937000000.0,2374000000.0,6711000000.0,249500000.0,247200000.0,15.78,15.92,3937000000.0,3937000000.0,3937000000.0,-1210000000.0,5147000000.0,5147000000.0,1221000000.0,6368000000.0,3000000.0,26000000.0,-23000000.0,23000000.0,0.0,-346000000.0,346000000.0,,6711000000.0,157000000.0,2000000.0,139000000.0,,,6868000000.0,2217000000.0,9085000000.0,8832000000.0,2022-12-31
3400000.0,0.17,8325000000.0,20000000.0,20000000.0,5434000000.0,297000000.0,-798000000.0,8345000000.0,8048000000.0,-297000000.0,297000000.0,,5417400000.0,5434000000.0,-681000000.0,7991000000.0,245800000.0,243900000.0,22.1,22.28,5434000000.0,5434000000.0,5434000000.0,-1001000000.0,6435000000.0,6435000000.0,1316000000.0,7751000000.0,57000000.0,37000000.0,20000000.0,-20000000.0,,-297000000.0,297000000.0,,7991000000.0,117000000.0,,117000000.0,117000000.0,117000000.0,8108000000.0,-798000000.0,7310000000.0,7125000000.0,2023-03-31
-350000.0,0.175,2660000000.0,-2000000.0,-2000000.0,1369000000.0,297000000.0,1696000000.0,2658000000.0,2361000000.0,-236000000.0,291000000.0,55000000.0,1370650000.0,1369000000.0,1794000000.0,2308000000.0,243800000.0,242300000.0,5.61,5.65,1369000000.0,1369000000.0,1369000000.0,-338000000.0,1707000000.0,1707000000.0,363000000.0,2070000000.0,-2000000.0,,-2000000.0,2000000.0,,-236000000.0,291000000.0,55000000.0,2308000000.0,98000000.0,11000000.0,87000000.0,,,2406000000.0,1696000000.0,4102000000.0,3952000000.0,2023-06-30
-522000.0,0.174,3115000000.0,-3000000.0,-3000000.0,1701000000.0,298000000.0,1299000000.0,3112000000.0,2814000000.0,-225000000.0,283000000.0,58000000.0,1703478000.0,1701000000.0,1404000000.0,2755000000.0,242000000.0,240200000.0,7.03,7.08,1701000000.0,1701000000.0,1701000000.0,-390000000.0,2091000000.0,2091000000.0,440000000.0,2531000000.0,1000000.0,4000000.0,-3000000.0,3000000.0,,-225000000.0,283000000.0,58000000.0,2755000000.0,105000000.0,3000000.0,102000000.0,,,2860000000.0,1299000000.0,4159000000.0,4008000000.0,2023-09-30
0.0,0.179695,2800000000.0,0.0,0.0,1377000000.0,304000000.0,2190000000.0,2800000000.0,2496000000.0,-206000000.0,270000000.0,64000000.0,1377000000.0,1377000000.0,2388000000.0,2435000000.0,,,,,1377000000.0,1377000000.0,1377000000.0,-449000000.0,1826000000.0,1826000000.0,400000000.0,2226000000.0,-3000000.0,-3000000.0,0.0,0.0,,-206000000.0,270000000.0,64000000.0,2435000000.0,198000000.0,20000000.0,178000000.0,,,2633000000.0,2190000000.0,4823000000.0,4619000000.0,2023-12-31
