free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,interest_paid_cfo,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
2461000000.0,-733000000.0,-2772000000.0,560000000.0,-491000000.0,2487000000.0,3338000000.0,0.0,-851000000.0,-3307000000.0,-3307000000.0,-264000000.0,-98000000.0,-98000000.0,-733000000.0,-733000000.0,-2212000000.0,-2212000000.0,-2772000000.0,560000000.0,-496000000.0,-496000000.0,,-5000000.0,-5000000.0,-491000000.0,0.0,-491000000.0,2952000000.0,2952000000.0,0.0,-192000000.0,71000000.0,-162000000.0,10000000.0,-688000000.0,303000000.0,274000000.0,-175000000.0,90000000.0,1296000000.0,1296000000.0,292000000.0,292000000.0,-3506000000.0,0.0,-3697000000.0,5000000.0,163000000.0,5147000000.0,2022-12-31
2709000000.0,-450000000.0,-901000000.0,0.0,-712000000.0,3443000000.0,2487000000.0,2000000.0,954000000.0,-1740000000.0,-1740000000.0,-290000000.0,-99000000.0,-99000000.0,-450000000.0,-450000000.0,-901000000.0,-901000000.0,-901000000.0,0.0,-727000000.0,-727000000.0,-5000000.0,-10000000.0,-10000000.0,-712000000.0,,-712000000.0,3421000000.0,3421000000.0,0.0,-72000000.0,-49000000.0,-154000000.0,31000000.0,-1277000000.0,361000000.0,1016000000.0,-17000000.0,49000000.0,1232000000.0,1232000000.0,297000000.0,297000000.0,-4503000000.0,-1000000.0,-4641000000.0,-2000000.0,161000000.0,6435000000.0,2023-03-31
1247000000.0,-324000000.0,-210000000.0,1397000000.0,-332000000.0,5169000000.0,3443000000.0,1000000.0,1725000000.0,487000000.0,487000000.0,-280000000.0,-96000000.0,-96000000.0,-324000000.0,-324000000.0,1187000000.0,1187000000.0,-210000000.0,1397000000.0,-341000000.0,-341000000.0,-1000000.0,-8000000.0,-8000000.0,-332000000.0,,-332000000.0,1579000000.0,1579000000.0,0.0,-141000000.0,61000000.0,-151000000.0,-67000000.0,-274000000.0,57000000.0,233000000.0,-56000000.0,36000000.0,349000000.0,349000000.0,297000000.0,297000000.0,-613000000.0,,-770000000.0,0.0,154000000.0,1707000000.0,2023-06-30
1312000000.0,-358000000.0,-1457000000.0,0.0,-386000000.0,4283000000.0,5169000000.0,-1000000.0,-885000000.0,-2173000000.0,-2173000000.0,-262000000.0,-96000000.0,-96000000.0,-358000000.0,-358000000.0,-1457000000.0,-1457000000.0,-1457000000.0,0.0,-410000000.0,-410000000.0,-6000000.0,-18000000.0,-18000000.0,-386000000.0,,,1698000000.0,1698000000.0,,94000000.0,43000000.0,-151000000.0,12000000.0,290000000.0,4000000.0,-104000000.0,18000000.0,43000000.0,434000000.0,434000000.0,298000000.0,298000000.0,-1280000000.0,,-1428000000.0,0.0,149000000.0,2091000000.0,2023-09-30
1029000000.0,-341000000.0,-30000000.0,0.0,-691000000.0,4525000000.0,4283000000.0,0.0,242000000.0,-754000000.0,-754000000.0,-281000000.0,-102000000.0,-102000000.0,-341000000.0,-341000000.0,-30000000.0,-30000000.0,-30000000.0,0.0,-724000000.0,-724000000.0,-8000000.0,-25000000.0,-25000000.0,-691000000.0,,,1720000000.0,1720000000.0,,-58000000.0,140000000.0,-151000000.0,,279000000.0,-45000000.0,-305000000.0,40000000.0,122000000.0,374000000.0,374000000.0,304000000.0,304000000.0,-888000000.0,,-1051000000.0,0.0,159000000.0,1826000000.0,2023-12-31
