ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,financial_assets,investments_and_advances,other_investments,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
509000000.0,509000000.0,1534000000.0,5431000000.0,12955000000.0,3919000000.0,5431000000.0,888000000.0,12309000000.0,12947000000.0,12309000000.0,12309000000.0,-299000000.0,-299000000.0,12588000000.0,15000000.0,5000000.0,5000000.0,0.0,5543000000.0,2196000000.0,362000000.0,,283000000.0,199000000.0,19000000.0,180000000.0,1352000000.0,714000000.0,638000000.0,3347000000.0,357000000.0,398000000.0,398000000.0,182000000.0,174000000.0,8000000.0,8000000.0,1446000000.0,964000000.0,387000000.0,577000000.0,217000000.0,217000000.0,360000000.0,17852000000.0,10586000000.0,1019000000.0,642000000.0,642000000.0,,70000000.0,70000000.0,6878000000.0,1168000000.0,5710000000.0,1977000000.0,-2716000000.0,4693000000.0,398000000.0,111000000.0,876000000.0,2530000000.0,771000000.0,7000000.0,0.0,7266000000.0,969000000.0,,3796000000.0,3796000000.0,-43000000.0,3839000000.0,2501000000.0,310000000.0,2191000000.0,2022-12-31,
507000000.0,507000000.0,1507000000.0,5359000000.0,13307000000.0,3907000000.0,5359000000.0,861000000.0,12661000000.0,13291000000.0,12661000000.0,12661000000.0,-222000000.0,-222000000.0,12856000000.0,22000000.0,5000000.0,5000000.0,0.0,5486000000.0,2165000000.0,317000000.0,,283000000.0,247000000.0,32000000.0,215000000.0,1318000000.0,688000000.0,630000000.0,3321000000.0,372000000.0,469000000.0,469000000.0,189000000.0,173000000.0,16000000.0,16000000.0,1206000000.0,1085000000.0,405000000.0,680000000.0,348000000.0,348000000.0,332000000.0,18147000000.0,10919000000.0,943000000.0,666000000.0,666000000.0,,64000000.0,64000000.0,7302000000.0,1262000000.0,6040000000.0,1944000000.0,,1944000000.0,,,1944000000.0,,,,,7228000000.0,1029000000.0,,3718000000.0,3718000000.0,-36000000.0,3754000000.0,2481000000.0,23000000.0,2458000000.0,2023-03-31,
505000000.0,505000000.0,1481000000.0,5610000000.0,13549000000.0,3895000000.0,5610000000.0,835000000.0,12903000000.0,13525000000.0,12903000000.0,12903000000.0,-141000000.0,-141000000.0,13022000000.0,17000000.0,5000000.0,5000000.0,0.0,5064000000.0,2008000000.0,315000000.0,0.0,157000000.0,250000000.0,30000000.0,220000000.0,1286000000.0,664000000.0,622000000.0,3056000000.0,11000000.0,380000000.0,380000000.0,195000000.0,171000000.0,24000000.0,24000000.0,1305000000.0,1165000000.0,802000000.0,363000000.0,45000000.0,45000000.0,318000000.0,17967000000.0,11016000000.0,1006000000.0,762000000.0,762000000.0,15000000.0,65000000.0,65000000.0,7293000000.0,1228000000.0,6065000000.0,1875000000.0,,1875000000.0,,,1875000000.0,,,,,6951000000.0,1081000000.0,20000000.0,3755000000.0,3755000000.0,-37000000.0,3792000000.0,2095000000.0,40000000.0,2055000000.0,2023-06-30,
501000000.0,501000000.0,1445000000.0,5695000000.0,13529000000.0,3936000000.0,5695000000.0,798000000.0,12882000000.0,13496000000.0,12882000000.0,12882000000.0,-285000000.0,-285000000.0,13146000000.0,16000000.0,5000000.0,5000000.0,0.0,5197000000.0,2006000000.0,346000000.0,1000000.0,157000000.0,254000000.0,34000000.0,220000000.0,1248000000.0,634000000.0,614000000.0,3191000000.0,464000000.0,302000000.0,302000000.0,197000000.0,164000000.0,33000000.0,33000000.0,1448000000.0,780000000.0,381000000.0,399000000.0,74000000.0,74000000.0,325000000.0,18079000000.0,10952000000.0,982000000.0,935000000.0,935000000.0,6000000.0,76000000.0,76000000.0,7187000000.0,1174000000.0,6013000000.0,1766000000.0,,1766000000.0,,,1766000000.0,,,,,7127000000.0,934000000.0,18000000.0,3807000000.0,3807000000.0,-36000000.0,3843000000.0,2368000000.0,164000000.0,2204000000.0,2023-09-30,
498000000.0,498000000.0,1315000000.0,5991000000.0,13866000000.0,4173000000.0,5991000000.0,676000000.0,13227000000.0,13833000000.0,13227000000.0,13227000000.0,-94000000.0,-94000000.0,13301000000.0,15000000.0,5000000.0,5000000.0,0.0,5256000000.0,1923000000.0,369000000.0,,157000000.0,268000000.0,42000000.0,226000000.0,1129000000.0,523000000.0,606000000.0,3333000000.0,500000000.0,385000000.0,385000000.0,186000000.0,153000000.0,33000000.0,33000000.0,1511000000.0,751000000.0,387000000.0,364000000.0,27000000.0,27000000.0,337000000.0,18483000000.0,10979000000.0,1011000000.0,993000000.0,993000000.0,,80000000.0,80000000.0,7236000000.0,1151000000.0,6085000000.0,1659000000.0,-2772000000.0,4431000000.0,422000000.0,88000000.0,611000000.0,2534000000.0,769000000.0,7000000.0,0.0,7506000000.0,1022000000.0,,3849000000.0,3849000000.0,-32000000.0,3881000000.0,2635000000.0,14000000.0,2621000000.0,2023-12-31,0.0
