ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,other_investments,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,current_assets,other_current_assets,restricted_cash,prepaid_assets,inventory,receivables,receivables_adjustments_allowances,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,non_current_note_receivables,notes_receivable
572130932.0,572130932.0,21488000000.0,21654000000.0,4548000000.0,31814000000.0,-1543000000.0,4548000000.0,6000000.0,10166000000.0,31369000000.0,10643000000.0,477000000.0,10166000000.0,-14000000.0,-14000000.0,-1199000000.0,11322000000.0,57000000.0,57000000.0,35465000000.0,31507000000.0,1920000000.0,2335000000.0,2335000000.0,4202000000.0,4202000000.0,21203000000.0,21203000000.0,3958000000.0,587000000.0,,,451000000.0,6000000.0,445000000.0,445000000.0,272000000.0,2648000000.0,254000000.0,254000000.0,2394000000.0,223000000.0,668000000.0,1503000000.0,46108000000.0,43693000000.0,1135000000.0,622000000.0,622000000.0,5618000000.0,5618000000.0,36285000000.0,-13258000000.0,49543000000.0,1693000000.0,2415000000.0,217000000.0,46000000.0,217000000.0,421000000.0,1571000000.0,-137000000.0,253000000.0,1455000000.0,-137000000.0,1455000000.0,160000000.0,160000000.0,2022-12-31,,
572836882.0,572836882.0,22549000000.0,22726000000.0,4635000000.0,32979000000.0,-1193000000.0,4635000000.0,,10253000000.0,32377000000.0,10731000000.0,478000000.0,10253000000.0,-15000000.0,-15000000.0,-907000000.0,11118000000.0,57000000.0,57000000.0,35748000000.0,32048000000.0,1599000000.0,2339000000.0,2339000000.0,4263000000.0,4263000000.0,22124000000.0,22124000000.0,3700000000.0,229000000.0,222000000.0,222000000.0,602000000.0,,602000000.0,,222000000.0,2425000000.0,263000000.0,263000000.0,2162000000.0,223000000.0,701000000.0,1238000000.0,46479000000.0,43972000000.0,1050000000.0,632000000.0,,5618000000.0,5618000000.0,36630000000.0,-13457000000.0,50087000000.0,1750000000.0,2507000000.0,328000000.0,29000000.0,,457000000.0,1516000000.0,-124000000.0,257000000.0,752000000.0,-124000000.0,752000000.0,177000000.0,177000000.0,2023-03-31,,
573362380.0,573362380.0,23837000000.0,24008000000.0,4892000000.0,34518000000.0,-1664000000.0,4892000000.0,,10510000000.0,33166000000.0,10971000000.0,461000000.0,10510000000.0,-15000000.0,-15000000.0,-672000000.0,11140000000.0,57000000.0,57000000.0,36094000000.0,31945000000.0,1862000000.0,1516000000.0,1516000000.0,4392000000.0,4392000000.0,22656000000.0,22656000000.0,4149000000.0,230000000.0,223000000.0,223000000.0,1352000000.0,,1352000000.0,,257000000.0,2087000000.0,283000000.0,283000000.0,1804000000.0,0.0,604000000.0,1200000000.0,47065000000.0,44580000000.0,864000000.0,638000000.0,,5618000000.0,5618000000.0,37149000000.0,-13671000000.0,50820000000.0,1857000000.0,2485000000.0,361000000.0,43000000.0,,449000000.0,1461000000.0,-85000000.0,275000000.0,625000000.0,-85000000.0,625000000.0,171000000.0,171000000.0,2023-06-30,,
573814823.0,573814823.0,24336000000.0,24454000000.0,4856000000.0,34928000000.0,-2276000000.0,4856000000.0,,10474000000.0,33356000000.0,10945000000.0,471000000.0,10474000000.0,-16000000.0,-16000000.0,-272000000.0,10705000000.0,57000000.0,57000000.0,36526000000.0,31730000000.0,1571000000.0,1512000000.0,1512000000.0,4449000000.0,4449000000.0,22882000000.0,22882000000.0,4796000000.0,290000000.0,225000000.0,225000000.0,1572000000.0,,1572000000.0,,252000000.0,2457000000.0,303000000.0,303000000.0,2154000000.0,235000000.0,657000000.0,1262000000.0,47471000000.0,44951000000.0,676000000.0,626000000.0,,5618000000.0,5618000000.0,37678000000.0,-13854000000.0,51532000000.0,2231000000.0,2520000000.0,322000000.0,26000000.0,,481000000.0,1573000000.0,-85000000.0,271000000.0,848000000.0,,848000000.0,118000000.0,118000000.0,2023-09-30,,
574335396.0,574335396.0,24773000000.0,24910000000.0,4819000000.0,35347000000.0,-2818000000.0,4819000000.0,,10437000000.0,33322000000.0,10916000000.0,479000000.0,10437000000.0,-17000000.0,-17000000.0,-97000000.0,10494000000.0,57000000.0,57000000.0,37851000000.0,32465000000.0,2173000000.0,1663000000.0,1663000000.0,4530000000.0,4530000000.0,22885000000.0,22885000000.0,5386000000.0,241000000.0,227000000.0,227000000.0,2025000000.0,,2025000000.0,,304000000.0,2589000000.0,292000000.0,292000000.0,2297000000.0,235000000.0,700000000.0,1362000000.0,48767000000.0,46199000000.0,1137000000.0,663000000.0,663000000.0,5618000000.0,5618000000.0,38412000000.0,-13811000000.0,52223000000.0,2116000000.0,2568000000.0,293000000.0,42000000.0,,512000000.0,1584000000.0,-64000000.0,266000000.0,717000000.0,,717000000.0,137000000.0,137000000.0,2023-12-31,,
575516472.0,575516472.0,23627000000.0,24515000000.0,6779000000.0,36912000000.0,-2210000000.0,6779000000.0,,12397000000.0,34049000000.0,13613000000.0,1216000000.0,12397000000.0,-17000000.0,-17000000.0,0.0,12357000000.0,57000000.0,57000000.0,37686000000.0,31413000000.0,1846000000.0,1663000000.0,1663000000.0,5288000000.0,5288000000.0,21652000000.0,21652000000.0,6273000000.0,227000000.0,228000000.0,228000000.0,2863000000.0,,2863000000.0,,199000000.0,2756000000.0,305000000.0,305000000.0,2451000000.0,245000000.0,823000000.0,1383000000.0,51299000000.0,47236000000.0,1043000000.0,688000000.0,688000000.0,5618000000.0,5618000000.0,38804000000.0,-13991000000.0,52795000000.0,2161000000.0,4063000000.0,491000000.0,27000000.0,,538000000.0,2119000000.0,-53000000.0,304000000.0,833000000.0,,833000000.0,888000000.0,888000000.0,2024-03-31,750000000.0,450000000.0
