tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,other_special_charges,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,other_taxes,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,depreciation_income_statement,selling_general_and_administration,general_and_administrative_expense,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-3360000.0,0.21,975000000.0,-16000000.0,-16000000.0,-403000000.0,274000000.0,1349000000.0,959000000.0,604000000.0,-226000000.0,226000000.0,-390360000.0,-403000000.0,2706000000.0,399000000.0,,,,,-403000000.0,-403000000.0,-403000000.0,-18000000.0,-385000000.0,0.0,-385000000.0,763000000.0,378000000.0,133000000.0,-19000000.0,-16000000.0,0.0,16000000.0,,-226000000.0,226000000.0,471000000.0,1438000000.0,877000000.0,278000000.0,355000000.0,355000000.0,355000000.0,,,,1909000000.0,1268000000.0,3177000000.0,3052000000.0,2022-12-31
0.0,0.225,1003000000.0,0.0,0.0,292000000.0,287000000.0,1331000000.0,1003000000.0,642000000.0,-242000000.0,242000000.0,292000000.0,292000000.0,2680000000.0,551000000.0,573000000.0,572000000.0,0.51,0.51,292000000.0,292000000.0,292000000.0,-18000000.0,310000000.0,,310000000.0,90000000.0,400000000.0,91000000.0,35000000.0,0.0,,,56000000.0,-242000000.0,242000000.0,551000000.0,1423000000.0,766000000.0,296000000.0,361000000.0,361000000.0,361000000.0,,,,1974000000.0,1257000000.0,3231000000.0,3140000000.0,2023-03-31
-8136000.0,0.226,988000000.0,-36000000.0,-36000000.0,235000000.0,370000000.0,1025000000.0,952000000.0,582000000.0,-254000000.0,254000000.0,262864000.0,235000000.0,2466000000.0,481000000.0,574000000.0,573000000.0,0.41,0.41,235000000.0,235000000.0,235000000.0,-19000000.0,254000000.0,,254000000.0,74000000.0,328000000.0,42000000.0,43000000.0,-36000000.0,,36000000.0,35000000.0,-254000000.0,254000000.0,540000000.0,1432000000.0,852000000.0,278000000.0,361000000.0,361000000.0,361000000.0,-59000000.0,-59000000.0,-59000000.0,1972000000.0,1034000000.0,3006000000.0,2893000000.0,2023-06-30
0.0,0.06,1099000000.0,0.0,0.0,421000000.0,236000000.0,1451000000.0,1099000000.0,733000000.0,-263000000.0,263000000.0,421000000.0,400000000.0,2821000000.0,666000000.0,574000000.0,573000000.0,0.69,0.7,400000000.0,400000000.0,400000000.0,-20000000.0,420000000.0,-21000000.0,441000000.0,29000000.0,470000000.0,67000000.0,24000000.0,0.0,,,43000000.0,-263000000.0,263000000.0,666000000.0,1500000000.0,827000000.0,307000000.0,366000000.0,366000000.0,366000000.0,0.0,,0.0,2166000000.0,1321000000.0,3487000000.0,3377000000.0,2023-09-30
0.0,0.278195,921000000.0,0.0,0.0,175000000.0,387000000.0,1020000000.0,921000000.0,534000000.0,-268000000.0,268000000.0,175000000.0,175000000.0,2715000000.0,568000000.0,,,,,175000000.0,175000000.0,175000000.0,-17000000.0,192000000.0,0.0,192000000.0,74000000.0,266000000.0,103000000.0,62000000.0,0.0,,0.0,41000000.0,-268000000.0,268000000.0,431000000.0,1681000000.0,888000000.0,283000000.0,373000000.0,373000000.0,373000000.0,137000000.0,137000000.0,137000000.0,2112000000.0,1034000000.0,3146000000.0,3044000000.0,2023-12-31
0.0,0.336,953000000.0,,,253000000.0,276000000.0,1141000000.0,953000000.0,677000000.0,-275000000.0,275000000.0,253000000.0,253000000.0,2839000000.0,612000000.0,576000000.0,574000000.0,0.44,0.44,253000000.0,253000000.0,253000000.0,-14000000.0,267000000.0,,267000000.0,135000000.0,402000000.0,229000000.0,208000000.0,,,,21000000.0,-275000000.0,275000000.0,448000000.0,1698000000.0,1387000000.0,311000000.0,,,,,,,2146000000.0,1141000000.0,3287000000.0,3210000000.0,2024-03-31
